net,length_um
A_reg\[15\],87.45µm
net257,86.42µm
B_reg\[11\],86.23µm
_0900_,86.2µm
_0901_,85.88µm
_0907_,84.74µm
_0891_,84.36µm
net13,84.12µm
_0894_,83.44µm
b_r2\[0\],82.99µm
_0743_,82.645µm
_0573_,82.54µm
net81,82.15µm
_0890_,82.02µm
OpSel_reg\[1\],81.7µm
_0732_,81.22µm
net54,79.44µm
A_reg\[14\],79.23µm
net1,79.2µm
_0561_,77.8µm
A_reg\[12\],77.38µm
a_r2\[1\],77µm
u_crt.start_d,76.9µm
_1352_,75.84µm
_0469_,75.42µm
b_r0\[1\],75.14µm
_0673_,74.26µm
net52,73.88µm
_1546_,73.62µm
b_r3\[0\],73.22µm
b_r2\[1\],72.72µm
B_reg\[10\],71.78µm
B_reg\[12\],69.38µm
_0624_,69.26µm
_0909_,68.26µm
_0387_,67.6µm
_0803_,67.36µm
b_r1\[1\],66.775µm
net58,66.66µm
_0858_,66.08µm
a_r2\[2\],65.38µm
_0234_,64.74µm
_0422_,64.72µm
X_crt\[4\],64µm
_1159_,63.92µm
_0571_,63.4µm
_0579_,63.22µm
net264,63.2µm
_1387_,63.08µm
_0798_,61.7µm
_0848_,60.82µm
net55,60.22µm
_0790_,60.1µm
net79,59.82µm
_0307_,59.02µm
net82,58.56µm
_0888_,58.22µm
_1388_,57.94µm
net74,57.36µm
_0905_,57.12µm
B_reg\[13\],57.08µm
a_r0\[0\],57.02µm
_1160_,56.2µm
B_reg\[14\],55.88µm
b_r3\[3\],55.56µm
_0904_,54.5µm
net28,54.36µm
_0607_,53.76µm
_1544_,52.84µm
_0623_,52.72µm
_0767_,52.28µm
_1324_,52.24µm
_0111_,52.2µm
_0232_,51.96µm
_1343_,51.96µm
_0722_,51.88µm
_0777_,51.7µm
_0563_,51.46µm
_0841_,51.46µm
_0612_,50.9µm
_1315_,50.78µm
_0897_,50.42µm
_1186_,50.1µm
_0850_,49.42µm
_0453_,49.32µm
_0854_,47.78µm
u_crt.r3\[2\],47.78µm
CU_state_dbg\[1\],47.74µm
u_crt.r3\[0\],46.78µm
B_reg\[15\],46.665µm
_1011_,46.17µm
CU_state_dbg\[2\],45.44µm
_0799_,44.76µm
_0923_,44.12µm
_1336_,44.04µm
a_r0\[1\],44µm
_0908_,43.02µm
b_r3\[2\],42.96µm
_1332_,42.8µm
_0974_,42.76µm
_0972_,42.48µm
_0268_,42.2µm
net62,42.095µm
_1570_,42.07µm
_1176_,41.94µm
_0706_,41.88µm
_0688_,41.76µm
_0436_,41.54µm
_0216_,41.3µm
u_crt.r3\[3\],41.2µm
_1071_,40.97µm
_0586_,40.95µm
u_crt.r1\[1\],40.92µm
X_crt\[9\],40.88µm
_1156_,40.76µm
_0570_,40.46µm
_0681_,40.04µm
net56,40.04µm
u_crt.r2\[0\],39.995µm
_0914_,39.32µm
_0175_,39.08µm
_0423_,38.86µm
_0575_,38.66µm
_1155_,38.6µm
_0409_,38.46µm
_1322_,38.22µm
_1586_,37.98µm
_0122_,37.8µm
_1307_,37.71µm
_0411_,37.54µm
_1592_,37.52µm
u_crt.r3\[1\],37.46µm
_0895_,37.42µm
u_crt.r2\[1\],37.38µm
_0611_,37.32µm
_0724_,37.2µm
_0313_,36.995µm
_1440_,36.96µm
_0872_,36.88µm
_0834_,36.8µm
_1207_,36.8µm
_1452_,36.74µm
_0746_,36.58µm
_0977_,36.56µm
_0493_,36.46µm
_0108_,36.22µm
_1474_,36.06µm
_1431_,35.68µm
_1415_,35.62µm
_0142_,35.24µm
_1021_,35.12µm
_0815_,35.05µm
_1134_,34.965µm
_0835_,34.66µm
net29,34.66µm
_1555_,34.65µm
_0558_,34.52µm
_0906_,34.48µm
_0384_,34.34µm
_1500_,34.32µm
_1199_,34.3µm
_0773_,34.24µm
net4,34.08µm
_0827_,34.01µm
_0346_,33.94µm
_0341_,33.89µm
_0932_,33.89µm
_1499_,33.82µm
_0420_,33.56µm
_0435_,33.28µm
_1356_,33.2µm
_0826_,33.18µm
_0408_,33.04µm
_0258_,33.02µm
_0338_,32.86µm
_1090_,32.8µm
_0622_,32.72µm
_1584_,32.56µm
_0613_,32.37µm
_0525_,32.24µm
_0306_,32.18µm
_1168_,32.12µm
net53,32.08µm
u_crt.r2\[2\],32µm
_1345_,31.96µm
_1496_,31.87µm
net51,31.78µm
_0562_,31.54µm
_0471_,31.52µm
_0321_,31.48µm
_0804_,31.36µm
net23,31.32µm
_1240_,31.26µm
_1292_,31.25µm
_0143_,31.18µm
_1485_,31.18µm
X_crt\[5\],31.16µm
_1190_,31.12µm
_1516_,31.1µm
u_crt.r1\[2\],31µm
_0224_,30.8µm
_1218_,30.74µm
_0718_,30.7µm
_0566_,30.68µm
_1179_,30.66µm
_0421_,30.54µm
_1486_,30.46µm
u_crt.r1\[0\],30.46µm
_0297_,30.42µm
_0238_,30.205µm
_0461_,29.98µm
_0832_,29.74µm
_1140_,29.63µm
_0443_,29.6µm
_0320_,29.52µm
_0144_,29.51µm
_0478_,29.5µm
_1033_,29.24µm
_0542_,29.16µm
net47,29.1µm
_1462_,29.08µm
_0761_,29.01µm
_0960_,29µm
_1430_,28.96µm
_0820_,28.88µm
_1495_,28.82µm
_1285_,28.74µm
_1487_,28.66µm
_0593_,28.62µm
_0655_,28.6µm
_0390_,28.535µm
_0805_,28.46µm
_1047_,28.4µm
_0693_,28.28µm
_0552_,28.24µm
_1050_,28.22µm
_1229_,28.08µm
_0393_,28.02µm
_0276_,27.98µm
_0129_,27.88µm
_1527_,27.88µm
_0852_,27.86µm
_1212_,27.6µm
_1170_,27.34µm
_0504_,27.26µm
_0971_,27.14µm
_0125_,27.12µm
_1518_,27.08µm
_0483_,27.02µm
_1427_,26.78µm
_0135_,26.5µm
_0326_,26.5µm
_1601_,26.48µm
_0754_,26.44µm
_0364_,26.42µm
_0855_,26.38µm
_1275_,26.32µm
_0168_,26.22µm
_1521_,26.2µm
_0105_,26.18µm
net39,26.08µm
_0363_,26.02µm
_0455_,25.92µm
_0220_,25.8µm
_0873_,25.8µm
_0399_,25.76µm
_0610_,25.6µm
_0223_,25.57µm
_1428_,25.56µm
_0237_,25.26µm
_0479_,25.215µm
_1493_,25.14µm
_0934_,25.1µm
_0352_,25.08µm
_0153_,25.04µm
_0173_,24.98µm
_0989_,24.955µm
_1238_,24.94µm
_0847_,24.9µm
X_crt\[0\],24.88µm
_1568_,24.835µm
_1589_,24.78µm
_0414_,24.7µm
_0113_,24.68µm
_1261_,24.68µm
_0594_,24.655µm
_1255_,24.6µm
net262,24.6µm
_0844_,24.54µm
_0446_,24.48µm
net168,24.42µm
_0318_,24.365µm
_0404_,24.34µm
_0314_,24.3µm
_0522_,24.27µm
_0794_,24.22µm
_0499_,24.12µm
_1578_,24.12µm
_0312_,23.96µm
_0780_,23.96µm
_0744_,23.92µm
_1439_,23.88µm
_0531_,23.86µm
_0556_,23.86µm
_0577_,23.8µm
_1063_,23.78µm
_1194_,23.68µm
_0966_,23.6µm
_1286_,23.6µm
_1163_,23.46µm
_1251_,23.46µm
_1573_,23.46µm
_0433_,23.44µm
X_crt\[2\],23.42µm
_0375_,23.4µm
_0582_,23.4µm
_0979_,23.38µm
_0222_,23.36µm
_0394_,23.33µm
_0991_,23.3µm
_1061_,23.3µm
_1300_,23.28µm
_1550_,23.27µm
_0592_,23.19µm
_1595_,23.15µm
_0410_,23.02µm
_1036_,23µm
_1479_,22.92µm
net206,22.92µm
_0606_,22.88µm
_1473_,22.86µm
_1507_,22.82µm
_1377_,22.8µm
_1600_,22.8µm
_1326_,22.78µm
_0581_,22.76µm
_1161_,22.76µm
_0763_,22.74µm
_1080_,22.74µm
_1539_,22.7µm
_0155_,22.64µm
_0813_,22.62µm
_1374_,22.62µm
_1088_,22.6µm
_0233_,22.56µm
_0117_,22.54µm
_1252_,22.5µm
_0334_,22.46µm
_1410_,22.4µm
_0760_,22.37µm
_0689_,22.3µm
_1030_,22.3µm
_0870_,22.285µm
_0280_,22.22µm
_0768_,22.04µm
_0456_,22µm
_0138_,21.98µm
_0402_,21.98µm
_0137_,21.96µm
_0452_,21.94µm
_0814_,21.9µm
_0988_,21.86µm
_1593_,21.84µm
_0261_,21.78µm
_0416_,21.72µm
_0583_,21.66µm
_1223_,21.62µm
_0368_,21.58µm
_0884_,21.58µm
_0519_,21.56µm
_0822_,21.56µm
_1420_,21.52µm
_1483_,21.5µm
_0733_,21.46µm
_1044_,21.44µm
_1041_,21.4µm
_0867_,21.38µm
net45,21.38µm
_0480_,21.26µm
_0578_,21.2µm
_1173_,21.2µm
_1266_,21.16µm
u_crt.r0\[1\],21.16µm
_0898_,21.08µm
_1424_,21.08µm
_0405_,21.07µm
_1506_,21µm
_1083_,20.98µm
_1381_,20.91µm
_0762_,20.88µm
_0254_,20.84µm
_0764_,20.84µm
_0929_,20.84µm
_1359_,20.82µm
X_crt\[10\],20.8µm
_0936_,20.76µm
_0793_,20.74µm
_1119_,20.74µm
_0726_,20.7µm
_0729_,20.7µm
_0123_,20.67µm
_0371_,20.67µm
_0621_,20.62µm
_0600_,20.52µm
_1442_,20.5µm
_1537_,20.5µm
CU_state_dbg\[0\],20.48µm
_0131_,20.46µm
_0887_,20.46µm
_1338_,20.43µm
_1461_,20.36µm
_0913_,20.34µm
_0353_,20.3µm
_1123_,20.2µm
_1367_,20.2µm
_0775_,20.16µm
_1394_,20.16µm
_0661_,20.105µm
ALU_EN,20.04µm
_0391_,20.04µm
_1523_,20.04µm
_0242_,19.98µm
_1267_,19.96µm
_0877_,19.94µm
_1093_,19.9µm
_1491_,19.9µm
_1204_,19.86µm
_1552_,19.86µm
_0997_,19.84µm
_0114_,19.82µm
net32,19.82µm
_0284_,19.8µm
_1026_,19.74µm
_0753_,19.7µm
X_crt\[3\],19.56µm
net203,19.53µm
_0290_,19.52µm
_0846_,19.5µm
_0685_,19.44µm
net213,19.42µm
_1022_,19.4µm
_0648_,19.34µm
_0996_,19.34µm
_1306_,19.34µm
_1372_,19.32µm
_0473_,19.28µm
_1067_,19.28µm
_0150_,19.26µm
_1222_,19.26µm
_0669_,19.22µm
_1169_,19.22µm
_1211_,19.22µm
_0120_,19.2µm
_0462_,19.2µm
_0354_,19.14µm
net26,19.14µm
_0750_,19.12µm
_1587_,19.12µm
_0516_,19.08µm
_0957_,19.06µm
_1171_,19.06µm
_0748_,19µm
_0837_,18.96µm
_1203_,18.95µm
_0569_,18.9µm
_0828_,18.9µm
_1562_,18.9µm
_1594_,18.86µm
_0955_,18.82µm
_0817_,18.8µm
_0170_,18.78µm
_1038_,18.78µm
_1137_,18.625µm
_0712_,18.56µm
_0415_,18.54µm
_1246_,18.52µm
_1459_,18.5µm
_1279_,18.48µm
net44,18.48µm
_1556_,18.46µm
_0795_,18.44µm
_0211_,18.36µm
_0494_,18.35µm
_0981_,18.34µm
_0429_,18.32µm
_1075_,18.28µm
_0656_,18.24µm
_1602_,18.24µm
_0210_,18.22µm
_1177_,18.2µm
_0514_,18.16µm
_1425_,18.08µm
_1086_,18.06µm
_0127_,18.02µm
_0631_,17.98µm
_0978_,17.98µm
_1450_,17.94µm
_0675_,17.9µm
net2,17.88µm
_1006_,17.86µm
_1369_,17.86µm
_0136_,17.82µm
net18,17.78µm
_1234_,17.74µm
_1133_,17.72µm
_1205_,17.72µm
_1571_,17.72µm
_1489_,17.7µm
_0739_,17.68µm
_0330_,17.66µm
_0715_,17.62µm
_0670_,17.6µm
_0385_,17.56µm
net21,17.56µm
_0228_,17.54µm
_0305_,17.52µm
_1272_,17.52µm
net5,17.52µm
_0141_,17.47µm
_1295_,17.44µm
net199,17.44µm
_1068_,17.4µm
net66,17.4µm
_1029_,17.38µm
net3,17.34µm
_1519_,17.3µm
_0158_,17.26µm
_1113_,17.26µm
_0559_,17.24µm
_0332_,17.2µm
_0727_,17.2µm
_1347_,17.18µm
_1414_,17.15µm
_0124_,17.12µm
_1304_,17.12µm
_0725_,17.1µm
_1530_,17.08µm
u_crt.r0\[0\],17.06µm
_0698_,17.02µm
net195,17.02µm
_0428_,16.98µm
_0502_,16.94µm
_1040_,16.92µm
_1008_,16.9µm
_0939_,16.88µm
_1082_,16.86µm
_0756_,16.84µm
_1016_,16.82µm
_0608_,16.78µm
_1220_,16.78µm
net6,16.76µm
_1127_,16.68µm
_1268_,16.64µm
net86,16.64µm
_1058_,16.62µm
_1214_,16.62µm
_0213_,16.6µm
_0374_,16.6µm
_1454_,16.6µm
_0540_,16.58µm
_0933_,16.57µm
_1054_,16.56µm
_1366_,16.56µm
net22,16.54µm
_0629_,16.42µm
X_crt\[6\],16.38µm
_0541_,16.38µm
_1287_,16.38µm
_1504_,16.36µm
_1398_,16.34µm
_0831_,16.32µm
_0721_,16.3µm
_1065_,16.3µm
_0585_,16.28µm
_0948_,16.26µm
_1392_,16.26µm
_0498_,16.24µm
_0683_,16.22µm
_1335_,16.1µm
_1590_,16.075µm
_1215_,16.02µm
net30,16.02µm
_0801_,15.96µm
_0765_,15.9µm
net49,15.88µm
_1076_,15.86µm
_0741_,15.84µm
_1072_,15.84µm
_0713_,15.82µm
Op_Sel[0],15.8µm
_0943_,15.76µm
_1575_,15.76µm
net48,15.76µm
_0132_,15.66µm
_0708_,15.64µm
_1572_,15.64µm
_0530_,15.6µm
_0786_,15.575µm
_0619_,15.565µm
_0696_,15.565µm
_0151_,15.52µm
_1390_,15.52µm
_0684_,15.48µm
_0862_,15.48µm
_0770_,15.45µm
_1559_,15.44µm
_1202_,15.42µm
net46,15.42µm
net96,15.42µm
_0431_,15.4µm
_0465_,15.34µm
_0643_,15.34µm
_0194_,15.32µm
_0301_,15.3µm
_0351_,15.3µm
_0536_,15.3µm
_0687_,15.3µm
_1018_,15.3µm
_1293_,15.28µm
_0270_,15.26µm
_0426_,15.22µm
_0686_,15.22µm
_0719_,15.14µm
_0796_,15.14µm
_1225_,15.14µm
_1466_,15.14µm
X_crt\[8\],15.1µm
_0596_,15.1µm
_0950_,15.1µm
_0986_,15.1µm
_0342_,15.02µm
_0823_,15µm
_0255_,14.98µm
_1007_,14.98µm
_0419_,14.96µm
_0432_,14.96µm
_1025_,14.96µm
_0442_,14.92µm
_0992_,14.9µm
_1013_,14.9µm
net267,14.9µm
_1549_,14.87µm
_0714_,14.86µm
_0945_,14.84µm
_1270_,14.8µm
_1297_,14.8µm
_1370_,14.8µm
net41,14.8µm
_1085_,14.78µm
_0674_,14.76µm
_1580_,14.76µm
_1582_,14.76µm
net16,14.72µm
_0740_,14.68µm
_1153_,14.68µm
_0293_,14.66µm
_0336_,14.66µm
_1236_,14.64µm
_1260_,14.64µm
_1174_,14.61µm
_0413_,14.6µm
_0450_,14.6µm
_1145_,14.6µm
net14,14.58µm
_1101_,14.56µm
_0920_,14.54µm
_0782_,14.52µm
_0512_,14.48µm
_0116_,14.46µm
_0738_,14.44µm
_0317_,14.425µm
_0277_,14.42µm
_0664_,14.42µm
_0376_,14.4µm
_1124_,14.38µm
X_crt\[7\],14.34µm
_0690_,14.32µm
_0946_,14.28µm
_0638_,14.26µm
_0949_,14.26µm
_1310_,14.26µm
_1334_,14.26µm
_0871_,14.24µm
_0731_,14.22µm
_0921_,14.22µm
_1175_,14.22µm
net42,14.22µm
_1311_,14.2µm
net174,14.18µm
_1553_,14.16µm
_1596_,14.16µm
_0437_,14.14µm
net38,14.12µm
_0235_,14.1µm
_0808_,14.1µm
_1327_,14.09µm
_0296_,14.02µm
_0535_,14.02µm
_1131_,14.02µm
_0236_,13.98µm
_0856_,13.98µm
_0172_,13.96µm
_0438_,13.96µm
_0550_,13.96µm
_1451_,13.96µm
_1603_,13.96µm
_0572_,13.955µm
_0174_,13.92µm
_0451_,13.92µm
_1243_,13.92µm
_1468_,13.92µm
_0663_,13.88µm
_1185_,13.88µm
_0146_,13.84µm
_0937_,13.84µm
_0587_,13.8µm
_0995_,13.76µm
_1277_,13.76µm
_1312_,13.76µm
net43,13.76µm
_1276_,13.725µm
_1318_,13.72µm
_0118_,13.68µm
_1247_,13.68µm
_1349_,13.68µm
_1290_,13.64µm
_1302_,13.64µm
_0147_,13.62µm
_0159_,13.6µm
_1531_,13.6µm
_0166_,13.56µm
_0200_,13.54µm
_0183_,13.5µm
_0539_,13.5µm
_1346_,13.5µm
_1478_,13.5µm
_1457_,13.48µm
_1488_,13.46µm
_0627_,13.445µm
_1106_,13.42µm
_1098_,13.4µm
_0425_,13.38µm
_0788_,13.38µm
_1264_,13.38µm
_1402_,13.38µm
net103,13.38µm
_1121_,13.34µm
_0567_,13.32µm
_0678_,13.3µm
_1419_,13.3µm
_0126_,13.26µm
_0392_,13.26µm
_0695_,13.26µm
_0749_,13.26µm
_0879_,13.26µm
_1103_,13.26µm
_1256_,13.25µm
_0160_,13.24µm
_0489_,13.22µm
_1447_,13.22µm
_1350_,13.205µm
_1566_,13.2µm
_0534_,13.18µm
_0747_,13.18µm
_0488_,13.16µm
_0702_,13.16µm
_0956_,13.16µm
X_crt\[12\],13.12µm
_0676_,13.12µm
_0952_,13.12µm
_1557_,13.12µm
_0362_,13.1µm
_1395_,13.1µm
X_crt\[13\],13.08µm
_1105_,13.08µm
_0544_,13.06µm
_1209_,13.06µm
_0215_,13.04µm
_0851_,13.04µm
_1049_,13.02µm
_0969_,13µm
_1138_,12.96µm
net40,12.96µm
_1380_,12.92µm
_1533_,12.92µm
_1284_,12.9µm
_1413_,12.9µm
_1048_,12.88µm
_1364_,12.88µm
_1278_,12.86µm
_0527_,12.84µm
_1598_,12.8µm
_1597_,12.76µm
net205,12.76µm
_0157_,12.74µm
_0810_,12.74µm
_1146_,12.74µm
_1157_,12.68µm
_1599_,12.66µm
_0617_,12.64µm
_0697_,12.64µm
_0460_,12.62µm
_1376_,12.62µm
_0633_,12.6µm
_0508_,12.58µm
_0962_,12.58µm
_1148_,12.58µm
_1294_,12.58µm
_0365_,12.52µm
_0720_,12.5µm
_1045_,12.5µm
_1569_,12.5µm
net70,12.5µm
_0565_,12.48µm
_0752_,12.48µm
_0395_,12.44µm
_0647_,12.435µm
_0526_,12.42µm
_0717_,12.42µm
_0231_,12.4µm
_0751_,12.4µm
Op_Sel[1],12.38µm
_1051_,12.38µm
_1073_,12.38µm
_0267_,12.34µm
_1361_,12.34µm
CRT_Done,12.3µm
_0164_,12.22µm
_1015_,12.2µm
_0477_,12.18µm
_0860_,12.18µm
_0868_,12.18µm
net198,12.14µm
_1581_,12.12µm
net20,12.12µm
net50,12.12µm
_0652_,12.1µm
_1092_,12.1µm
_1564_,12.1µm
_0328_,12.04µm
_1436_,12.04µm
net193,12.04µm
_0325_,12.02µm
_1498_,12.005µm
_0609_,12µm
_0140_,11.98µm
_0568_,11.96µm
_1330_,11.96µm
_0758_,11.94µm
_0680_,11.92µm
_0922_,11.92µm
net107,11.92µm
_0265_,11.88µm
_0389_,11.88µm
_0853_,11.88µm
_0864_,11.88µm
_1535_,11.86µm
_0106_,11.84µm
_0204_,11.82µm
_0935_,11.8µm
_1188_,11.8µm
_0938_,11.78µm
_1477_,11.78µm
_0630_,11.76µm
_0709_,11.76µm
_1012_,11.76µm
_1095_,11.76µm
_0288_,11.74µm
_0723_,11.74µm
_1262_,11.74µm
_0584_,11.72µm
_1216_,11.72µm
_1192_,11.7µm
_0206_,11.66µm
_0327_,11.66µm
_1532_,11.66µm
_0506_,11.62µm
_0532_,11.62µm
_0983_,11.62µm
_0109_,11.6µm
net101,11.6µm
_1412_,11.59µm
_0598_,11.58µm
_0281_,11.56µm
_0139_,11.54µm
_0472_,11.54µm
_0947_,11.54µm
_1091_,11.54µm
_1470_,11.5µm
_0893_,11.46µm
_1197_,11.46µm
_1150_,11.42µm
_1418_,11.42µm
_1574_,11.42µm
_0926_,11.4µm
_1314_,11.38µm
_1400_,11.38µm
_0177_,11.36µm
_0434_,11.36µm
_0482_,11.34µm
_0555_,11.32µm
_0496_,11.3µm
_0737_,11.28µm
_1526_,11.28µm
_1540_,11.28µm
_1579_,11.28µm
_0548_,11.26µm
_0632_,11.26µm
_1385_,11.26µm
ALU_Done_all,11.24µm
_0518_,11.24µm
_0468_,11.2µm
_1001_,11.2µm
net100,11.2µm
_0218_,11.175µm
_0635_,11.16µm
_1024_,11.16µm
_1296_,11.16µm
_0771_,11.12µm
_1355_,11.12µm
_1231_,11.1µm
net19,11.1µm
_1528_,11.08µm
_1591_,11.08µm
net84,11.06µm
_0162_,11.04µm
_0711_,11.04µm
_1087_,11.04µm
_1265_,11.04µm
_0448_,11.02µm
net270,11.02µm
_0262_,11µm
_1481_,10.98µm
_0644_,10.96µm
_1444_,10.96µm
net80,10.96µm
_1269_,10.94µm
_0295_,10.92µm
_0449_,10.92µm
net183,10.9µm
_0227_,10.88µm
_0167_,10.86µm
_1280_,10.86µm
net129,10.86µm
X_crt\[15\],10.84µm
_1283_,10.84µm
_1510_,10.82µm
net77,10.82µm
_0396_,10.78µm
_0406_,10.78µm
_1023_,10.78µm
_1227_,10.78µm
_1259_,10.78µm
net65,10.78µm
_0513_,10.74µm
_0742_,10.74µm
_1167_,10.74µm
_1463_,10.74µm
_0163_,10.7µm
_1027_,10.7µm
_0115_,10.66µm
_1052_,10.66µm
net24,10.66µm
_1299_,10.62µm
_1475_,10.62µm
_0272_,10.56µm
_0329_,10.54µm
net71,10.54µm
net196,10.54µm
_0659_,10.5µm
_0875_,10.5µm
_1308_,10.5µm
_1583_,10.5µm
_0347_,10.46µm
_0087_,10.44µm
_1109_,10.44µm
_0557_,10.42µm
_0730_,10.42µm
_1384_,10.42µm
_0331_,10.4µm
_1399_,10.4µm
net209,10.4µm
_1070_,10.38µm
net216,10.38µm
_0928_,10.36µm
_1064_,10.36µm
_1066_,10.36µm
_1130_,10.36µm
_1014_,10.32µm
net25,10.32µm
_1094_,10.3µm
_1196_,10.28µm
net83,10.28µm
_0818_,10.245µm
_0505_,10.24µm
_1028_,10.24µm
_1042_,10.24µm
_1056_,10.18µm
net182,10.18µm
_0495_,10.16µm
_0707_,10.16µm
_0816_,10.12µm
_0576_,10.08µm
_1189_,10.08µm
_1233_,10.08µm
_0863_,10.04µm
_0792_,9.98µm
_0397_,9.96µm
_0589_,9.96µm
_1319_,9.94µm
_1435_,9.94µm
_0052_,9.92µm
_0590_,9.92µm
_0602_,9.92µm
_0857_,9.92µm
_0176_,9.9µm
_1172_,9.9µm
_1232_,9.88µm
_0491_,9.86µm
_1128_,9.86µm
_1180_,9.84µm
_0919_,9.82µm
_1378_,9.82µm
_1320_,9.8µm
_0963_,9.78µm
_1201_,9.74µm
net278,9.74µm
_1344_,9.72µm
_1513_,9.72µm
_0806_,9.7µm
_0645_,9.66µm
_0699_,9.66µm
_1034_,9.66µm
_1152_,9.65µm
A_in[0],9.64µm
A_in[10],9.64µm
A_in[11],9.64µm
A_in[12],9.64µm
A_in[13],9.64µm
A_in[14],9.64µm
A_in[15],9.64µm
A_in[7],9.64µm
A_in[8],9.64µm
A_in[9],9.64µm
_0358_,9.625µm
_0476_,9.62µm
_0716_,9.62µm
_1078_,9.62µm
_0199_,9.6µm
_1563_,9.6µm
_0197_,9.58µm
_0373_,9.58µm
_1273_,9.58µm
_1198_,9.55µm
_0275_,9.54µm
_0637_,9.54µm
_0829_,9.54µm
_1464_,9.54µm
_0161_,9.52µm
net76,9.52µm
_0484_,9.5µm
_1079_,9.5µm
_1340_,9.5µm
_0412_,9.48µm
_0736_,9.48µm
_0658_,9.46µm
_1143_,9.435µm
_0953_,9.42µm
_1363_,9.4µm
_1543_,9.4µm
_0646_,9.38µm
_0843_,9.38µm
_0217_,9.36µm
_0470_,9.36µm
_0999_,9.36µm
_1403_,9.36µm
_1524_,9.36µm
_1588_,9.36µm
_1471_,9.34µm
_0653_,9.32µm
_0769_,9.32µm
_1055_,9.32µm
_0323_,9.305µm
_0400_,9.3µm
_1059_,9.3µm
A_in[5],9.29µm
_1396_,9.28µm
_0958_,9.24µm
_0984_,9.2µm
_1289_,9.2µm
_1541_,9.2µm
_1512_,9.18µm
net140,9.16µm
net177,9.16µm
_1282_,9.12µm
_1039_,9.08µm
X_crt\[1\],9.06µm
_0337_,9.05µm
_0202_,9.04µm
X_crt\[14\],9.02µm
_0546_,9.02µm
_0666_,9.02µm
_0839_,9.02µm
net201,9.02µm
_0501_,8.98µm
_0636_,8.98µm
_1116_,8.98µm
_1348_,8.94µm
net276,8.94µm
_0878_,8.9µm
_1456_,8.9µm
_1529_,8.895µm
_0445_,8.88µm
net260,8.87µm
_0700_,8.86µm
_0940_,8.86µm
net78,8.86µm
_0547_,8.84µm
_1151_,8.82µm
_1502_,8.8µm
_0641_,8.78µm
_1281_,8.78µm
_1309_,8.78µm
_0007_,8.74µm
Start,8.72µm
_1242_,8.72µm
_0463_,8.7µm
_0925_,8.7µm
_0927_,8.7µm
_1560_,8.68µm
X_crt\[11\],8.66µm
_0916_,8.66µm
_1357_,8.66µm
_0099_,8.64µm
_0010_,8.62µm
_0987_,8.62µm
A_in[3],8.61µm
A_in[4],8.61µm
_0993_,8.6µm
_0335_,8.58µm
_0259_,8.56µm
_0382_,8.56µm
_0869_,8.56µm
net178,8.56µm
_1469_,8.54µm
_0100_,8.5µm
_0241_,8.48µm
_0356_,8.48µm
_0833_,8.48µm
_1476_,8.48µm
_1046_,8.47µm
_0649_,8.46µm
_1434_,8.46µm
_0201_,8.44µm
_0682_,8.44µm
_1000_,8.44µm
_1534_,8.44µm
