net,length_um
_1119_,23.14µm
_1022_,23.08µm
_0478_,23.04µm
_0844_,23.04µm
_1600_,23.02µm
_1251_,23µm
_1359_,22.92µm
_0988_,22.88µm
_0556_,22.84µm
_0952_,22.84µm
_0814_,22.7µm
_1234_,22.68µm
_1374_,22.66µm
_0813_,22.62µm
_1589_,22.62µm
_0410_,22.6µm
_0137_,22.54µm
_1540_,22.54µm
_0280_,22.44µm
_0760_,22.36µm
_0242_,22.28µm
_1454_,22.28µm
_1584_,22.22µm
_1485_,22.16µm
_0648_,22.1µm
_0136_,22.08µm
_0995_,22.02µm
_0456_,22µm
_0531_,21.98µm
net127,21.98µm
_1483_,21.96µm
_0413_,21.92µm
_0330_,21.86µm
u_crt.r0\[1\],21.84µm
_0261_,21.78µm
_0334_,21.76µm
_1223_,21.74µm
_0919_,21.7µm
_0712_,21.66µm
_0867_,21.64µm
_0933_,21.64µm
_0117_,21.62µm
_1574_,21.62µm
_0955_,21.58µm
_0775_,21.54µm
_1272_,21.52µm
_1088_,21.46µm
_0934_,21.44µm
_0966_,21.44µm
_1419_,21.4µm
_0416_,21.38µm
_1516_,21.38µm
net45,21.38µm
_0522_,21.36µm
_0138_,21.3µm
_0446_,21.3µm
_0979_,21.3µm
_0989_,21.3µm
_0991_,21.28µm
X_crt\[10\],21.26µm
_0978_,21.26µm
_0793_,21.2µm
_0402_,21.15µm
_1559_,21.12µm
_0670_,21.04µm
_1338_,20.94µm
_0314_,20.9µm
net3,20.88µm
_0254_,20.84µm
_1424_,20.74µm
_1238_,20.72µm
_0726_,20.7µm
_1377_,20.7µm
_0371_,20.67µm
_0621_,20.62µm
_1300_,20.54µm
_0600_,20.52µm
_0764_,20.5µm
_1523_,20.5µm
_0399_,20.48µm
_0568_,20.48µm
_0131_,20.46µm
_1537_,20.4µm
_1539_,20.4µm
_1507_,20.24µm
_1394_,20.16µm
_0748_,20.14µm
_1366_,20.12µm
_1461_,20.12µm
net14,20.02µm
_1093_,20µm
_1599_,20µm
_1130_,19.98µm
_0675_,19.94µm
_0328_,19.82µm
net32,19.82µm
_0284_,19.8µm
_1593_,19.76µm
_1279_,19.72µm
_0753_,19.7µm
_0762_,19.7µm
_0796_,19.7µm
_1372_,19.68µm
_0462_,19.66µm
_1127_,19.66µm
_1030_,19.64µm
_0290_,19.52µm
_0685_,19.44µm
_1556_,19.44µm
_1211_,19.435µm
_1113_,19.41µm
_0473_,19.4µm
_1530_,19.39µm
_0817_,19.38µm
_1562_,19.3µm
_0159_,19.24µm
net26,19.14µm
_0354_,19.02µm
_1582_,19µm
_1246_,18.98µm
_1203_,18.95µm
_1381_,18.94µm
_1067_,18.92µm
_0534_,18.9µm
_0729_,18.9µm
_0828_,18.9µm
_0996_,18.88µm
_0170_,18.78µm
_0519_,18.78µm
_0741_,18.72µm
_0353_,18.7µm
_0937_,18.7µm
_0210_,18.68µm
_0768_,18.64µm
_1205_,18.64µm
_0739_,18.6µm
_1076_,18.58µm
_1455_,18.58µm
_1479_,18.58µm
_0415_,18.54µm
_1578_,18.5µm
_1204_,18.48µm
_1286_,18.46µm
_0114_,18.44µm
_1225_,18.44µm
_1579_,18.38µm
_1491_,18.37µm
_0147_,18.32µm
_0429_,18.32µm
_1306_,18.32µm
_0512_,18.28µm
_1075_,18.28µm
_0342_,18.24µm
_1326_,18.22µm
_1442_,18.2µm
_0442_,18.16µm
_1058_,18.12µm
net203,18.08µm
_0351_,18.06µm
_0723_,18.02µm
_1123_,18.02µm
net44,18.02µm
_0997_,18µm
_0594_,17.995µm
_0795_,17.98µm
_1006_,17.98µm
_0317_,17.94µm
_1124_,17.94µm
_1137_,17.94µm
_1295_,17.92µm
_0150_,17.9µm
_0898_,17.9µm
_1133_,17.84µm
_0913_,17.82µm
_1459_,17.8µm
net18,17.78µm
_0213_,17.74µm
_1603_,17.68µm
net6,17.68µm
_0981_,17.66µm
_1243_,17.62µm
_0661_,17.575µm
_1015_,17.56µm
net21,17.56µm
_0228_,17.54µm
_0305_,17.52µm
_0581_,17.52µm
_1519_,17.48µm
ALU_EN,17.44µm
_0731_,17.44µm
_0336_,17.42µm
_1016_,17.4µm
_1007_,17.38µm
_1086_,17.38µm
_0452_,17.34µm
_0725_,17.32µm
_0871_,17.22µm
_0822_,17.2µm
_1564_,17.14µm
_0428_,17.12µm
_0374_,17.06µm
_1347_,17.06µm
u_crt.r0\[0\],17.06µm
_0480_,17.02µm
_1256_,17.02µm
_1591_,17.02µm
_1304_,17µm
_0118_,16.98µm
_0740_,16.98µm
_0887_,16.94µm
_0174_,16.9µm
_0727_,16.86µm
_0109_,16.8µm
_0721_,16.76µm
_1042_,16.76µm
_1065_,16.76µm
_1552_,16.76µm
_1287_,16.74µm
_1290_,16.74µm
_1369_,16.7µm
_1462_,16.7µm
_0127_,16.66µm
_0516_,16.6µm
_1138_,16.6µm
_1177_,16.6µm
_1573_,16.6µm
_0495_,16.58µm
_0837_,16.58µm
_0132_,16.56µm
net22,16.54µm
net30,16.48µm
_1390_,16.44µm
X_crt\[6\],16.38µm
_1215_,16.36µm
_1398_,16.34µm
_1450_,16.34µm
_0831_,16.32µm
_1051_,16.32µm
_1293_,16.28µm
_0391_,16.26µm
_1392_,16.26µm
_0514_,16.24µm
_0669_,16.24µm
_0683_,16.22µm
_1150_,16.22µm
_0676_,16.18µm
Op_Sel[0],16.14µm
_1106_,16.14µm
_0405_,16.1µm
net189,16.1µm
_0535_,16.08µm
_1116_,16.04µm
_0715_,16.02µm
_1466_,16.02µm
_1590_,16µm
_0385_,15.98µm
_0629_,15.96µm
_0801_,15.96µm
_0585_,15.94µm
_0270_,15.92µm
net49,15.88µm
_0141_,15.87µm
_0158_,15.86µm
_0166_,15.86µm
_0713_,15.82µm
_0643_,15.8µm
_0151_,15.78µm
_0961_,15.76µm
_1402_,15.74µm
_1012_,15.7µm
_1471_,15.66µm
_0211_,15.64µm
_1214_,15.6µm
_1222_,15.58µm
_0619_,15.565µm
_0705_,15.56µm
_0986_,15.56µm
_1259_,15.56µm
_0770_,15.52µm
net16,15.52µm
_0684_,15.48µm
_1270_,15.48µm
_1414_,15.45µm
_1202_,15.42µm
_0596_,15.39µm
_1072_,15.38µm
_1082_,15.34µm
_0301_,15.3µm
_0687_,15.3µm
_0690_,15.24µm
_1470_,15.24µm
_0389_,15.22µm
_0686_,15.22µm
_0638_,15.18µm
_0656_,15.14µm
X_crt\[8\],15.1µm
_1026_,15.1µm
_1153_,15.08µm
_0431_,15.06µm
_0932_,14.99µm
_1299_,14.98µm
_0419_,14.96µm
_0432_,14.96µm
_0327_,14.95µm
_0559_,14.94µm
_1335_,14.94µm
_1364_,14.94µm
_0277_,14.88µm
_0494_,14.88µm
_0194_,14.86µm
_0742_,14.86µm
net41,14.8µm
_0674_,14.76µm
_1297_,14.74µm
_0719_,14.68µm
_0293_,14.66µm
_1580_,14.52µm
_0539_,14.515µm
_1025_,14.48µm
_0550_,14.42µm
_0920_,14.42µm
_1571_,14.42µm
_0879_,14.4µm
_0527_,14.39µm
_0765_,14.38µm
_1121_,14.38µm
_0565_,14.36µm
X_crt\[7\],14.34µm
_1101_,14.34µm
_0572_,14.295µm
_0450_,14.26µm
_1334_,14.26µm
_0200_,14.22µm
_0678_,14.22µm
X_crt\[1\],14.2µm
_1349_,14.14µm
_1319_,14.12µm
_0235_,14.1µm
_0747_,14.1µm
_0893_,14.1µm
_1029_,14.06µm
_0373_,14.04µm
_0296_,14.02µm
X_crt\[3\],14µm
_0116_,14µm
_0236_,13.98µm
_1038_,13.98µm
_0172_,13.96µm
_0664_,13.96µm
_0750_,13.96µm
_1451_,13.96µm
_1478_,13.96µm
_1172_,13.95µm
_0160_,13.94µm
_0164_,13.94µm
net79,13.94µm
_1488_,13.92µm
_0627_,13.905µm
_0756_,13.88µm
net42,13.88µm
_1098_,13.86µm
_0530_,13.84µm
_1220_,13.84µm
_1276_,13.805µm
_0412_,13.72µm
_1247_,13.68µm
_1594_,13.68µm
_0935_,13.66µm
_0115_,13.64µm
_0544_,13.64µm
_1302_,13.64µm
_1602_,13.64µm
net43,13.64µm
_0590_,13.6µm
_0395_,13.58µm
_1152_,13.58µm
_1395_,13.56µm
_0489_,13.46µm
_1575_,13.46µm
_0332_,13.44µm
_0460_,13.42µm
_1311_,13.4µm
_0425_,13.38µm
_0749_,13.36µm
_0437_,13.34µm
_1024_,13.34µm
_1085_,13.3µm
_0695_,13.26µm
_1103_,13.26µm
_1312_,13.24µm
_1510_,13.22µm
_1350_,13.205µm
_0810_,13.2µm
_0167_,13.16µm
_0541_,13.16µm
_0392_,13.14µm
_1327_,13.12µm
_0862_,13.1µm
_0140_,13.095µm
X_crt\[13\],13.08µm
_1105_,13.08µm
_0786_,13.075µm
_1380_,13.04µm
_1174_,13.03µm
net77,13.02µm
_0120_,13µm
_0708_,13µm
_0362_,12.98µm
_0992_,12.98µm
_0507_,12.94µm
_0823_,12.92µm
_0717_,12.88µm
_1260_,12.84µm
net40,12.84µm
net100,12.84µm
_1175_,12.8µm
_1146_,12.78µm
X_crt\[14\],12.76µm
_1079_,12.74µm
net38,12.74µm
_0738_,12.725µm
_0215_,12.7µm
net46,12.7µm
_0940_,12.66µm
_1041_,12.66µm
_0617_,12.64µm
_0697_,12.64µm
_0860_,12.64µm
_0969_,12.64µm
_1273_,12.64µm
_0267_,12.6µm
_0465_,12.6µm
_0633_,12.6µm
_0797_,12.6µm
_0206_,12.58µm
_0948_,12.58µm
_1001_,12.58µm
_1167_,12.58µm
_1346_,12.58µm
net123,12.58µm
_0714_,12.56µm
_1008_,12.56µm
_0513_,12.54µm
_1128_,12.54µm
_0365_,12.52µm
_1027_,12.52µm
_0255_,12.5µm
_0963_,12.5µm
_0644_,12.46µm
_1296_,12.46µm
_1092_,12.44µm
_1278_,12.42µm
_0231_,12.4µm
Op_Sel[1],12.38µm
_0482_,12.36µm
_0448_,12.34µm
_1333_,12.34µm
_0195_,12.32µm
CRT_Done,12.3µm
_0701_,12.3µm
_0696_,12.265µm
_0406_,12.26µm
_0736_,12.24µm
_1055_,12.24µm
net190,12.24µm
_1437_,12.2µm
_0591_,12.18µm
_1376_,12.16µm
net20,12.12µm
net50,12.12µm
_0202_,12.1µm
_1018_,12.08µm
_0426_,12.04µm
_0598_,12.04µm
_0788_,12µm
_1403_,12µm
_0376_,11.98µm
_1191_,11.98µm
_1040_,11.96µm
_1330_,11.96µm
_0680_,11.92µm
_0922_,11.92µm
_1073_,11.92µm
_0265_,11.88µm
_0662_,11.88µm
_1284_,11.88µm
_1310_,11.88µm
_0204_,11.87µm
_0388_,11.8µm
_0517_,11.8µm
_1197_,11.8µm
_0557_,11.78µm
_0702_,11.78µm
_0962_,11.78µm
_0709_,11.76µm
_1095_,11.76µm
_0288_,11.74µm
_1526_,11.74µm
_1566_,11.74µm
_0584_,11.72µm
_0868_,11.72µm
_1490_,11.72µm
_1436_,11.68µm
_0008_,11.66µm
_0498_,11.66µm
_1532_,11.66µm
_1039_,11.64µm
_1078_,11.64µm
_0218_,11.635µm
_0916_,11.58µm
_0281_,11.56µm
_1505_,11.56µm
_0139_,11.54µm
_1049_,11.54µm
_1091_,11.54µm
_1185_,11.51µm
_1314_,11.51µm
_1301_,11.5µm
_1469_,11.5µm
net5,11.5µm
_1189_,11.46µm
X_crt\[15\],11.42µm
_0536_,11.4µm
_0123_,11.39µm
_1087_,11.38µm
_1598_,11.38µm
_1412_,11.375µm
_0177_,11.36µm
_0434_,11.36µm
_1232_,11.36µm
_0227_,11.34µm
_1013_,11.34µm
_1477_,11.32µm
_0488_,11.3µm
_1517_,11.3µm
X_crt\[12\],11.28µm
_0806_,11.28µm
_1064_,11.28µm
_0632_,11.26µm
_0751_,11.24µm
_1045_,11.2µm
_1399_,11.2µm
_1475_,11.2µm
_1308_,11.18µm
_0249_,11.12µm
net7,11.1µm
net19,11.1µm
_1143_,11.06µm
_1209_,11.06µm
_1553_,11.06µm
_0711_,11.04µm
_0928_,11.04µm
_1054_,11.04µm
_1131_,11.04µm
_0262_,11µm
_0126_,10.96µm
_0875_,10.96µm
_1413_,10.96µm
_0295_,10.92µm
_0347_,10.92µm
_1400_,10.92µm
_0555_,10.91µm
_1596_,10.86µm
_1283_,10.84µm
_1361_,10.84µm
_0526_,10.82µm
_1066_,10.82µm
_1262_,10.82µm
_1418_,10.81µm
_1258_,10.805µm
_0771_,10.8µm
_0829_,10.8µm
_1188_,10.78µm
_1227_,10.78µm
_1236_,10.78µm
_0329_,10.76µm
_0496_,10.76µm
net92,10.76µm
_0508_,10.72µm
_0635_,10.7µm
_0737_,10.7µm
_0917_,10.7µm
_0486_,10.66µm
_0700_,10.66µm
_0484_,10.64µm
_0472_,10.62µm
_1533_,10.62µm
_1535_,10.62µm
_0587_,10.58µm
_0716_,10.54µm
_1280_,10.52µm
_1294_,10.52µm
_0540_,10.5µm
_0659_,10.5µm
_0853_,10.5µm
_0864_,10.5µm
net67,10.48µm
_0782_,10.46µm
_1196_,10.45µm
_0087_,10.44µm
_0792_,10.44µm
_0646_,10.42µm
_0730_,10.42µm
_1435_,10.4µm
_1489_,10.4µm
_0936_,10.36µm
_1504_,10.36µm
_0449_,10.32µm
_0941_,10.32µm
_1014_,10.32µm
net25,10.32µm
net187,10.32µm
_0856_,10.3µm
_1094_,10.3µm
_0468_,10.28µm
_0163_,10.24µm
net124,10.24µm
ALU_Done_all,10.22µm
_1561_,10.2µm
net24,10.2µm
_0475_,10.195µm
_1056_,10.18µm
_0331_,10.16µm
_1264_,10.16µm
net202,10.16µm
_1541_,10.12µm
_0576_,10.08µm
_0642_,10.08µm
_0956_,10.08µm
net91,10.08µm
_0500_,10.04µm
_1447_,10.04µm
_1503_,10.015µm
net86,10µm
_0183_,9.98µm
net48,9.98µm
_0245_,9.96µm
_0397_,9.96µm
_1567_,9.96µm
_0212_,9.94µm
_0052_,9.92µm
_0602_,9.92µm
_0857_,9.92µm
_1109_,9.88µm
_0491_,9.86µm
_0630_,9.82µm
_1378_,9.82µm
_1583_,9.82µm
_1031_,9.76µm
_1201_,9.74µm
_1549_,9.735µm
_1557_,9.72µm
_0752_,9.7µm
_1318_,9.7µm
_1511_,9.7µm
_0645_,9.66µm
A_in[0],9.64µm
A_in[10],9.64µm
A_in[11],9.64µm
A_in[12],9.64µm
A_in[13],9.64µm
A_in[14],9.64µm
A_in[15],9.64µm
A_in[7],9.64µm
A_in[8],9.64µm
A_in[9],9.64µm
_0400_,9.64µm
_0358_,9.62µm
_0758_,9.62µm
_0943_,9.62µm
_0926_,9.58µm
_1357_,9.58µm
_1198_,9.55µm
_0275_,9.54µm
_0703_,9.54µm
_0161_,9.52µm
net201,9.52µm
_0323_,9.515µm
_0315_,9.5µm
_1269_,9.5µm
_1340_,9.5µm
_1443_,9.5µm
_0197_,9.48µm
_0546_,9.48µm
_1060_,9.48µm
_0652_,9.46µm
_1267_,9.45µm
_1192_,9.44µm
net112,9.42µm
_0942_,9.4µm
net56,9.4µm
_0325_,9.38µm
_1513_,9.38µm
_0217_,9.36µm
_0470_,9.36µm
_0851_,9.36µm
_0878_,9.36µm
_1581_,9.36µm
_0653_,9.32µm
_0769_,9.32µm
_1277_,9.32µm
_1512_,9.295µm
A_in[5],9.29µm
_1396_,9.28µm
net80,9.28µm
_1028_,9.26µm
_0915_,9.24µm
_0699_,9.2µm
_0438_,9.16µm
_0927_,9.16µm
_1384_,9.16µm
_1344_,9.14µm
_0784_,9.12µm
_0931_,9.12µm
_1034_,9.12µm
_1068_,9.12µm
_1282_,9.12µm
_1268_,9.1µm
_1587_,9.1µm
net84,9.06µm
_0506_,9.02µm
_0532_,9.02µm
net212,9.02µm
_0698_,8.98µm
_0728_,8.98µm
_0983_,8.98µm
_1145_,8.98µm
_1298_,8.96µm
_1363_,8.94µm
_0649_,8.92µm
_1411_,8.92µm
_0256_,8.9µm
_1148_,8.9µm
_0616_,8.86µm
_1142_,8.86µm
_1355_,8.86µm
_1468_,8.86µm
_0477_,8.84µm
_0691_,8.8µm
_1434_,8.8µm
_0641_,8.78µm
_0707_,8.78µm
_1070_,8.78µm
_1281_,8.78µm
_1309_,8.78µm
_1542_,8.78µm
net87,8.78µm
_0921_,8.77µm
_0984_,8.74µm
Start,8.72µm
_0225_,8.72µm
net199,8.72µm
_1421_,8.7µm
net111,8.7µm
_1524_,8.66µm
_0099_,8.64µm
_0663_,8.62µm
A_in[3],8.61µm
A_in[4],8.61µm
_0520_,8.61µm
_1543_,8.6µm
net64,8.6µm
_0818_,8.595µm
_0146_,8.56µm
_0259_,8.56µm
_0666_,8.56µm
_0839_,8.56µm
_1248_,8.56µm
_0636_,8.52µm
_0100_,8.5µm
_0157_,8.5µm
_0361_,8.5µm
_0241_,8.48µm
_0356_,8.48µm
_1147_,8.48µm
_1154_,8.48µm
_1348_,8.48µm
_0497_,8.46µm
_1560_,8.46µm
_1000_,8.44µm
_1180_,8.44µm
_1528_,8.44µm
_1534_,8.44µm
_1019_,8.4µm
_1289_,8.4µm
_1529_,8.37µm
_0271_,8.36µm
_0976_,8.36µm
_1052_,8.36µm
_0294_,8.34µm
_1099_,8.34µm
_1193_,8.34µm
_1339_,8.32µm
_1032_,8.3µm
_0272_,8.28µm
_0264_,8.26µm
_1351_,8.26µm
_0930_,8.24µm
_1409_,8.24µm
_1554_,8.24µm
_1551_,8.22µm
_0625_,8.155µm
_0191_,8.12µm
_0302_,8.12µm
_0382_,8.1µm
_1187_,8.08µm
_0007_,8.06µm
_0929_,8.06µm
_1181_,8.06µm
net107,8.06µm
Done,8.04µm
X_out[11],8.04µm
X_out[12],8.04µm
X_out[13],8.04µm
X_out[14],8.04µm
X_out[15],8.04µm
net66,8.04µm
Encode_Done_A,8.02µm
_0023_,8.02µm
_0925_,8.02µm
