net,length_um
_0280_,22.44µm
_1516_,22.4µm
_0317_,22.39µm
_0768_,22.38µm
_1076_,22.38µm
_1163_,22.34µm
net194,22.34µm
_0689_,22.3µm
_0522_,22.28µm
_1211_,22.28µm
_1454_,22.28µm
_0125_,22.2µm
_0123_,22.19µm
_1461_,22.18µm
_1485_,22.16µm
_0793_,22.14µm
_0712_,22.12µm
_1021_,22.08µm
_1306_,22.08µm
_1571_,22.08µm
u_crt.r0\[1\],22.08µm
_1593_,22.06µm
_0989_,22.04µm
_0456_,22µm
_0452_,21.94µm
_0413_,21.92µm
_0814_,21.9µm
_1275_,21.86µm
net237,21.82µm
_0504_,21.8µm
_0261_,21.78µm
_0415_,21.76µm
_0979_,21.76µm
_0762_,21.68µm
_0583_,21.66µm
_1483_,21.62µm
_0368_,21.58µm
_0416_,21.5µm
_1367_,21.46µm
net45,21.38µm
_1455_,21.34µm
_0933_,21.3µm
_1238_,21.3µm
_0822_,21.22µm
_0578_,21.2µm
_1171_,21.2µm
_0402_,21.18µm
_1093_,21.12µm
_0334_,21.08µm
_0568_,21.08µm
_0621_,21.08µm
_0405_,21.07µm
_1364_,21.04µm
_0330_,21µm
_0955_,21µm
_1088_,21µm
_0934_,20.96µm
_1016_,20.96µm
_1338_,20.94µm
_0592_,20.93µm
_0254_,20.84µm
_0764_,20.84µm
X_crt\[10\],20.8µm
_1506_,20.78µm
_0480_,20.755µm
_1582_,20.74µm
_0729_,20.7µm
_0794_,20.7µm
_1377_,20.7µm
_0371_,20.67µm
_1083_,20.64µm
_0700_,20.62µm
_1113_,20.62µm
_1272_,20.62µm
_0748_,20.6µm
_0600_,20.52µm
_1523_,20.5µm
_0846_,20.485µm
_1330_,20.48µm
_0966_,20.42µm
_1537_,20.4µm
_1539_,20.4µm
_1222_,20.39µm
_0763_,20.34µm
_1130_,20.32µm
_0913_,20.3µm
_0527_,20.28µm
_0120_,20.24µm
_1507_,20.24µm
_0353_,20.22µm
_0476_,20.18µm
_0775_,20.16µm
_1394_,20.16µm
_0127_,20.08µm
_0410_,20.08µm
_1326_,20.04µm
_0887_,20µm
_0581_,19.96µm
_0760_,19.96µm
_0675_,19.94µm
_0514_,19.92µm
_1161_,19.9µm
net32,19.82µm
_0284_,19.8µm
_0290_,19.74µm
_0391_,19.7µm
_0608_,19.7µm
_0661_,19.645µm
_0516_,19.64µm
X_crt\[3\],19.56µm
net14,19.56µm
_0567_,19.5µm
net232,19.46µm
_1256_,19.4µm
_1530_,19.38µm
CU_state_dbg\[0\],19.34µm
_1578_,19.3µm
_0114_,19.28µm
_0753_,19.24µm
_0669_,19.22µm
_1086_,19.22µm
_0462_,19.2µm
_1018_,19.2µm
_0817_,19.14µm
net26,19.14µm
_0137_,19.08µm
_1559_,19.08µm
_1600_,19.03µm
_0685_,18.98µm
_1246_,18.98µm
_1572_,18.98µm
_1075_,18.96µm
_1203_,18.95µm
_0473_,18.94µm
_1381_,18.94µm
_1067_,18.92µm
_0170_,18.9µm
_0828_,18.9µm
_0996_,18.88µm
_0726_,18.86µm
_0593_,18.78µm
net227,18.78µm
_1420_,18.76µm
_0513_,18.72µm
_0328_,18.7µm
_0796_,18.7µm
_1015_,18.7µm
_1424_,18.68µm
net3,18.6µm
_0569_,18.48µm
_0739_,18.48µm
_0336_,18.44µm
_1054_,18.4µm
_1599_,18.4µm
_1124_,18.38µm
_0211_,18.36µm
_1204_,18.36µm
_0981_,18.34µm
net2,18.34µm
_0508_,18.28µm
_0210_,18.22µm
_0750_,18.2µm
_1366_,18.14µm
_1552_,18.14µm
_1590_,18.14µm
_0351_,18.06µm
_0837_,18.06µm
_1040_,18.04µm
_1447_,18µm
_1006_,17.98µm
_1137_,17.94µm
_0898_,17.9µm
_0429_,17.86µm
_1462_,17.85µm
_1133_,17.84µm
_0741_,17.8µm
_1030_,17.8µm
net18,17.78µm
_0540_,17.74µm
_1215_,17.74µm
_1013_,17.72µm
_1205_,17.72µm
_0559_,17.7µm
_1398_,17.7µm
_0385_,17.68µm
_0670_,17.6µm
_1372_,17.6µm
_1123_,17.56µm
_1279_,17.56µm
net21,17.56µm
net44,17.56µm
_0228_,17.54µm
_1119_,17.54µm
_0305_,17.52µm
_1177_,17.52µm
_1007_,17.5µm
_0698_,17.48µm
_1519_,17.48µm
_0725_,17.44µm
_0519_,17.4µm
_1459_,17.36µm
_0884_,17.34µm
_0997_,17.32µm
_1286_,17.24µm
_0871_,17.22µm
_0727_,17.2µm
_1602_,17.2µm
net244,17.2µm
_0921_,17.155µm
_0428_,17.12µm
_0936_,17.08µm
_1223_,17.08µm
_0978_,17.06µm
_1347_,17.06µm
_1359_,17.06µm
_1392_,17.06µm
net6,17µm
_0715_,16.94µm
_1026_,16.94µm
_1504_,16.9µm
_1425_,16.86µm
_0124_,16.82µm
_1450_,16.8µm
_1065_,16.76µm
_1603_,16.76µm
_1293_,16.74µm
_1575_,16.68µm
_1510_,16.66µm
_0147_,16.62µm
_1058_,16.62µm
_0213_,16.6µm
_0374_,16.6µm
_1489_,16.6µm
u_crt.r0\[0\],16.6µm
_1471_,16.58µm
_0512_,16.56µm
net22,16.54µm
_0986_,16.48µm
_1008_,16.48µm
net30,16.48µm
_0943_,16.46µm
net181,16.46µm
ALU_EN,16.42µm
_0629_,16.42µm
_0801_,16.42µm
_0496_,16.41µm
_1290_,16.4µm
X_crt\[6\],16.38µm
_0541_,16.38µm
_0831_,16.32µm
_1025_,16.32µm
_0721_,16.3µm
_1414_,16.29µm
_0585_,16.28µm
_0648_,16.28µm
_1556_,16.26µm
_1436_,16.24µm
_1490_,16.24µm
_1295_,16.22µm
_0132_,16.195µm
_0676_,16.18µm
_1573_,16.18µm
Op_Sel[0],16.14µm
_0327_,16.14µm
_0638_,16.1µm
_1225_,16.04µm
_1598_,16.04µm
X_crt\[8\],16.02µm
_0502_,16.02µm
_0795_,16.02µm
_1390_,15.98µm
_0342_,15.94µm
_0354_,15.94µm
_1051_,15.94µm
_1587_,15.88µm
net49,15.88µm
_1579_,15.84µm
CRT_Done,15.82µm
_0713_,15.82µm
_0920_,15.8µm
net202,15.8µm
_0151_,15.78µm
_1280_,15.78µm
_0498_,15.68µm
_0919_,15.68µm
_1220_,15.68µm
_1127_,15.62µm
_0756_,15.6µm
_0786_,15.575µm
_0619_,15.565µm
_0596_,15.56µm
_1259_,15.56µm
_1121_,15.52µm
_0862_,15.48µm
_1270_,15.48µm
_0141_,15.46µm
_0270_,15.46µm
_0770_,15.45µm
_0432_,15.42µm
_1103_,15.42µm
_1202_,15.42µm
net46,15.42µm
_0431_,15.4µm
_1072_,15.38µm
_1479_,15.36µm
_1369_,15.34µm
_0194_,15.32µm
_0570_,15.32µm
_0301_,15.3µm
_0536_,15.3µm
_0687_,15.3µm
_1334_,15.3µm
X_crt\[13\],15.26µm
net41,15.26µm
_1470_,15.24µm
_0686_,15.22µm
net206,15.22µm
_1310_,15.16µm
_0656_,15.14µm
_1491_,15.06µm
_1214_,15.02µm
net132,14.98µm
_0437_,14.96µm
_1370_,14.92µm
_0643_,14.88µm
_1049_,14.86µm
_1488_,14.82µm
net42,14.8µm
_0674_,14.76µm
_1153_,14.74µm
_0158_,14.72µm
_0708_,14.72µm
net16,14.72µm
_0376_,14.7µm
_0719_,14.68µm
net43,14.68µm
_0293_,14.66µm
_1260_,14.64µm
_1531_,14.64µm
_0442_,14.6µm
_1498_,14.595µm
_1319_,14.58µm
_1419_,14.58µm
_1038_,14.56µm
_1073_,14.56µm
_1318_,14.52µm
_1596_,14.5µm
_0332_,14.46µm
_0277_,14.42µm
_0664_,14.42µm
_1402_,14.4µm
_1308_,14.36µm
X_crt\[7\],14.34µm
_0426_,14.34µm
_0690_,14.32µm
_0823_,14.32µm
_0438_,14.3µm
_0572_,14.295µm
_0450_,14.26µm
_0465_,14.2µm
_0495_,14.18µm
net209,14.18µm
_1564_,14.16µm
_1349_,14.14µm
_0296_,14.135µm
_0235_,14.1µm
_0747_,14.1µm
_1085_,14.1µm
_1297_,14.1µm
_0565_,14.08µm
_1335_,14.04µm
_0969_,14.02µm
_0236_,13.98µm
_0829_,13.98µm
_0856_,13.98µm
_0172_,13.96µm
_0550_,13.96µm
_0938_,13.96µm
_1001_,13.96µm
_1045_,13.96µm
_1451_,13.96µm
_1478_,13.96µm
_1549_,13.95µm
_0879_,13.94µm
net75,13.94µm
_1150_,13.92µm
_1243_,13.92µm
_0635_,13.9µm
_0935_,13.9µm
_0663_,13.88µm
_1138_,13.88µm
_1185_,13.88µm
_0649_,13.86µm
_1098_,13.86µm
_0530_,13.84µm
_0174_,13.8µm
_0587_,13.8µm
_1106_,13.78µm
_0893_,13.76µm
_0160_,13.72µm
_0731_,13.68µm
_1247_,13.68µm
_0362_,13.66µm
_0598_,13.62µm
_0164_,13.6µm
_1413_,13.58µm
_0535_,13.56µm
_0617_,13.56µm
_0863_,13.56µm
_1395_,13.56µm
_0116_,13.54µm
_0200_,13.54µm
_0539_,13.5µm
_0683_,13.5µm
_0963_,13.5µm
_1380_,13.5µm
_1517_,13.48µm
_1276_,13.465µm
_0489_,13.46µm
_0709_,13.46µm
_1152_,13.46µm
_0627_,13.445µm
_0590_,13.42µm
_0926_,13.42µm
_1562_,13.42µm
_1591_,13.4µm
_0425_,13.38µm
_0788_,13.38µm
_1333_,13.38µm
_0150_,13.32µm
_0696_,13.305µm
_0678_,13.3µm
_0782_,13.3µm
_0159_,13.26µm
_0695_,13.26µm
_0875_,13.26µm
_0765_,13.22µm
_0477_,13.2µm
net235,13.2µm
_0534_,13.18µm
_0703_,13.18µm
_1594_,13.16µm
_0928_,13.12µm
_0684_,13.1µm
_0494_,13.08µm
_1311_,13.06µm
_0392_,12.97µm
_0818_,12.965µm
_0460_,12.96µm
_1289_,12.96µm
_0644_,12.92µm
_1264_,12.92µm
_1533_,12.92µm
_0167_,12.9µm
_1566_,12.895µm
_1131_,12.86µm
_0008_,12.8µm
_1009_,12.8µm
_1296_,12.8µm
_1146_,12.78µm
_0992_,12.755µm
_1350_,12.745µm
_0810_,12.74µm
_1469_,12.74µm
net38,12.74µm
_0740_,12.72µm
_1209_,12.72µm
_0373_,12.68µm
_1029_,12.68µm
_0204_,12.67µm
_1041_,12.66µm
_0652_,12.64µm
_0697_,12.64µm
_1273_,12.64µm
_0738_,12.6µm
_1563_,12.6µm
_0215_,12.58µm
_1167_,12.58µm
_1346_,12.58µm
net120,12.58µm
_1092_,12.56µm
_1278_,12.56µm
_1385_,12.56µm
_0705_,12.55µm
_0616_,12.54µm
_1172_,12.54µm
_0365_,12.52µm
_0868_,12.52µm
_0255_,12.5µm
_1082_,12.5µm
net40,12.5µm
_1580_,12.46µm
_0395_,12.44µm
_1174_,12.425µm
_0288_,12.42µm
_0717_,12.42µm
_0231_,12.4µm
Op_Sel[1],12.38µm
_0267_,12.34µm
_0853_,12.34µm
_0118_,12.3µm
_1024_,12.3µm
net204,12.3µm
_0736_,12.24µm
_1105_,12.24µm
_0439_,12.22µm
_0166_,12.18µm
_0860_,12.18µm
_1376_,12.16µm
_0633_,12.14µm
_1012_,12.14µm
net20,12.12µm
net50,12.12µm
_0714_,12.1µm
_0749_,12.1µm
_0115_,12.04µm
_0961_,12µm
_1128_,11.96µm
_0680_,11.92µm
_1287_,11.92µm
_0265_,11.88µm
_0389_,11.88µm
_0555_,11.88µm
_0544_,11.8µm
net195,11.8µm
_0183_,11.78µm
_0557_,11.78µm
_0962_,11.78µm
_1477_,11.78µm
_0945_,11.76µm
_0632_,11.75µm
X_crt\[12\],11.74µm
X_crt\[14\],11.74µm
_1262_,11.74µm
_1304_,11.74µm
_1526_,11.74µm
_0584_,11.72µm
_1101_,11.72µm
_0154_,11.7µm
net241,11.7µm
_1503_,11.675µm
_0206_,11.66µm
_1532_,11.66µm
_1561_,11.66µm
_1191_,11.64µm
_0218_,11.635µm
_0723_,11.62µm
_0140_,11.56µm
_0281_,11.56µm
net199,11.54µm
_1553_,11.52µm
_0249_,11.5µm
_0953_,11.5µm
_1227_,11.48µm
_1197_,11.46µm
net78,11.46µm
_1091_,11.42µm
_1216_,11.38µm
_1400_,11.38µm
_0177_,11.36µm
_0434_,11.36µm
_0720_,11.36µm
_1175_,11.34µm
_0163_,11.33µm
_0839_,11.32µm
_1078_,11.32µm
_0636_,11.28µm
_1064_,11.28µm
_1232_,11.26µm
net71,11.26µm
_0518_,11.24µm
_1046_,11.24µm
_1314_,11.21µm
_0468_,11.2µm
_0742_,11.2µm
_1327_,11.18µm
_1027_,11.16µm
_1298_,11.14µm
net201,11.14µm
_1412_,11.13µm
_0517_,11.12µm
_1466_,11.12µm
net19,11.1µm
_0472_,11.08µm
_1475_,11.08µm
_0162_,11.04µm
_0526_,11.04µm
net5,11.04µm
_0262_,11µm
net98,11µm
_0659_,10.96µm
_0745_,10.96µm
_1148_,10.96µm
_1299_,10.96µm
net70,10.94µm
_0295_,10.92µm
_0347_,10.92µm
_0449_,10.92µm
_0730_,10.88µm
_0052_,10.86µm
X_crt\[15\],10.84µm
_0737_,10.82µm
_1066_,10.82µm
_0396_,10.78µm
_1236_,10.78µm
net88,10.76µm
_1042_,10.74µm
_1399_,10.74µm
_0197_,10.72µm
_0946_,10.72µm
_1095_,10.7µm
ALU_Done_all,10.68µm
net7,10.64µm
_1535_,10.62µm
_1268_,10.6µm
_1087_,10.58µm
_0227_,10.54µm
_0482_,10.54µm
_0752_,10.5µm
_0947_,10.46µm
_0087_,10.44µm
_0792_,10.44µm
_0329_,10.42µm
_0956_,10.4µm
_0602_,10.38µm
_0406_,10.32µm
_0948_,10.32µm
_1014_,10.32µm
net25,10.32µm
_0925_,10.3µm
_1094_,10.3µm
net57,10.3µm
_0791_,10.28µm
_1443_,10.26µm
_1560_,10.26µm
_0711_,10.24µm
net121,10.24µm
_0486_,10.2µm
_1108_,10.2µm
net24,10.2µm
_1056_,10.18µm
_0331_,10.16µm
_1060_,10.16µm
net173,10.16µm
_0816_,10.12µm
_0758_,10.1µm
_0576_,10.08µm
_0642_,10.08µm
_0716_,10.08µm
_1189_,10.08µm
net101,10.04µm
_0548_,10µm
net48,9.98µm
net205,9.98µm
_0647_,9.97µm
_0397_,9.96µm
_1567_,9.96µm
_0412_,9.94µm
_1283_,9.94µm
_1435_,9.94µm
_0126_,9.92µm
_0784_,9.92µm
_0857_,9.92µm
_0419_,9.9µm
_0918_,9.88µm
_0134_,9.86µm
_0491_,9.86µm
_1294_,9.84µm
_0470_,9.82µm
net103,9.82µm
_1464_,9.8µm
_0110_,9.78µm
_0591_,9.74µm
_0922_,9.74µm
_1557_,9.72µm
_0701_,9.7µm
_0806_,9.7µm
_1143_,9.68µm
_1541_,9.66µm
_0358_,9.65µm
A_in[0],9.64µm
A_in[10],9.64µm
A_in[11],9.64µm
A_in[12],9.64µm
A_in[13],9.64µm
A_in[14],9.64µm
A_in[15],9.64µm
A_in[7],9.64µm
A_in[8],9.64µm
A_in[9],9.64µm
_0245_,9.62µm
_0463_,9.62µm
_0797_,9.62µm
_1052_,9.62µm
_0505_,9.58µm
_0631_,9.56µm
net185,9.56µm
_1198_,9.55µm
_0275_,9.54µm
_1116_,9.54µm
_0157_,9.52µm
_0161_,9.52µm
_0315_,9.5µm
_0484_,9.5µm
_0650_,9.5µm
_1099_,9.5µm
_1269_,9.5µm
_1340_,9.5µm
net208,9.48µm
_1080_,9.46µm
_1302_,9.42µm
_1384_,9.42µm
_1188_,9.4µm
_1201_,9.4µm
_1543_,9.4µm
net128,9.4µm
_0646_,9.38µm
_1312_,9.38µm
_1513_,9.38µm
_1258_,9.37µm
_0217_,9.36µm
_0851_,9.36µm
_0864_,9.36µm
_1378_,9.36µm
_1403_,9.36µm
_1581_,9.36µm
_0645_,9.32µm
_0769_,9.32µm
_1055_,9.32µm
_1277_,9.32µm
_0323_,9.305µm
_1512_,9.295µm
_0751_,9.28µm
_1396_,9.28µm
_1309_,9.24µm
_1361_,9.24µm
net238,9.24µm
_0984_,9.2µm
_0417_,9.18µm
_0547_,9.18µm
_1344_,9.14µm
_1068_,9.12µm
_1342_,9.12µm
net81,9.12µm
_0109_,9.1µm
_0401_,9.1µm
X_crt\[1\],9.06µm
_1267_,9.06µm
_0789_,9.04µm
net245,9.04µm
_0169_,9.02µm
_0488_,9.02µm
_0546_,9.02µm
_0666_,9.02µm
_0702_,9.02µm
_1145_,8.98µm
_1192_,8.98µm
net96,8.96µm
_0927_,8.94µm
_1363_,8.94µm
_0199_,8.92µm
_0146_,8.9µm
_0878_,8.9µm
_1196_,8.9µm
net137,8.9µm
_1142_,8.86µm
_1355_,8.86µm
_1468_,8.86µm
_1028_,8.82µm
_1154_,8.82µm
_1434_,8.8µm
_0615_,8.78µm
_0641_,8.78µm
_1070_,8.78µm
_1417_,8.78µm
Start,8.72µm
_0500_,8.7µm
_0279_,8.68µm
_0506_,8.68µm
_0916_,8.66µm
_1357_,8.66µm
_1524_,8.66µm
_0099_,8.64µm
_0400_,8.62µm
_0475_,8.62µm
A_in[3],8.61µm
A_in[4],8.61µm
_0243_,8.6µm
_1031_,8.6µm
_0202_,8.58µm
_1233_,8.58µm
_1411_,8.58µm
_0382_,8.56µm
_0699_,8.52µm
_0983_,8.52µm
_0361_,8.5µm
_0241_,8.48µm
_0356_,8.48µm
_1147_,8.48µm
_1348_,8.48µm
_1408_,8.48µm
_1476_,8.48µm
_1181_,8.46µm
_1502_,8.46µm
_0139_,8.44µm
_0201_,8.44µm
_0682_,8.44µm
_1000_,8.44µm
_1528_,8.44µm
_1534_,8.44µm
_0441_,8.4µm
_0707_,8.4µm
_0937_,8.4µm
_1404_,8.38µm
_1193_,8.37µm
_1529_,8.37µm
_0271_,8.36µm
