net,length_um
_1410_,21.175µm
_1330_,21.16µm
_1586_,21.12µm
_0979_,21.08µm
_1113_,21.08µm
_0794_,21.04µm
_1483_,21.04µm
_1222_,20.96µm
_1338_,20.94µm
_1424_,20.88µm
_1593_,20.82µm
X_crt\[10\],20.8µm
_0887_,20.74µm
_0867_,20.72µm
_0726_,20.7µm
_0729_,20.7µm
_0371_,20.67µm
_0478_,20.66µm
_1574_,20.66µm
_1582_,20.62µm
net14,20.62µm
_0567_,20.58µm
_1461_,20.58µm
_0600_,20.52µm
_1523_,20.5µm
X_crt\[3\],20.48µm
_1223_,20.48µm
_1442_,20.48µm
_0621_,20.4µm
_0877_,20.4µm
_1537_,20.4µm
_1539_,20.4µm
_1367_,20.32µm
_1573_,20.32µm
_0921_,20.28µm
_0514_,20.26µm
_1507_,20.24µm
_1394_,20.16µm
_0741_,20.15µm
_1414_,20.15µm
_1086_,20.14µm
_1326_,20.04µm
_1093_,20µm
_1130_,19.98µm
_0675_,19.94µm
_0284_,19.8µm
_0131_,19.78µm
_1137_,19.78µm
_1054_,19.76µm
_1211_,19.68µm
_0446_,19.66µm
_0950_,19.66µm
_1127_,19.62µm
_0750_,19.58µm
_0764_,19.58µm
_0996_,19.56µm
_0290_,19.52µm
_1455_,19.5µm
_0127_,19.4µm
_0473_,19.4µm
_1530_,19.39µm
_1575_,19.32µm
_1220_,19.3µm
_1076_,19.26µm
_0753_,19.24µm
_0405_,19.23µm
_0429_,19.22µm
_0669_,19.22µm
_0733_,19.16µm
_0354_,19.14µm
net26,19.14µm
_0462_,19.08µm
_1559_,19.08µm
_0353_,19.04µm
_0762_,19.04µm
_1479_,19.04µm
_0748_,19µm
_0685_,18.98µm
_1246_,18.98µm
_1203_,18.95µm
_1381_,18.94µm
_1602_,18.92µm
_0170_,18.9µm
_0476_,18.88µm
_1578_,18.84µm
net3,18.84µm
_0817_,18.8µm
_0413_,18.7µm
_1205_,18.64µm
_1075_,18.62µm
_0351_,18.52µm
_0739_,18.48µm
_1015_,18.48µm
_1204_,18.48µm
net44,18.48µm
_0328_,18.46µm
_0936_,18.46µm
_0795_,18.44µm
_0648_,18.42µm
_1215_,18.42µm
_0211_,18.36µm
_1256_,18.28µm
_0150_,18.24µm
_0725_,18.24µm
_0210_,18.22µm
_1372_,18.18µm
net99,18.16µm
_1306_,18.15µm
_1552_,18.14µm
_1603_,18.14µm
_0415_,18.08µm
_1123_,18.02µm
_0997_,18µm
_1006_,17.98µm
_0123_,17.94µm
_1124_,17.94µm
_1450_,17.94µm
_1290_,17.9µm
_1016_,17.86µm
_1133_,17.84µm
_1412_,17.83µm
_0512_,17.82µm
_0913_,17.82µm
_0106_,17.8µm
_1459_,17.8µm
_0727_,17.76µm
_1279_,17.73µm
_0837_,17.72µm
_0559_,17.7µm
_0801_,17.7µm
_1214_,17.69µm
_0535_,17.68µm
net6,17.68µm
_0933_,17.62µm
_0670_,17.6µm
_1590_,17.58µm
net21,17.56µm
_0305_,17.52µm
_1177_,17.52µm
_0507_,17.48µm
_1519_,17.48µm
_0124_,17.46µm
ALU_EN,17.44µm
_0336_,17.42µm
_0519_,17.4µm
_1435_,17.36µm
_1504_,17.36µm
_0158_,17.26µm
_1398_,17.24µm
_0871_,17.22µm
_1419_,17.2µm
_0428_,17.12µm
_0898_,17.1µm
net18,17.1µm
_0978_,17.06µm
_1106_,17.06µm
_1347_,17.06µm
u_crt.r0\[0\],17.06µm
_0499_,17.04µm
_0480_,17.02µm
_1295_,17.02µm
_0661_,16.995µm
_0740_,16.98µm
_1067_,16.91µm
_0756_,16.84µm
_0961_,16.8µm
_1042_,16.76µm
_1065_,16.76µm
_1491_,16.75µm
_1058_,16.74µm
_1359_,16.72µm
_1051_,16.66µm
_1510_,16.66µm
_0213_,16.6µm
_0374_,16.6µm
_0591_,16.6µm
_0495_,16.58µm
_0117_,16.56µm
_0174_,16.56µm
_0590_,16.56µm
net22,16.54µm
_0115_,16.52µm
_0715_,16.48µm
_0742_,16.48µm
_0986_,16.48µm
_1026_,16.46µm
_1599_,16.44µm
_0629_,16.42µm
X_crt\[6\],16.38µm
_0608_,16.35µm
_0109_,16.32µm
_0831_,16.32µm
_0721_,16.3µm
_0585_,16.28µm
_0981_,16.28µm
_0391_,16.26µm
_1082_,16.26µm
_1392_,16.26µm
_0955_,16.23µm
_0513_,16.22µm
_1150_,16.22µm
_0676_,16.18µm
_0966_,16.18µm
_0862_,16.16µm
Op_Sel[0],16.14µm
net32,16.08µm
_0775_,16.06µm
X_crt\[8\],16.02µm
_0596_,16.02µm
net30,16.02µm
_0132_,16µm
_0385_,15.98µm
_0342_,15.94µm
_0527_,15.94µm
_0731_,15.92µm
_1556_,15.92µm
_1580_,15.88µm
net49,15.88µm
_0141_,15.87µm
_1022_,15.86µm
_0713_,15.82µm
_0738_,15.82µm
_1293_,15.82µm
_0643_,15.8µm
_0301_,15.76µm
_1579_,15.74µm
_0770_,15.66µm
_0638_,15.64µm
_0647_,15.6µm
_1286_,15.6µm
_0786_,15.575µm
_0619_,15.565µm
_0508_,15.56µm
_1259_,15.56µm
_0765_,15.52µm
_1334_,15.52µm
_1390_,15.52µm
_1270_,15.48µm
_0270_,15.46µm
_0432_,15.42µm
_1202_,15.42µm
net46,15.42µm
_0943_,15.4µm
_1072_,15.38µm
_0194_,15.32µm
_0922_,15.32µm
_0687_,15.3µm
_1121_,15.3µm
_1490_,15.26µm
_0389_,15.22µm
_0686_,15.22µm
_0425_,15.2µm
_0656_,15.14µm
_0796_,15.14µm
_0494_,15.1µm
_0151_,15.08µm
_1153_,15.08µm
_0431_,15.06µm
_0565_,15.02µm
_0823_,15µm
_0926_,14.96µm
_1370_,14.92µm
_0664_,14.88µm
_1369_,14.88µm
_1478_,14.88µm
_1471_,14.86µm
_0569_,14.82µm
_0400_,14.8µm
net41,14.8µm
_0674_,14.76µm
_0723_,14.72µm
_1019_,14.72µm
_0719_,14.68µm
_1225_,14.68µm
_0293_,14.66µm
_0228_,14.56µm
_0235_,14.56µm
_1498_,14.545µm
_0931_,14.52µm
_1318_,14.52µm
_0539_,14.515µm
_0277_,14.42µm
_0632_,14.41µm
X_crt\[7\],14.34µm
_0426_,14.34µm
_1101_,14.34µm
_0690_,14.32µm
_0450_,14.26µm
net69,14.26µm
net42,14.22µm
_1564_,14.16µm
_1349_,14.14µm
_0296_,14.135µm
_0332_,14.12µm
_1319_,14.12µm
_1488_,14.12µm
_0534_,14.1µm
_0544_,14.1µm
_0782_,14.06µm
_0373_,14.04µm
_1335_,14.04µm
_0581_,14µm
_0631_,14µm
_0236_,13.98µm
_0856_,13.98µm
_0172_,13.96µm
_0550_,13.96µm
_0572_,13.955µm
_0879_,13.94µm
_1310_,13.94µm
net80,13.94µm
_1243_,13.92µm
net223,13.92µm
_0114_,13.88µm
_1138_,13.88µm
_1185_,13.88µm
_1098_,13.86µm
_0448_,13.84µm
_0530_,13.84µm
_1276_,13.805µm
_0587_,13.8µm
_1421_,13.78µm
_1443_,13.78µm
_0747_,13.76µm
_0893_,13.76µm
net43,13.76µm
_0593_,13.72µm
_1007_,13.7µm
_0437_,13.68µm
_0806_,13.68µm
_1247_,13.68µm
net141,13.68µm
_1302_,13.64µm
_1287_,13.62µm
_1489_,13.62µm
net235,13.62µm
net296,13.62µm
_0159_,13.6µm
_1001_,13.6µm
_1152_,13.58µm
_1030_,13.56µm
_0200_,13.54µm
net67,13.54µm
_0683_,13.5µm
_1304_,13.5µm
_1451_,13.5µm
_1029_,13.48µm
_1280_,13.48µm
_1517_,13.48µm
_0489_,13.46µm
_1025_,13.46µm
_0627_,13.445µm
_1174_,13.44µm
_0460_,13.42µm
_1470_,13.42µm
_1562_,13.42µm
net40,13.42µm
_0120_,13.38µm
_0788_,13.38µm
_0696_,13.305µm
_0678_,13.3µm
_1085_,13.3µm
_0695_,13.26µm
_0749_,13.26µm
_1103_,13.26µm
_0536_,13.24µm
_1441_,13.22µm
net302,13.22µm
_0810_,13.2µm
net38,13.2µm
_0829_,13.18µm
_0541_,13.16µm
_1594_,13.16µm
net231,13.16µm
_1008_,13.14µm
_0204_,13.13µm
_1395_,13.1µm
_0140_,13.095µm
X_crt\[13\],13.08µm
_0751_,13.08µm
_1105_,13.08µm
_1278_,13.045µm
_0215_,13.04µm
_0851_,13.04µm
_1014_,13.04µm
_1380_,13.04µm
_1402_,13.04µm
_0709_,13µm
_0969_,13µm
_0992_,12.98µm
_0818_,12.965µm
_0147_,12.94µm
_0167_,12.9µm
_0376_,12.9µm
_0392_,12.9µm
_0734_,12.9µm
_1566_,12.895µm
_0568_,12.88µm
_0717_,12.88µm
_1260_,12.84µm
_0126_,12.8µm
_0160_,12.78µm
_1146_,12.78µm
_1350_,12.745µm
_0157_,12.74µm
_1079_,12.74µm
_0397_,12.72µm
_0919_,12.68µm
_1041_,12.66µm
_0617_,12.64µm
_0684_,12.64µm
_0697_,12.64µm
_1273_,12.64µm
_0465_,12.6µm
_1311_,12.6µm
_1563_,12.6µm
_0938_,12.58µm
_0948_,12.58µm
_1167_,12.58µm
_1346_,12.58µm
_1591_,12.58µm
net134,12.58µm
_0714_,12.56µm
_1128_,12.54µm
_1172_,12.54µm
_0365_,12.52µm
_1289_,12.5µm
_0325_,12.46µm
_0644_,12.46µm
_1175_,12.46µm
_0008_,12.44µm
_0395_,12.44µm
_1092_,12.44µm
_0708_,12.42µm
_1581_,12.42µm
Op_Sel[1],12.38µm
_0265_,12.34µm
_0588_,12.34µm
_0920_,12.34µm
net93,12.34µm
_0945_,12.32µm
_0516_,12.3µm
_1411_,12.3µm
_0183_,12.24µm
_0928_,12.24µm
_1445_,12.24µm
_0164_,12.22µm
_0166_,12.18µm
_0362_,12.18µm
_0860_,12.18µm
_1376_,12.16µm
net108,12.16µm
_0267_,12.14µm
net20,12.12µm
net50,12.12µm
_0255_,12.04µm
_1460_,12.04µm
net102,12.02µm
_1024_,11.96µm
_1040_,11.96µm
_1262_,11.96µm
_0680_,11.92µm
_0956_,11.92µm
_1073_,11.92µm
_1596_,11.9µm
_0555_,11.88µm
_0853_,11.88µm
_0925_,11.84µm
_1027_,11.84µm
_1301_,11.84µm
_1197_,11.8µm
_0557_,11.78µm
_0646_,11.78µm
_0702_,11.78µm
_1477_,11.78µm
_1095_,11.76µm
X_crt\[14\],11.74µm
_0288_,11.74µm
_1437_,11.74µm
_1526_,11.74µm
_0231_,11.72µm
_0584_,11.72µm
_0868_,11.72µm
_1436_,11.68µm
_1503_,11.675µm
_0206_,11.66µm
_0319_,11.66µm
_1283_,11.66µm
_1532_,11.66µm
_1561_,11.66µm
_1078_,11.64µm
_1191_,11.64µm
_1018_,11.62µm
_0758_,11.6µm
_1232_,11.6µm
_0598_,11.58µm
_0281_,11.56µm
_0496_,11.56µm
_0139_,11.54µm
_1049_,11.54µm
_1091_,11.54µm
_1475_,11.54µm
_1553_,11.52µm
CRT_Done,11.5µm
_0249_,11.5µm
_1314_,11.5µm
_1469_,11.5µm
net5,11.5µm
_0468_,11.49µm
_1227_,11.48µm
_1116_,11.42µm
_1400_,11.38µm
_0177_,11.36µm
_0388_,11.34µm
_0052_,11.32µm
_1039_,11.3µm
_0959_,11.24µm
_1045_,11.2µm
_1296_,11.2µm
_1327_,11.18µm
_0218_,11.175µm
_0935_,11.14µm
_0517_,11.12µm
net19,11.1µm
net291,11.1µm
_0472_,11.08µm
_0927_,11.08µm
_1209_,11.06µm
_0162_,11.04µm
_1131_,11.04µm
_0262_,11µm
_1308_,10.96µm
_0295_,10.92µm
_0347_,10.92µm
_0227_,10.88µm
_0482_,10.88µm
_0730_,10.88µm
_0759_,10.86µm
_0526_,10.82µm
_0737_,10.82µm
_1064_,10.82µm
_0396_,10.78µm
_1188_,10.78µm
_1236_,10.78µm
net229,10.78µm
_0329_,10.76µm
_1038_,10.76µm
net96,10.76µm
_0327_,10.74µm
_0962_,10.74µm
_1399_,10.74µm
_0163_,10.7µm
_0635_,10.7µm
_0915_,10.7µm
_0917_,10.7µm
net24,10.66µm
_1012_,10.64µm
net7,10.64µm
_1533_,10.62µm
_1535_,10.62µm
_1294_,10.6µm
_1087_,10.58µm
net233,10.56µm
_0633_,10.54µm
_0540_,10.5µm
_0659_,10.5µm
_0875_,10.5µm
_0087_,10.44µm
_0438_,10.4µm
_1403_,10.4µm
_0602_,10.38µm
_0518_,10.34µm
_0116_,10.32µm
_0406_,10.32µm
_0449_,10.32µm
net25,10.32µm
_0484_,10.3µm
_1094_,10.3µm
_0791_,10.28µm
_0857_,10.26µm
_1560_,10.26µm
_0711_,10.24µm
_1277_,10.24µm
net135,10.24µm
ALU_Done_all,10.22µm
_1298_,10.22µm
_1429_,10.22µm
Start,10.215µm
_0864_,10.21µm
_0663_,10.2µm
X_crt\[15\],10.16µm
_0146_,10.16µm
_0331_,10.16µm
_0589_,10.16µm
_0118_,10.12µm
_0816_,10.12µm
_1541_,10.12µm
_0498_,10.08µm
_0576_,10.08µm
_0642_,10.08µm
_0716_,10.08µm
_1189_,10.08µm
_0488_,10.04µm
_0701_,10µm
_1598_,10µm
_0792_,9.98µm
net48,9.98µm
net238,9.98µm
_1567_,9.96µm
net58,9.96µm
_0412_,9.94µm
_0419_,9.9µm
_1066_,9.9µm
net147,9.88µm
_0486_,9.86µm
_0491_,9.86µm
_0470_,9.82µm
_1378_,9.82µm
_1258_,9.805µm
_0532_,9.78µm
_0963_,9.78µm
_1055_,9.78µm
_1109_,9.76µm
net236,9.76µm
_1201_,9.74µm
_1549_,9.735µm
_1013_,9.72µm
_1056_,9.72µm
_1557_,9.72µm
_0752_,9.7µm
_1060_,9.7µm
_1417_,9.7µm
_1143_,9.68µm
A_in[0],9.64µm
A_in[10],9.64µm
A_in[11],9.64µm
A_in[12],9.64µm
A_in[13],9.64µm
A_in[14],9.64µm
A_in[15],9.64µm
A_in[7],9.64µm
A_in[8],9.64µm
_0358_,9.62µm
_0199_,9.6µm
_0197_,9.58µm
_0500_,9.58µm
_0784_,9.58µm
_1198_,9.55µm
_0275_,9.54µm
_0161_,9.52µm
_0434_,9.52µm
_0245_,9.5µm
_1269_,9.5µm
_1340_,9.5µm
_0546_,9.48µm
_0652_,9.46µm
_0682_,9.46µm
_0940_,9.44µm
_0475_,9.4µm
_0965_,9.4µm
_1513_,9.38µm
_0217_,9.36µm
net91,9.36µm
net113,9.36µm
_0616_,9.32µm
_0645_,9.32µm
_0653_,9.32µm
_0769_,9.32µm
net115,9.32µm
_0323_,9.305µm
_1512_,9.295µm
_1023_,9.28µm
_1396_,9.28µm
net148,9.28µm
_0615_,9.24µm
_1264_,9.24µm
_1361_,9.24µm
_0984_,9.2µm
_0417_,9.18µm
_1391_,9.18µm
net16,9.18µm
_1502_,9.15µm
_1344_,9.14µm
_1068_,9.12µm
_1299_,9.12µm
X_crt\[1\],9.06µm
_1267_,9.06µm
_0202_,9.04µm
X_crt\[12\],9.02µm
_0169_,9.02µm
_1583_,9.02µm
_0636_,8.98µm
_0983_,8.98µm
_1145_,8.98µm
_1192_,8.98µm
_1543_,8.94µm
_0497_,8.92µm
_0649_,8.92µm
_0256_,8.9µm
_0878_,8.9µm
_1148_,8.9µm
_1196_,8.9µm
_1444_,8.87µm
_0700_,8.86µm
_1142_,8.86µm
_1355_,8.86µm
_1468_,8.86µm
_0271_,8.82µm
_0506_,8.78µm
_0641_,8.78µm
_1309_,8.78µm
_1333_,8.78µm
_1542_,8.78µm
net112,8.78µm
A_in[9],8.72µm
_1028_,8.7µm
_1312_,8.7µm
_1384_,8.7µm
_1408_,8.7µm
_0279_,8.68µm
_0941_,8.68µm
_0771_,8.66µm
_1524_,8.66µm
A_in[3],8.61µm
A_in[4],8.61µm
_0243_,8.6µm
net85,8.6µm
_0505_,8.58µm
_0787_,8.58µm
_1233_,8.58µm
_1457_,8.58µm
_0259_,8.56µm
_0382_,8.56µm
_0533_,8.56µm
_0666_,8.56µm
_0839_,8.56µm
_1034_,8.54µm
_0698_,8.52µm
_0361_,8.5µm
net86,8.5µm
_0241_,8.48µm
_0356_,8.48µm
_1147_,8.48µm
_1154_,8.48µm
_1348_,8.48µm
_1476_,8.48µm
_1181_,8.46µm
_0201_,8.44µm
_1000_,8.44µm
_1385_,8.44µm
_1528_,8.44µm
_1534_,8.44µm
_0699_,8.4µm
_1193_,8.37µm
_1529_,8.37µm
_1031_,8.36µm
net95,8.36µm
_0191_,8.34µm
_0294_,8.34µm
_0691_,8.34µm
_1099_,8.34µm
_1481_,8.34µm
_1339_,8.32µm
_1511_,8.32µm
net94,8.32µm
_1569_,8.28µm
A_in[5],8.27µm
