net,length_um
_1015_,18.02µm
_1123_,18.02µm
net44,18.02µm
_0823_,18µm
_0512_,17.94µm
_0670_,17.94µm
_1008_,17.94µm
_1124_,17.94µm
_0675_,17.9µm
_1290_,17.9µm
_0429_,17.86µm
_0519_,17.86µm
_0936_,17.86µm
_1133_,17.84µm
net2,17.76µm
_0151_,17.72µm
_0442_,17.7µm
_0480_,17.7µm
_1398_,17.7µm
_1508_,17.64µm
_0715_,17.62µm
_0898_,17.56µm
_0228_,17.54µm
_0305_,17.52µm
_0795_,17.52µm
_0428_,17.46µm
_1016_,17.4µm
_1167_,17.4µm
_0452_,17.34µm
_0656_,17.34µm
_0938_,17.32µm
_0837_,17.275µm
_0559_,17.24µm
_1603_,17.22µm
_0648_,17.2µm
_1479_,17.2µm
_1093_,17.14µm
_1450_,17.14µm
_0723_,17.1µm
net18,17.1µm
u_crt.r0\[0\],17.06µm
_0495_,17.04µm
_0117_,17.02µm
_1483_,17.02µm
_1293_,16.9µm
net6,16.88µm
_0727_,16.86µm
_1075_,16.8µm
_1094_,16.72µm
_1347_,16.72µm
_1150_,16.68µm
_1076_,16.66µm
_0147_,16.62µm
_0374_,16.6µm
_1573_,16.6µm
_1085_,16.54µm
_1556_,16.52µm
_1579_,16.5µm
_0661_,16.485µm
_1571_,16.48µm
net30,16.48µm
_1247_,16.44µm
_1390_,16.44µm
_1185_,16.4µm
X_crt\[6\],16.38µm
_0621_,16.38µm
_0118_,16.3µm
_0721_,16.3µm
_0585_,16.28µm
_0391_,16.26µm
_1392_,16.26µm
_0831_,16.22µm
_1599_,16.22µm
_0818_,16.185µm
_0871_,16.18µm
Op_Sel[0],16.14µm
_1082_,16.14µm
_0405_,16.1µm
_1088_,16.08µm
net32,16.08µm
_0731_,16.06µm
X_crt\[8\],16.02µm
_1562_,16.02µm
_0385_,15.98µm
_0629_,15.96µm
_0342_,15.94µm
_1563_,15.92µm
_1269_,15.88µm
net49,15.88µm
_0741_,15.84µm
_0765_,15.84µm
_1072_,15.84µm
_0535_,15.835µm
_0738_,15.825µm
_0569_,15.82µm
_0713_,15.82µm
CU_state_dbg\[0\],15.8µm
_0438_,15.8µm
_0643_,15.8µm
_0351_,15.76µm
_1402_,15.74µm
net40,15.72µm
net41,15.72µm
net42,15.72µm
_0986_,15.68µm
_1590_,15.66µm
_0211_,15.64µm
_1335_,15.62µm
X_crt\[7\],15.6µm
_0619_,15.565µm
_0696_,15.565µm
_0494_,15.56µm
_1153_,15.54µm
_0828_,15.48µm
_1058_,15.48µm
_1214_,15.46µm
_1220_,15.44µm
_0432_,15.42µm
net46,15.42µm
_0158_,15.4µm
_1310_,15.4µm
_0937_,15.36µm
_1369_,15.34µm
_0194_,15.32µm
_0301_,15.3µm
_0687_,15.3µm
_1121_,15.3µm
_1575_,15.3µm
_0270_,15.26µm
_1466_,15.26µm
_0389_,15.22µm
_0596_,15.22µm
_0686_,15.22µm
_0132_,15.215µm
net43,15.14µm
_0786_,15.115µm
_0514_,15.1µm
_1098_,15.1µm
_1549_,15.08µm
_0431_,15.06µm
_1001_,15.02µm
_0255_,14.98µm
_0419_,14.96µm
_0277_,14.88µm
_0527_,14.85µm
_1286_,14.84µm
_0981_,14.82µm
_1270_,14.8µm
_0674_,14.76µm
_1026_,14.76µm
_1243_,14.76µm
_1553_,14.74µm
_0638_,14.72µm
net16,14.72µm
_1172_,14.7µm
_0719_,14.68µm
_0740_,14.68µm
_0862_,14.68µm
_0293_,14.66µm
_1174_,14.645µm
_1297_,14.535µm
_0539_,14.515µm
_1580_,14.5µm
_0550_,14.42µm
_0664_,14.42µm
_1029_,14.42µm
_0376_,14.4µm
_0317_,14.39µm
_1276_,14.385µm
_0116_,14.38µm
_0921_,14.34µm
_0690_,14.32µm
_1007_,14.3µm
_0572_,14.295µm
_0425_,14.28µm
_0450_,14.26µm
_0567_,14.24µm
_0680_,14.22µm
_1236_,14.22µm
_1051_,14.2µm
_1349_,14.14µm
_0296_,14.135µm
_0235_,14.1µm
_0770_,14.06µm
_0120_,14.04µm
_0166_,14.02µm
_0236_,13.98µm
_0927_,13.92µm
_0627_,13.905µm
_1138_,13.88µm
_0336_,13.86µm
_1311_,13.86µm
_0530_,13.84µm
_1413_,13.84µm
net21,13.82µm
_0568_,13.8µm
_0587_,13.8µm
_0810_,13.78µm
_0141_,13.76µm
_1086_,13.76µm
_1436_,13.74µm
_0412_,13.72µm
_0742_,13.72µm
_0879_,13.72µm
_1068_,13.72µm
_1564_,13.7µm
_1273_,13.68µm
_1334_,13.68µm
_0544_,13.64µm
_0963_,13.64µm
_0183_,13.62µm
_0395_,13.58µm
_1025_,13.56µm
_0200_,13.54µm
_0683_,13.5µm
_0489_,13.46µm
_0332_,13.44µm
_1232_,13.44µm
_0460_,13.42µm
_0172_,13.4µm
_0581_,13.4µm
_0788_,13.38µm
_1512_,13.36µm
_0150_,13.32µm
_1065_,13.32µm
_0893_,13.3µm
_0160_,13.26µm
_0695_,13.26µm
_1280_,13.26µm
_0362_,13.2µm
_0747_,13.18µm
_0541_,13.16µm
_0589_,13.16µm
_0714_,13.16µm
_1572_,13.16µm
_0327_,13.14µm
_0392_,13.14µm
_0676_,13.12µm
_1152_,13.12µm
_0684_,13.1µm
_0711_,13.1µm
_1395_,13.1µm
_0465_,13.06µm
_0758_,13.06µm
_0851_,13.04µm
_1346_,13.04µm
_1380_,13.04µm
_1027_,13µm
_1414_,12.97µm
_1067_,12.96µm
_1103_,12.92µm
_1459_,12.92µm
_1504_,12.92µm
_1533_,12.92µm
_0734_,12.9µm
_0791_,12.9µm
_0829_,12.76µm
_1048_,12.76µm
_1488_,12.75µm
_1350_,12.745µm
_0632_,12.74µm
net38,12.74µm
_0756_,12.72µm
_0215_,12.7µm
_1087_,12.68µm
_1041_,12.66µm
CRT_Done,12.64µm
_0482_,12.64µm
_0617_,12.64µm
_0997_,12.64µm
X_crt\[13\],12.62µm
_0616_,12.54µm
_0860_,12.54µm
_0940_,12.54µm
_1054_,12.54µm
_1128_,12.54µm
_1470_,12.54µm
_0365_,12.52µm
_0204_,12.5µm
_0426_,12.5µm
_1289_,12.5µm
_0752_,12.48µm
_0962_,12.46µm
_0717_,12.42µm
_1295_,12.42µm
_0231_,12.4µm
Op_Sel[1],12.38µm
_0678_,12.38µm
_1073_,12.38µm
_0267_,12.34µm
_0555_,12.34µm
_1146_,12.32µm
_0516_,12.3µm
_0406_,12.26µm
_1012_,12.26µm
_0140_,12.24µm
_0702_,12.24µm
_0749_,12.22µm
_1318_,12.22µm
_0868_,12.18µm
_1376_,12.16µm
_0948_,12.12µm
_1078_,12.12µm
_1257_,12.12µm
_1451_,12.12µm
net20,12.12µm
net50,12.12µm
_1038_,12.1µm
_1018_,12.08µm
_0598_,12.04µm
_0325_,12.02µm
_0507_,12.02µm
_0448_,12µm
_1403_,12µm
_0126_,11.98µm
_0608_,11.96µm
_1593_,11.96µm
net5,11.96µm
_0265_,11.88µm
_0659_,11.88µm
_0853_,11.88µm
_1278_,11.835µm
_1412_,11.835µm
_0388_,11.8µm
_0633_,11.8µm
_1013_,11.795µm
_0557_,11.78µm
_0331_,11.76µm
_0864_,11.76µm
X_crt\[12\],11.74µm
_0164_,11.74µm
_0288_,11.74µm
_0928_,11.74µm
_1066_,11.74µm
_1526_,11.74µm
_0498_,11.72µm
_0584_,11.72µm
_0154_,11.7µm
_0933_,11.7µm
_1287_,11.7µm
_0206_,11.66µm
_1532_,11.66µm
_1191_,11.64µm
_1209_,11.64µm
_1256_,11.62µm
_1581_,11.62µm
_0697_,11.6µm
_0856_,11.6µm
_1330_,11.6µm
_0797_,11.58µm
_1259_,11.58µm
_0281_,11.56µm
_0472_,11.54µm
_1104_,11.54µm
_1227_,11.48µm
_1197_,11.46µm
_1408_,11.46µm
_0961_,11.42µm
_1049_,11.42µm
_1299_,11.42µm
_0536_,11.4µm
_1418_,11.4µm
_1314_,11.38µm
_0177_,11.36µm
_0434_,11.36µm
_1302_,11.36µm
_0517_,11.34µm
_0839_,11.28µm
_0969_,11.26µm
_1079_,11.26µm
_1468_,11.26µm
ALU_Done_all,11.24µm
_0227_,11.22µm
_0496_,11.22µm
_1399_,11.2µm
_0439_,11.18µm
_0218_,11.175µm
_0737_,11.16µm
_1024_,11.16µm
_1267_,11.16µm
net19,11.1µm
_0513_,11.04µm
_1131_,11.04µm
_0262_,11µm
_1596_,10.98µm
net7,10.98µm
X_crt\[15\],10.96µm
_1357_,10.96µm
_0124_,10.94µm
_0295_,10.92µm
_0984_,10.92µm
_1400_,10.92µm
_0167_,10.86µm
_0468_,10.86µm
_1339_,10.86µm
_0526_,10.82µm
_0663_,10.78µm
_1188_,10.78µm
_1175_,10.76µm
_0437_,10.74µm
_1205_,10.74µm
_0197_,10.72µm
_0508_,10.72µm
_0652_,10.72µm
_1327_,10.72µm
_0709_,10.7µm
_0486_,10.66µm
_1265_,10.66µm
_0488_,10.62µm
_1296_,10.62µm
_1435_,10.62µm
_0863_,10.6µm
_1471_,10.6µm
_0272_,10.56µm
_0922_,10.54µm
_0540_,10.5µm
_0347_,10.46µm
_0792_,10.44µm
_0159_,10.42µm
_0730_,10.42µm
_1201_,10.42µm
_0920_,10.4µm
_0602_,10.38µm
_1469_,10.38µm
_0449_,10.32µm
_0843_,10.32µm
_1014_,10.32µm
net25,10.32µm
_1491_,10.3µm
_1411_,10.28µm
_1441_,10.28µm
_1181_,10.26µm
_0935_,10.245µm
_0635_,10.24µm
_0708_,10.24µm
net24,10.2µm
_1264_,10.16µm
_0816_,10.12µm
_0992_,10.12µm
_0751_,10.1µm
_0576_,10.08µm
_1045_,10.08µm
_1551_,10.08µm
_0784_,10.04µm
_0875_,10.04µm
_1535_,10.02µm
_0782_,10µm
_0157_,9.98µm
_1319_,9.98µm
net48,9.98µm
_0397_,9.96µm
_1216_,9.96µm
_0212_,9.94µm
_0323_,9.94µm
_0590_,9.92µm
_0857_,9.92µm
_1362_,9.9µm
_0477_,9.86µm
_0491_,9.86µm
_1097_,9.86µm
_0335_,9.84µm
_0925_,9.82µm
_1378_,9.82µm
_0653_,9.78µm
_0700_,9.78µm
X_crt\[1\],9.76µm
_0169_,9.74µm
_0329_,9.74µm
_0609_,9.74µm
_1143_,9.68µm
_0645_,9.66µm
A_in[0],9.64µm
A_in[10],9.64µm
A_in[11],9.64µm
A_in[12],9.64µm
A_in[13],9.64µm
A_in[14],9.64µm
A_in[15],9.64µm
A_in[7],9.64µm
A_in[8],9.64µm
A_in[9],9.64µm
_1109_,9.64µm
_0358_,9.625µm
_0716_,9.62µm
_1419_,9.62µm
_0373_,9.58µm
_0470_,9.58µm
_0771_,9.56µm
_1198_,9.55µm
_0699_,9.54µm
_1116_,9.54µm
_1598_,9.54µm
_0161_,9.52µm
_1561_,9.51µm
_0315_,9.5µm
_1567_,9.5µm
X_crt\[14\],9.48µm
_0546_,9.48µm
_1056_,9.48µm
_1283_,9.48µm
_1557_,9.46µm
_0505_,9.38µm
_0217_,9.36µm
_0631_,9.36µm
_0878_,9.36µm
_1148_,9.36µm
_0250_,9.34µm
_0701_,9.32µm
_1055_,9.32µm
_1277_,9.32µm
_0400_,9.3µm
_1396_,9.28µm
_1443_,9.26µm
_0123_,9.22µm
_0500_,9.12µm
_1304_,9.1µm
_0275_,9.08µm
_1543_,9.06µm
_0915_,9.04µm
_0532_,9.02µm
_0615_,9.02µm
_0666_,9.02µm
_1060_,9.02µm
_0636_,8.98µm
_1192_,8.98µm
_0010_,8.96µm
_0361_,8.96µm
_0931_,8.935µm
_0199_,8.92µm
_0649_,8.92µm
X_crt\[11\],8.9µm
_0506_,8.9µm
_0947_,8.9µm
_1196_,8.9µm
_0941_,8.86µm
_1142_,8.86µm
_1560_,8.85µm
_1409_,8.825µm
_1340_,8.82µm
_1511_,8.8µm
_0641_,8.78µm
_1039_,8.78µm
_1180_,8.78µm
_1475_,8.78µm
Start,8.72µm
_1384_,8.7µm
_1064_,8.685µm
_0926_,8.66µm
_0647_,8.655µm
_0475_,8.62µm
A_in[3],8.61µm
A_in[4],8.61µm
_0202_,8.58µm
_1425_,8.58µm
_0259_,8.56µm
_0382_,8.56µm
_1321_,8.56µm
_1524_,8.56µm
_0983_,8.52µm
_1145_,8.52µm
_1262_,8.52µm
_0241_,8.48µm
_0356_,8.48µm
_1154_,8.48µm
_1348_,8.48µm
_1502_,8.46µm
_0146_,8.44µm
_0162_,8.44µm
_0201_,8.44µm
_0682_,8.44µm
_1000_,8.44µm
_1489_,8.44µm
_1528_,8.44µm
_1534_,8.44µm
_1542_,8.44µm
_1525_,8.42µm
_0769_,8.4µm
_0518_,8.385µm
_1193_,8.37µm
_0271_,8.36µm
_1417_,8.36µm
_0294_,8.34µm
_0691_,8.34µm
_1513_,8.34µm
_0520_,8.32µm
_1569_,8.28µm
A_in[5],8.27µm
_0264_,8.26µm
_0099_,8.18µm
_0625_,8.155µm
_1023_,8.14µm
_0191_,8.12µm
_0302_,8.12µm
_0642_,8.1µm
_1028_,8.1µm
_1484_,8.1µm
_0031_,8.08µm
_1034_,8.08µm
_0007_,8.06µm
_0044_,8.06µm
_1019_,8.06µm
_1594_,8.06µm
Done,8.04µm
X_out[11],8.04µm
X_out[12],8.04µm
X_out[13],8.04µm
X_out[14],8.04µm
X_out[15],8.04µm
_0225_,8.04µm
_1147_,8.02µm
_1329_,8.02µm
_0139_,7.98µm
_0639_,7.98µm
_0668_,7.98µm
_1114_,7.98µm
_1385_,7.98µm
_1458_,7.98µm
_1529_,7.98µm
_0195_,7.96µm
_0956_,7.96µm
_0407_,7.94µm
_0698_,7.94µm
A_in[2],7.93µm
_1404_,7.92µm
_1460_,7.92µm
_0092_,7.9µm
_0640_,7.9µm
_1233_,7.9µm
_0308_,7.86µm
_0924_,7.86µm
_1281_,7.86µm
_0603_,7.82µm
_1391_,7.82µm
_1351_,7.8µm
_1554_,7.78µm
_0279_,7.76µm
_0087_,7.72µm
net31,7.7µm
B_in[9],7.69µm
_0208_,7.68µm
_1268_,7.68µm
_1457_,7.66µm
_0644_,7.64µm
_0736_,7.64µm
_1477_,7.64µm
_0134_,7.6µm
B_in[0],7.59µm
_0720_,7.56µm
_0679_,7.54µm
_1009_,7.54µm
_1434_,7.54µm
_0163_,7.52µm
_0710_,7.52µm
_0917_,7.52µm
_1070_,7.52µm
_0256_,7.48µm
_0152_,7.46µm
_1309_,7.42µm
_0694_,7.405µm
_0088_,7.4µm
_0481_,7.36µm
B_in[10],7.35µm
B_in[8],7.35µm
