Reading timing models for corner nom_tt_025C_1v80…
Reading timing library for the 'nom_tt_025C_1v80' corner at '/pdk/volare/sky130/versions/0fe599b2afb6708d281543108caf8310912f54af/sky130A/libs.ref/sky130_fd_sc_hd/lib/sky130_fd_sc_hd__tt_025C_1v80.lib'…
Reading timing models for corner nom_ff_n40C_1v95…
Reading timing library for the 'nom_ff_n40C_1v95' corner at '/pdk/volare/sky130/versions/0fe599b2afb6708d281543108caf8310912f54af/sky130A/libs.ref/sky130_fd_sc_hd/lib/sky130_fd_sc_hd__ff_n40C_1v95.lib'…
Reading timing models for corner nom_ss_100C_1v60…
Reading timing library for the 'nom_ss_100C_1v60' corner at '/pdk/volare/sky130/versions/0fe599b2afb6708d281543108caf8310912f54af/sky130A/libs.ref/sky130_fd_sc_hd/lib/sky130_fd_sc_hd__ss_100C_1v60.lib'…
Reading OpenROAD database at '/work/runs/RUN_2026-03-17_13-50-56/30-openroad-cts/rns_top_crt.odb'…
Reading design constraints file at 'designs/_shared/ll_policy/constraints.sdc'…
[INFO] No information on clock propagation in input SDC file-- propagating all clocks.
[INFO] Setting RC values…
[INFO RSZ-0094] Found 30 endpoints with setup violations.
[INFO RSZ-0099] Repairing 30 out of 30 (100.00%) violating endpoints...
   Iter   | Removed | Resized | Inserted | Cloned |  Pin  |    WNS   |   TNS      |  Viol  | Worst
      490 |       0 |     199 |      129 |      0 |    95 |   -4.753 |      -54.6 |     30 | _3238_/D
      495 |       0 |     201 |      129 |      0 |    96 |   -4.753 |      -54.4 |     30 | _3238_/D
      500 |       0 |     205 |      129 |      0 |    96 |   -4.765 |      -54.4 |     30 | _3238_/D
      510 |       0 |     214 |      129 |      0 |    97 |   -4.765 |      -53.6 |     30 | _3238_/D
      520 |       0 |     223 |      129 |      0 |    98 |   -4.765 |      -53.1 |     30 | _3238_/D
      530 |       0 |     233 |      129 |      0 |    98 |   -4.775 |      -52.7 |     30 | _3238_/D
      540 |       0 |     238 |      131 |      0 |   102 |   -4.775 |      -52.4 |     30 | _3238_/D
      546 |       0 |     209 |      131 |      0 |    96 |   -4.753 |      -54.4 |     30 | _3238_/D
      550 |       0 |     211 |      131 |      0 |    97 |   -4.753 |      -54.7 |     30 | _3238_/D
      555 |       0 |     215 |      131 |      0 |    98 |   -4.753 |      -55.1 |     30 | _3238_/D
      557 |       0 |     215 |      131 |      0 |    98 |   -4.753 |      -55.1 |     30 | _3238_/D
      560 |       0 |     217 |      131 |      0 |    98 |   -4.764 |      -55.0 |     30 | _3238_/D
      570 |       0 |     227 |      131 |      0 |    98 |   -4.765 |      -54.4 |     30 | _3238_/D
      580 |       0 |     236 |      131 |      0 |    99 |   -4.765 |      -54.1 |     30 | _3238_/D
      590 |       0 |     246 |      131 |      0 |    99 |   -4.775 |      -53.6 |     30 | _3238_/D
      598 |       0 |     223 |      132 |      0 |    98 |   -4.753 |      -55.1 |     29 | _3238_/D
      600 |       0 |     224 |      132 |      0 |    98 |   -4.753 |      -55.1 |     29 | _3238_/D
      601 |       0 |     224 |      132 |      0 |    98 |   -4.753 |      -55.1 |     29 | _3238_/D
      610 |       0 |     232 |      132 |      0 |    98 |   -4.753 |      -53.9 |     29 | _3238_/D
      620 |       0 |     239 |      132 |      0 |   101 |   -4.753 |      -53.3 |     29 | _3238_/D
      630 |       0 |     244 |      132 |      0 |   106 |   -4.753 |      -53.1 |     29 | _3238_/D
      640 |       0 |     251 |      132 |      0 |   109 |   -4.753 |      -52.3 |     29 | _3238_/D
      650 |       0 |     258 |      132 |      0 |   112 |   -4.753 |      -51.8 |     29 | _3238_/D
      660 |       0 |     266 |      132 |      0 |   114 |   -4.753 |      -50.7 |     29 | _3238_/D
      670 |       0 |     273 |      132 |      0 |   117 |   -4.753 |      -47.1 |     29 | _3238_/D
      680 |       0 |     276 |      143 |      0 |   119 |   -4.753 |      -48.5 |     29 | _3238_/D
      690 |       0 |     281 |      143 |      0 |   124 |   -4.753 |      -48.9 |     29 | _3238_/D
      700 |       0 |     286 |      146 |      0 |   128 |   -4.753 |      -49.2 |     29 | _3238_/D
      710 |       0 |     289 |      153 |      0 |   132 |   -4.753 |      -48.7 |     29 | _3238_/D
      720 |       0 |     296 |      153 |      0 |   135 |   -4.753 |      -48.5 |     29 | _3238_/D
      720 |       0 |     280 |      140 |      0 |   117 |   -4.753 |      -47.1 |     29 | _3238_/D
      730 |       0 |     284 |      151 |      0 |   117 |   -4.753 |      -48.7 |     29 | _3238_/D
      740 |       0 |     291 |      158 |      0 |   117 |   -4.753 |      -48.9 |     29 | _3238_/D
      750 |       0 |     300 |      161 |      0 |   117 |   -4.753 |      -47.7 |     29 | _3238_/D
      760 |       0 |     307 |      166 |      0 |   118 |   -4.753 |      -49.2 |     29 | _3238_/D
      764 |       0 |     291 |      150 |      0 |   117 |   -4.753 |      -47.1 |     29 | _3238_/D
      767 |       0 |     291 |      150 |      0 |   117 |   -4.753 |      -47.1 |     29 | _3238_/D
      770 |       0 |     291 |      154 |      0 |   117 |   -4.753 |      -47.5 |     29 | _3238_/D
      780 |       0 |     297 |      161 |      0 |   118 |   -4.753 |      -48.6 |     29 | _3238_/D
      790 |       0 |     304 |      168 |      0 |   118 |   -4.753 |      -48.9 |     29 | _3238_/D
      800 |       0 |     312 |      174 |      0 |   118 |   -4.753 |      -48.1 |     29 | _3238_/D
      809 |       0 |     302 |      161 |      0 |   117 |   -4.753 |      -47.1 |     29 | _3238_/D
      810 |       0 |     302 |      161 |      0 |   117 |   -4.753 |      -47.1 |     29 | _3238_/D
      820 |       0 |     311 |      161 |      0 |   118 |   -4.753 |      -46.1 |     29 | _3238_/D
      830 |       0 |     319 |      161 |      0 |   120 |   -4.753 |      -46.1 |     29 | _3238_/D
      840 |       0 |     325 |      163 |      0 |   123 |   -4.753 |      -45.8 |     29 | _3238_/D
      850 |       0 |     331 |      165 |      0 |   126 |   -4.753 |      -45.8 |     29 | _3238_/D
      860 |       0 |     334 |      167 |      0 |   132 |   -4.753 |      -45.9 |     29 | _3238_/D
      870 |       0 |     338 |      169 |      0 |   137 |   -4.753 |      -44.6 |     29 | _3238_/D
      880 |       0 |     341 |      173 |      0 |   142 |   -4.753 |      -45.1 |     29 | _3238_/D
      890 |       0 |     347 |      175 |      0 |   145 |   -4.753 |      -45.2 |     29 | _3238_/D
      900 |       0 |     354 |      178 |      0 |   146 |   -4.753 |      -46.7 |     29 | _3238_/D
      910 |       0 |     362 |      178 |      0 |   148 |   -4.753 |      -46.3 |     29 | _3238_/D
      920 |       0 |     368 |      180 |      1 |   150 |   -4.753 |      -47.4 |     29 | _3238_/D
      926 |       0 |     351 |      177 |      0 |   141 |   -4.753 |      -44.5 |     29 | _3238_/D
      930 |       0 |     352 |      181 |      0 |   141 |   -4.753 |      -44.9 |     29 | _3238_/D
      940 |       0 |     360 |      183 |      0 |   142 |   -4.753 |      -44.8 |     29 | _3238_/D
      950 |       0 |     367 |      188 |      0 |   142 |   -4.753 |      -47.2 |     29 | _3238_/D
      960 |       0 |     376 |      188 |      1 |   142 |   -4.753 |      -46.0 |     29 | _3238_/D
      970 |       0 |     383 |      192 |      1 |   143 |   -4.753 |      -47.1 |     29 | _3238_/D
      973 |       0 |     374 |      189 |      0 |   142 |   -4.753 |      -45.0 |     29 | _3238_/D
      980 |       0 |     379 |      190 |      0 |   142 |   -4.753 |      -45.8 |     29 | _3238_/D
      990 |       0 |     386 |      192 |      1 |   143 |   -4.753 |      -47.7 |     29 | _3238_/D
      997 |       0 |     381 |      191 |      0 |   142 |   -4.753 |      -45.0 |     29 | _3238_/D
     1000 |       0 |     383 |      191 |      0 |   142 |   -4.753 |      -44.5 |     29 | _3238_/D
     1010 |       0 |     392 |      191 |      0 |   143 |   -4.753 |      -43.8 |     29 | _3238_/D
     1020 |       0 |     400 |      193 |      0 |   144 |   -4.753 |      -43.3 |     29 | _3238_/D
     1021 |       0 |     400 |      193 |      0 |   144 |   -4.753 |      -43.3 |     28 | _3238_/D
     1022 |       0 |     400 |      193 |      0 |   144 |   -4.753 |      -43.3 |     27 | _3238_/D
    1025* |       0 |     402 |      193 |      0 |   144 |   -4.576 |      -43.1 |     29 | _3238_/D
    1026* |       0 |     402 |      193 |      0 |   144 |   -4.576 |      -43.1 |     29 | _3238_/D
    1027* |       0 |     402 |      193 |      0 |   144 |   -4.576 |      -43.1 |     29 | _3238_/D
    1028* |       0 |     402 |      193 |      0 |   144 |   -4.576 |      -43.1 |     29 | _3238_/D
    1029* |       0 |     402 |      193 |      0 |   144 |   -4.576 |      -43.1 |     29 | _3238_/D
    1030* |       0 |     402 |      193 |      0 |   144 |   -4.576 |      -43.1 |     29 | _3238_/D
    1030* |       0 |     402 |      193 |      0 |   144 |   -4.576 |      -43.1 |     29 | _3238_/D
    1031* |       0 |     402 |      193 |      0 |   144 |   -4.576 |      -43.1 |     29 | _3238_/D
    1032* |       0 |     402 |      193 |      0 |   144 |   -4.576 |      -43.1 |     29 | _3238_/D
    1033* |       0 |     402 |      193 |      0 |   144 |   -4.576 |      -43.1 |     29 | _3238_/D
    1034* |       0 |     402 |      193 |      0 |   144 |   -4.576 |      -43.1 |     29 | _3238_/D
    1035* |       0 |     402 |      193 |      0 |   144 |   -4.576 |      -43.1 |     29 | _3238_/D
    1036* |       0 |     402 |      193 |      0 |   144 |   -4.576 |      -43.1 |     29 | _3238_/D
    1037* |       0 |     402 |      193 |      0 |   144 |   -4.576 |      -43.1 |     29 | _3238_/D
    1038* |       0 |     402 |      193 |      0 |   144 |   -4.576 |      -43.1 |     29 | _3238_/D
    1039* |       0 |     402 |      193 |      0 |   144 |   -4.576 |      -43.1 |     29 | _3238_/D
    1040* |       0 |     402 |      193 |      0 |   144 |   -4.576 |      -43.1 |     29 | _3238_/D
    1040* |       0 |     402 |      193 |      0 |   144 |   -4.576 |      -43.1 |     29 | _3238_/D
    1041* |       0 |     402 |      193 |      0 |   144 |   -4.576 |      -43.1 |     29 | _3238_/D
    1042* |       0 |     402 |      193 |      0 |   144 |   -4.576 |      -43.1 |     29 | _3238_/D
    1043* |       0 |     402 |      193 |      0 |   144 |   -4.576 |      -43.1 |     29 | _3238_/D
    1046* |       0 |     404 |      193 |      0 |   144 |   -4.576 |      -43.0 |     29 | _3238_/D
    1047* |       0 |     404 |      193 |      0 |   144 |   -4.576 |      -43.0 |     29 | _3238_/D
    1049* |       0 |     405 |      193 |      0 |   144 |   -4.576 |      -42.5 |     29 | _3238_/D
    1050* |       0 |     405 |      193 |      0 |   144 |   -4.576 |      -42.5 |     29 | _3238_/D
    1050* |       0 |     405 |      193 |      0 |   144 |   -4.576 |      -42.5 |     29 | _3238_/D
    1051* |       0 |     405 |      193 |      0 |   144 |   -4.576 |      -42.5 |     29 | _3238_/D
    1052* |       0 |     405 |      193 |      0 |   144 |   -4.576 |      -42.5 |     29 | _3238_/D
    1053* |       0 |     405 |      193 |      0 |   144 |   -4.576 |      -42.5 |     29 | _3238_/D
    1054* |       0 |     405 |      193 |      0 |   144 |   -4.576 |      -42.5 |     29 | _3238_/D
    1055* |       0 |     405 |      193 |      0 |   144 |   -4.576 |      -42.5 |     29 | _3238_/D
    1056* |       0 |     405 |      193 |      0 |   144 |   -4.576 |      -42.5 |     29 | _3238_/D
    final |       0 |     405 |      193 |      0 |   144 |   -4.576 |      -42.5 |     29 | _3238_/D
---------------------------------------------------------------------------------------------------
[INFO RSZ-0045] Inserted 79 buffers, 1 to split loads.
[INFO RSZ-0041] Resized 405 instances.
[INFO RSZ-0043] Swapped pins on 144 instances.
[WARNING RSZ-0062] Unable to repair all setup violations.
[INFO RSZ-0033] No hold violations found.
Placement Analysis
---------------------------------
total displacement        750.8 u
average displacement        0.2 u
max displacement            8.7 u
original HPWL           38608.7 u
legalized HPWL          40540.1 u
delta HPWL                    5 %

[INFO DPL-0020] Mirrored 689 instances
[INFO DPL-0021] HPWL before           40540.1 u
[INFO DPL-0022] HPWL after            39160.2 u
[INFO DPL-0023] HPWL delta               -3.4 %
[INFO] Setting RC values…
Setting global connections for newly added cells…
[INFO] Setting global connections...
Updating metrics…
Cell type report:                       Count       Area
  Fill cell                               308    1156.11
  Tap cell                               2496    3123.00
  Clock buffer                              9     225.22
  Timing Repair Buffer                    132     927.14
  Inverter                                 59     226.47
  Clock inverter                            7      73.82
  Sequential cell                         110    2977.86
  Multi-Input combinational cell         1549   12674.66
  Total                                  4670   21384.26
Writing OpenROAD database to '/work/runs/RUN_2026-03-17_13-50-56/32-openroad-resizertimingpostcts/rns_top_crt.odb'…
Writing netlist to '/work/runs/RUN_2026-03-17_13-50-56/32-openroad-resizertimingpostcts/rns_top_crt.nl.v'…
Writing powered netlist to '/work/runs/RUN_2026-03-17_13-50-56/32-openroad-resizertimingpostcts/rns_top_crt.pnl.v'…
Writing layout to '/work/runs/RUN_2026-03-17_13-50-56/32-openroad-resizertimingpostcts/rns_top_crt.def'…
Writing timing constraints to '/work/runs/RUN_2026-03-17_13-50-56/32-openroad-resizertimingpostcts/rns_top_crt.sdc'…
