net,length_um
_0232_,51.04µm
_0767_,50.9µm
_0453_,50.24µm
_0612_,50.22µm
_0777_,50.12µm
_0607_,49.88µm
_0563_,48.96µm
_1155_,48.8µm
_0897_,48.62µm
u_crt.r3\[2\],48.24µm
_0841_,47.5µm
_0850_,47.12µm
_0111_,46.81µm
_1011_,46.58µm
_0905_,46.4µm
_0904_,45.76µm
_0799_,45.68µm
_0854_,45.14µm
_1486_,44.86µm
CU_state_dbg\[2\],44.59µm
_0724_,44.34µm
_1336_,44.04µm
_0908_,43.58µm
X_crt\[9\],43.5µm
_1186_,43.1µm
_1474_,42.58µm
_0706_,42.42µm
_0688_,42.22µm
_0268_,42.2µm
_0586_,41.64µm
_0906_,41.4µm
u_crt.r1\[1\],41.38µm
_0216_,41.3µm
_0923_,41.26µm
_0570_,40.46µm
_0847_,40.46µm
_1332_,40.28µm
_0423_,39.32µm
_1156_,39.28µm
u_crt.r3\[3\],39.22µm
_1322_,39.14µm
_0175_,39.08µm
u_crt.r2\[0\],38.62µm
_0611_,38.61µm
_0409_,38.58µm
_0575_,38.44µm
_0974_,37.84µm
_1176_,37.72µm
_0681_,37.4µm
_1207_,37.36µm
_0411_,37.315µm
_0972_,37.14µm
u_crt.r3\[1\],37.12µm
_1452_,37.01µm
_0493_,36.82µm
_1307_,36.6µm
_0108_,36.56µm
_1555_,36.54µm
_0773_,36.52µm
_0914_,36.1µm
_0558_,35.9µm
u_crt.r2\[1\],35.9µm
_0436_,35.34µm
_1090_,35.34µm
net29,35.12µm
_0808_,35.02µm
_0451_,35µm
_0461_,34.96µm
_0834_,34.94µm
_0977_,34.94µm
_0408_,34.88µm
_0384_,34.61µm
_0804_,34.46µm
_0827_,34.45µm
_0341_,34.33µm
_1440_,34.3µm
_0346_,34.26µm
_1356_,34.22µm
_0105_,34µm
_0895_,33.8µm
_1071_,33.77µm
_0949_,33.76µm
net4,33.62µm
_0122_,33.5µm
_0435_,33.28µm
_0872_,33.2µm
_1194_,33.18µm
_0129_,33.14µm
_1218_,33.14µm
_0258_,33.02µm
_0306_,32.98µm
_1199_,32.8µm
_0622_,32.72µm
_1500_,32.72µm
_1431_,32.22µm
_1134_,32.205µm
_0835_,32.14µm
net53,32.08µm
_0420_,32.06µm
u_crt.r2\[2\],31.88µm
X_crt\[5\],31.84µm
net51,31.78µm
_0562_,31.76µm
_0826_,31.58µm
_1415_,31.54µm
_0143_,31.52µm
_1345_,31.38µm
_1570_,31.34µm
_0168_,31µm
u_crt.r1\[2\],31µm
_0989_,30.9µm
net23,30.86µm
_0224_,30.8µm
_0820_,30.68µm
_0566_,30.58µm
_1521_,30.56µm
_0421_,30.54µm
_0815_,30.525µm
_0297_,30.42µm
_0313_,30.215µm
_0832_,30.2µm
_0471_,30.1µm
_1190_,29.82µm
_1595_,29.8µm
_0552_,29.74µm
_1592_,29.7µm
_0321_,29.54µm
_0320_,29.52µm
_0746_,29.44µm
_1047_,29.44µm
_0144_,29.3µm
_0142_,29.22µm
_0153_,29.2µm
net47,29.1µm
_1568_,29.06µm
_0613_,29µm
_1179_,28.94µm
_1496_,28.9µm
_0390_,28.875µm
_0238_,28.725µm
_1168_,28.56µm
_0155_,28.46µm
_0655_,28.36µm
_0693_,28.28µm
_1021_,28.24µm
_0393_,28.02µm
_1261_,27.98µm
_1485_,27.9µm
_0852_,27.86µm
_0338_,27.8µm
_1170_,27.68µm
_0276_,27.52µm
_1427_,27.475µm
_0479_,27.42µm
_1439_,27.42µm
_1516_,27.34µm
_0610_,27.32µm
_1370_,27.26µm
_0763_,27.24µm
_1597_,27.2µm
_1292_,27.18µm
_0971_,27.14µm
_0364_,26.88µm
_0455_,26.86µm
_1033_,26.83µm
net39,26.76µm
_0855_,26.72µm
_0326_,26.5µm
_1527_,26.4µm
_0542_,26.38µm
_0805_,26.38µm
_1140_,26.3µm
_1044_,26.145µm
_1042_,26.06µm
_1410_,26.05µm
_0478_,26.04µm
_1583_,25.92µm
_0135_,25.88µm
_0223_,25.86µm
_0718_,25.84µm
_0394_,25.83µm
X_crt\[0\],25.8µm
_0220_,25.8µm
_0318_,25.795µm
u_crt.r1\[0\],25.76µm
_0583_,25.74µm
_0870_,25.725µm
_0443_,25.72µm
_1420_,25.66µm
_0483_,25.6µm
_1499_,25.56µm
_0410_,25.52µm
_0594_,25.39µm
_1531_,25.32µm
_1285_,25.3µm
_0237_,25.26µm
_0592_,25.25µm
_1229_,25.2µm
_0988_,25.18µm
_1430_,25.11µm
_0352_,25.08µm
_1240_,25.08µm
_1428_,25.06µm
_0446_,25.04µm
_1473_,25.04µm
_1234_,24.98µm
_0801_,24.9µm
_1163_,24.88µm
_0136_,24.48µm
_0744_,24.48µm
_1088_,24.42µm
_1212_,24.4µm
_1255_,24.38µm
_0402_,24.36µm
_0314_,24.3µm
_1586_,24.3µm
_0932_,24.18µm
_1169_,24.12µm
_0414_,24.05µm
_0813_,24µm
_0582_,23.98µm
_0817_,23.98µm
_0312_,23.96µm
_0873_,23.96µm
_1367_,23.92µm
X_crt\[2\],23.88µm
_0404_,23.88µm
_0363_,23.84µm
_0504_,23.84µm
_0233_,23.82µm
_0577_,23.8µm
_0793_,23.74µm
_0867_,23.7µm
_1424_,23.595µm
_0556_,23.52µm
_1455_,23.5µm
_0648_,23.48µm
_1251_,23.46µm
_1574_,23.46µm
_0433_,23.44µm
_0761_,23.44µm
_1550_,23.44µm
_0375_,23.4µm
_0502_,23.36µm
_1523_,23.26µm
_1161_,23.22µm
_1478_,23.2µm
_0173_,23.16µm
_1300_,23.06µm
_0525_,23.04µm
_1036_,23.04µm
_1506_,23.04µm
_1601_,23.04µm
_0254_,22.91µm
_0606_,22.88µm
_1372_,22.84µm
_0919_,22.82µm
_0953_,22.8µm
_0689_,22.76µm
_1461_,22.74µm
_0499_,22.69µm
_1374_,22.66µm
_1589_,22.62µm
_1518_,22.6µm
_0780_,22.58µm
_0754_,22.52µm
_1252_,22.5µm
_0995_,22.48µm
_0138_,22.44µm
_1366_,22.4µm
_0957_,22.38µm
_0877_,22.36µm
_0222_,22.34µm
_0280_,22.22µm
_1584_,22.22µm
u_crt.r0\[1\],22.08µm
_1050_,22.04µm
_0456_,22µm
_0884_,22µm
_1306_,22µm
_1223_,21.96µm
_0416_,21.84µm
_0844_,21.8µm
_0113_,21.78µm
_0261_,21.78µm
_1487_,21.78µm
_1063_,21.77µm
_1238_,21.76µm
_0522_,21.7µm
_0114_,21.68µm
_0966_,21.68µm
_0578_,21.66µm
CU_state_dbg\[0\],21.62µm
_0729_,21.62µm
_1246_,21.6µm
_1463_,21.6µm
_0368_,21.58µm
_0943_,21.58µm
_0945_,21.58µm
_1173_,21.54µm
_0960_,21.49µm
_0768_,21.46µm
net45,21.38µm
_1587_,21.36µm
_1061_,21.34µm
_0934_,21.32µm
_1272_,21.2µm
_1559_,21.12µm
_0846_,21.1µm
_0531_,21.08µm
_0760_,21.06µm
_0794_,21.04µm
_0913_,21.04µm
_0519_,21µm
_1275_,20.965µm
_0476_,20.94µm
_0125_,20.82µm
_1495_,20.765µm
_0726_,20.7µm
_1377_,20.7µm
_1591_,20.7µm
_0462_,20.68µm
_0371_,20.67µm
_1338_,20.6µm
_1260_,20.58µm
_1266_,20.58µm
_0413_,20.54µm
X_crt\[6\],20.52µm
_0600_,20.52µm
_0887_,20.5µm
X_crt\[3\],20.48µm
_0399_,20.48µm
_1106_,20.48µm
_1539_,20.4µm
_0929_,20.38µm
_1130_,20.32µm
_1279_,20.32µm
_1507_,20.24µm
_0334_,20.18µm
_1394_,20.16µm
_1540_,20.16µm
_0170_,20.14µm
_0131_,20.12µm
_1519_,20.12µm
_0753_,20.04µm
net14,20.02µm
_1007_,20µm
_1493_,20µm
_0242_,19.98µm
_0764_,19.92µm
_1202_,19.9µm
_0955_,19.84µm
net32,19.82µm
_0284_,19.8µm
_1211_,19.8µm
_1215_,19.8µm
X_crt\[10\],19.78µm
_0137_,19.78µm
_0814_,19.74µm
_0822_,19.72µm
_0330_,19.7µm
_1127_,19.66µm
ALU_EN,19.62µm
_0952_,19.62µm
_0936_,19.58µm
_0290_,19.52µm
_0127_,19.4µm
_0473_,19.4µm
_1462_,19.38µm
_1530_,19.38µm
_1600_,19.37µm
_0725_,19.26µm
X_crt\[8\],19.24µm
_1006_,19.24µm
_1326_,19.24µm
_0669_,19.22µm
_1364_,19.18µm
_0733_,19.16µm
_0354_,19.14µm
_1119_,19.14µm
net26,19.14µm
_1113_,19.1µm
_1454_,19.08µm
_0353_,19.04µm
_0712_,19.02µm
_0748_,19µm
_1447_,19µm
_0685_,18.98µm
_0991_,18.98µm
_1203_,18.95µm
_1381_,18.94µm
_1204_,18.82µm
_0593_,18.78µm
_0750_,18.78µm
_1442_,18.76µm
_0775_,18.7µm
_1222_,18.7µm
_0656_,18.6µm
_0981_,18.58µm
_1225_,18.56µm
_1012_,18.54µm
_1093_,18.5µm
_0762_,18.44µm
_1082_,18.42µm
_1310_,18.38µm
_0115_,18.24µm
_0210_,18.22µm
_0950_,18.18µm
_0996_,18.18µm
_1256_,18.16µm
_0739_,18.14µm
_1552_,18.14µm
_0415_,18.08µm
_0351_,18.06µm
_1123_,18.045µm
_1578_,18.04µm
_1293_,17.99µm
_1537_,17.98µm
_1083_,17.94µm
_1124_,17.94µm
_1137_,17.94µm
_1483_,17.94µm
_1269_,17.92µm
_0675_,17.9µm
_1290_,17.9µm
_0429_,17.86µm
_1016_,17.86µm
_1582_,17.86µm
_1133_,17.84µm
_0211_,17.8µm
net3,17.8µm
_0106_,17.78µm
net18,17.78µm
_0151_,17.72µm
_0442_,17.7µm
_1398_,17.7µm
_1171_,17.68µm
_0118_,17.66µm
_1508_,17.64µm
_0837_,17.62µm
_0670_,17.6µm
_0328_,17.56µm
_1602_,17.56µm
net21,17.56µm
net44,17.56µm
_0823_,17.54µm
_0305_,17.52µm
_1177_,17.52µm
_0428_,17.46µm
_0898_,17.44µm
_0452_,17.34µm
_0938_,17.32µm
_0978_,17.28µm
_1075_,17.26µm
_0559_,17.24µm
_1085_,17.22µm
net6,17.22µm
_0715_,17.16µm
_1101_,17.1µm
_1347_,17.06µm
_0117_,17.02µm
_0109_,17µm
_0336_,16.96µm
net2,16.96µm
_0986_,16.94µm
_1359_,16.94µm
_0727_,16.86µm
_1450_,16.8µm
_1599_,16.78µm
_1479_,16.74µm
_0480_,16.68µm
_0147_,16.62µm
_0213_,16.6µm
_0374_,16.6µm
_0795_,16.6µm
_1556_,16.6µm
_1573_,16.6µm
u_crt.r0\[0\],16.6µm
_1278_,16.595µm
_0514_,16.58µm
_0596_,16.58µm
_1318_,16.58µm
net22,16.54µm
_1466_,16.52µm
_1571_,16.48µm
net30,16.48µm
_1247_,16.44µm
_1058_,16.4µm
_0621_,16.38µm
_1413_,16.36µm
_0391_,16.26µm
_0979_,16.26µm
_0494_,16.24µm
_1369_,16.24µm
_1150_,16.22µm
Op_Sel[0],16.14µm
_0686_,16.14µm
_1098_,16.12µm
_1220_,16.12µm
_1564_,16.12µm
_0405_,16.1µm
_1593_,16.1µm
_1094_,16.02µm
_1562_,16.02µm
_0385_,15.98µm
_1076_,15.98µm
_1390_,15.98µm
_0629_,15.96µm
_0585_,15.94µm
_0527_,15.92µm
_0419_,15.88µm
net49,15.88µm
_0765_,15.84µm
_0738_,15.825µm
_0569_,15.82µm
_0713_,15.82µm
_0643_,15.8µm
_1392_,15.8µm
_0831_,15.76µm
_1402_,15.74µm
net41,15.72µm
_0535_,15.64µm
_0132_,15.62µm
X_crt\[7\],15.6µm
_0619_,15.565µm
_1013_,15.56µm
_0495_,15.54µm
_0342_,15.48µm
_0828_,15.48µm
_0432_,15.42µm
_1549_,15.42µm
net46,15.42µm
_0158_,15.4µm
_0431_,15.4µm
_0741_,15.38µm
_1072_,15.38µm
_1603_,15.38µm
_0937_,15.36µm
_0512_,15.34µm
_0194_,15.315µm
_0301_,15.3µm
_0687_,15.3µm
_1121_,15.3µm
_1575_,15.3µm
_0270_,15.26µm
_0228_,15.22µm
_1590_,15.2µm
net16,15.18µm
_0567_,15.16µm
_0786_,15.115µm
_0376_,15.08µm
_1491_,15.02µm
_0255_,14.98µm
_0176_,14.96µm
_1022_,14.96µm
_0277_,14.88µm
_0791_,14.88µm
_1015_,14.84µm
_1286_,14.84µm
_1270_,14.8µm
_0534_,14.78µm
_0674_,14.76µm
_1243_,14.76µm
_0572_,14.755µm
_1153_,14.74µm
_1553_,14.74µm
_1030_,14.72µm
_0719_,14.68µm
_0740_,14.68µm
_0921_,14.68µm
net43,14.68µm
_0293_,14.66µm
_0661_,14.645µm
_1408_,14.62µm
_0616_,14.6µm
_0721_,14.6µm
_0317_,14.58µm
_0871_,14.58µm
_0235_,14.56µm
_1297_,14.56µm
_0539_,14.515µm
_1068_,14.5µm
_1504_,14.5µm
_0437_,14.48µm
_0632_,14.48µm
_1579_,14.44µm
_0664_,14.42µm
_1276_,14.385µm
_0116_,14.38µm
_0426_,14.34µm
_1018_,14.34µm
_0690_,14.32µm
_0450_,14.26µm
_0638_,14.26µm
_0680_,14.22µm
_0862_,14.22µm
_1236_,14.22µm
_0742_,14.18µm
_1049_,14.18µm
_1026_,14.14µm
_1028_,14.14µm
_1349_,14.14µm
_0296_,14.135µm
_0810_,14.12µm
_0544_,14.1µm
_0581_,14.06µm
_0770_,14.06µm
_1259_,14.06µm
_0796_,14.055µm
X_crt\[13\],14µm
_0236_,13.98µm
_0550_,13.96µm
_1029_,13.96µm
_0488_,13.94µm
_0927_,13.92µm
_1335_,13.92µm
_0627_,13.905µm
_1138_,13.88µm
_1185_,13.88µm
_0172_,13.86µm
_0425_,13.84µm
_1001_,13.84µm
_0587_,13.8µm
_0723_,13.8µm
_0204_,13.74µm
_0412_,13.72µm
_1273_,13.68µm
_1334_,13.68µm
_1566_,13.68µm
_0183_,13.62µm
_0631_,13.6µm
_0395_,13.58µm
_1152_,13.58µm
_0684_,13.56µm
_1025_,13.56µm
_1395_,13.56µm
_0200_,13.54µm
_0683_,13.5µm
_1459_,13.48µm
_0489_,13.46µm
_1414_,13.45µm
_0332_,13.44µm
_1232_,13.44µm
_0460_,13.42µm
_1214_,13.42µm
_1065_,13.32µm
_0589_,13.3µm
_0678_,13.3µm
_0893_,13.3µm
net40,13.3µm
_1086_,13.28µm
_0160_,13.26µm
_0536_,13.24µm
_1174_,13.23µm
_0829_,13.22µm
_1488_,13.21µm
_0362_,13.2µm
net38,13.2µm
_0747_,13.18µm
_1311_,13.18µm
_0141_,13.16µm
_0541_,13.16µm
_0714_,13.16µm
_1572_,13.16µm
_0676_,13.12µm
_0711_,13.1µm
_0758_,13.06µm
_1380_,13.04µm
_1008_,13.02µm
_1264_,13.02µm
_1067_,12.96µm
_1103_,12.92µm
_1533_,12.92µm
_0734_,12.9µm
_0530_,12.88µm
_0568_,12.88µm
_1051_,12.88µm
_0150_,12.86µm
_1280_,12.8µm
_0174_,12.78µm
_1146_,12.78µm
_1350_,12.745µm
_0406_,12.72µm
_0756_,12.72µm
_0140_,12.7µm
_0702_,12.7µm
_0961_,12.66µm
_1041_,12.66µm
_0617_,12.64µm
_0997_,12.64µm
_0465_,12.6µm
_1167_,12.58µm
_1346_,12.58µm
_0439_,12.56µm
_0652_,12.56µm
_0731_,12.54µm
_0860_,12.54µm
_0940_,12.54µm
_1040_,12.54µm
_1054_,12.54µm
_1128_,12.54µm
_0365_,12.52µm
_0696_,12.505µm
_1289_,12.5µm
_0120_,12.44µm
_0717_,12.42µm
_1295_,12.42µm
Op_Sel[1],12.38µm
_0267_,12.34µm
_0448_,12.34µm
_1580_,12.32µm
_0215_,12.24µm
_0373_,12.22µm
_0392_,12.22µm
_0749_,12.22µm
_1594_,12.2µm
_0933_,12.16µm
_1376_,12.16µm
_0206_,12.12µm
_0948_,12.12µm
_1451_,12.12µm
net20,12.12µm
_1172_,12.08µm
_0516_,12.04µm
_0598_,12.04µm
_0325_,12.02µm
_0482_,12.02µm
_1403_,12µm
_0730_,11.92µm
_1073_,11.92µm
net42,11.92µm
_0496_,11.9µm
_0265_,11.88µm
_0853_,11.88µm
_0389_,11.83µm
_0633_,11.8µm
_1197_,11.8µm
_0557_,11.78µm
_0962_,11.78µm
_0864_,11.76µm
_0164_,11.74µm
_0288_,11.74µm
_0928_,11.74µm
_1526_,11.74µm
_0231_,11.72µm
_0584_,11.72µm
_0868_,11.72µm
_0154_,11.7µm
_1287_,11.7µm
_1078_,11.66µm
_1532_,11.66µm
_1209_,11.64µm
_1267_,11.62µm
_0697_,11.6µm
_0856_,11.6µm
_1330_,11.6µm
_1468_,11.6µm
_0281_,11.56µm
CRT_Done,11.5µm
_1027_,11.5µm
_1227_,11.48µm
_0782_,11.46µm
_0540_,11.42µm
_0608_,11.42µm
_1299_,11.42µm
_1314_,11.38µm
_1412_,11.375µm
_0434_,11.36µm
X_crt\[12\],11.28µm
X_crt\[14\],11.28µm
_1079_,11.26µm
_1399_,11.2µm
_1191_,11.19µm
_0052_,11.165µm
_0708_,11.16µm
_0709_,11.16µm
_0737_,11.16µm
_1024_,11.16µm
_0505_,11.1µm
net19,11.1µm
_0472_,11.08µm
_0922_,11.08µm
_1045_,11.08µm
_1131_,11.04µm
net5,11.04µm
_0262_,11µm
net7,10.98µm
_0916_,10.95µm
_0124_,10.94µm
_0295_,10.92µm
_0984_,10.92µm
_1400_,10.92µm
_0507_,10.9µm
_0695_,10.88µm
_0555_,10.86µm
_1339_,10.86µm
_0498_,10.84µm
_0526_,10.82µm
_0663_,10.78µm
_0788_,10.78µm
_1188_,10.78µm
_1205_,10.74µm
_1302_,10.73µm
_1327_,10.72µm
_1517_,10.72µm
_0218_,10.715µm
_0532_,10.7µm
_0635_,10.7µm
_0917_,10.7µm
_1470_,10.7µm
_0517_,10.66µm
_1070_,10.62µm
_1296_,10.62µm
_1435_,10.62µm
_1489_,10.62µm
_0636_,10.58µm
_0272_,10.56µm
_1596_,10.52µm
_0644_,10.5µm
_1469_,10.5µm
_0347_,10.46µm
_0963_,10.46µm
_0969_,10.46µm
_0087_,10.44µm
_1116_,10.44µm
_0159_,10.42µm
_0227_,10.42µm
_0264_,10.42µm
_0602_,10.38µm
_1066_,10.36µm
_0449_,10.32µm
_0698_,10.32µm
_0843_,10.32µm
_1014_,10.32µm
net25,10.32µm
_0484_,10.3µm
_1441_,10.28µm
_0857_,10.26µm
_0935_,10.245µm
_0700_,10.24µm
_1277_,10.24µm
X_crt\[1\],10.22µm
net24,10.2µm
_0169_,10.18µm
_1471_,10.14µm
_0992_,10.12µm
_0751_,10.1µm
_0576_,10.08µm
_0716_,10.08µm
_1189_,10.08µm
_0659_,10.04µm
_0752_,10.04µm
_0875_,10.04µm
_0926_,10.04µm
_0699_,10µm
_0157_,9.98µm
_0792_,9.98µm
_1319_,9.98µm
net48,9.98µm
_0397_,9.96µm
_1216_,9.96µm
_1567_,9.96µm
_0126_,9.92µm
_0590_,9.92µm
_0818_,9.905µm
_1019_,9.9µm
_0486_,9.86µm
_0491_,9.86µm
_0930_,9.84µm
_1038_,9.835µm
_0925_,9.82µm
_1378_,9.82µm
ALU_Done_all,9.76µm
_1201_,9.74µm
X_crt\[15\],9.7µm
_0331_,9.7µm
_0863_,9.7µm
_1535_,9.7µm
_1143_,9.68µm
_0645_,9.66µm
_0358_,9.65µm
A_in[0],9.64µm
A_in[10],9.64µm
A_in[11],9.64µm
A_in[12],9.64µm
A_in[13],9.64µm
A_in[14],9.64µm
A_in[15],9.64µm
A_in[7],9.64µm
A_in[8],9.64µm
A_in[9],9.64µm
_0677_,9.62µm
_1419_,9.62µm
_1551_,9.62µm
_0199_,9.6µm
_0468_,9.6µm
_0197_,9.58µm
_0500_,9.58µm
_0546_,9.58µm
_0784_,9.58µm
_1490_,9.58µm
_1198_,9.55µm
_1598_,9.54µm
_0161_,9.52µm
_1104_,9.5µm
_1056_,9.48µm
_1283_,9.48µm
_1321_,9.48µm
_0658_,9.46µm
_1557_,9.46µm
_1561_,9.425µm
_1411_,9.39µm
_0217_,9.36µm
_0438_,9.36µm
_0470_,9.36µm
_0851_,9.36µm
_0879_,9.36µm
_0166_,9.34µm
_0653_,9.32µm
_0769_,9.32µm
_0941_,9.32µm
_1055_,9.32µm
_1304_,9.32µm
_0323_,9.305µm
_1396_,9.28µm
_1443_,9.26µm
X_crt\[11\],9.24µm
_0641_,9.24µm
_0123_,9.22µm
_1512_,9.18µm
_0275_,9.08µm
_0475_,9.08µm
_0121_,9.06µm
_0327_,9.06µm
_0202_,9.04µm
_0177_,9.02µm
_0615_,9.02µm
_0666_,9.02µm
_1060_,9.02µm
_1145_,8.98µm
_1192_,8.98µm
_0361_,8.96µm
_1109_,8.96µm
_1363_,8.94µm
_0497_,8.92µm
_1175_,8.92µm
_0513_,8.9µm
_0947_,8.9µm
_1148_,8.9µm
_1196_,8.9µm
_1258_,8.885µm
_1142_,8.86µm
_1355_,8.86µm
_1560_,8.85µm
_0477_,8.84µm
_1154_,8.82µm
_1340_,8.82µm
_1417_,8.82µm
_1475_,8.78µm
Start,8.72µm
_1384_,8.7µm
_1064_,8.685µm
_0191_,8.66µm
_1357_,8.66µm
_1498_,8.66µm
_0010_,8.62µm
_0400_,8.62µm
A_in[3],8.61µm
A_in[4],8.61µm
_0880_,8.6µm
_1105_,8.6µm
_1425_,8.59µm
_0167_,8.58µm
_1409_,8.58µm
_1563_,8.58µm
_0100_,8.56µm
_0382_,8.56µm
_0533_,8.56µm
_0839_,8.56µm
_1039_,8.56µm
_1301_,8.56µm
_1524_,8.56µm
_1087_,8.54µm
_0983_,8.52µm
_1262_,8.52µm
_1436_,8.5µm
_0241_,8.48µm
_0356_,8.48µm
_1147_,8.48µm
_1348_,8.48µm
_0520_,8.46µm
_0649_,8.46µm
_1181_,8.46µm
_1502_,8.46µm
_0146_,8.44µm
_0668_,8.44µm
_0682_,8.44µm
_1000_,8.44µm
_1528_,8.44µm
_1534_,8.44µm
_1542_,8.44µm
_1525_,8.42µm
_0707_,8.4µm
_0548_,8.38µm
_1193_,8.37µm
_0271_,8.36µm
_0294_,8.34µm
_0691_,8.34µm
_1513_,8.34µm
_1095_,8.32µm
A_in[5],8.27µm
_0797_,8.24µm
_1554_,8.24µm
_0099_,8.18µm
_0388_,8.16µm
_0625_,8.155µm
_0302_,8.12µm
_1477_,8.1µm
_1484_,8.1µm
_0007_,8.06µm
_0044_,8.06µm
_0701_,8.06µm
_0518_,8.045µm
Done,8.04µm
X_out[11],8.04µm
X_out[12],8.04µm
X_out[13],8.04µm
X_out[14],8.04µm
X_out[15],8.04µm
_1391_,8.04µm
_1329_,8.02µm
_1389_,8µm
_1434_,8µm
_0162_,7.98µm
_0163_,7.98µm
_1114_,7.98µm
_1385_,7.98µm
_1529_,7.98µm
_0195_,7.96µm
_0956_,7.96µm
A_in[2],7.93µm
_1404_,7.92µm
_1460_,7.92µm
_0092_,7.9µm
_0640_,7.9µm
_0999_,7.9µm
_1031_,7.9µm
_1233_,7.9µm
_0308_,7.86µm
_0924_,7.86µm
_1281_,7.86µm
_0011_,7.82µm
_0603_,7.82µm
_1569_,7.82µm
_1351_,7.8µm
_1361_,7.8µm
_0335_,7.78µm
_0279_,7.76µm
_0705_,7.76µm
net31,7.7µm
B_in[9],7.69µm
_0208_,7.68µm
_0816_,7.68µm
_1268_,7.68µm
_1457_,7.66µm
_0736_,7.64µm
_0920_,7.64µm
_1581_,7.64µm
B_in[0],7.59µm
_0225_,7.58µm
_0720_,7.56µm
_0931_,7.56µm
_0259_,7.54µm
_0679_,7.54µm
_0139_,7.52µm
_0201_,7.52µm
_0639_,7.52µm
_1458_,7.52µm
net50,7.52µm
_0256_,7.48µm
_0407_,7.48µm
_0152_,7.46µm
_0245_,7.44µm
_0315_,7.44µm
_0340_,7.44µm
_0609_,7.44µm
