net,length_um
_1043_,10.16µm
net234,10.16µm
_0711_,10.12µm
_0816_,10.12µm
_0475_,10.095µm
_0576_,10.08µm
_0642_,10.08µm
_0716_,10.08µm
_1091_,10.04µm
_1456_,10.04µm
_1143_,10.02µm
_0548_,10µm
net100,10µm
_0397_,9.96µm
_0486_,9.96µm
_1094_,9.96µm
_1563_,9.95µm
_0472_,9.94µm
_1019_,9.94µm
_0052_,9.92µm
_1209_,9.92µm
_0439_,9.9µm
_1468_,9.9µm
net235,9.88µm
_1318_,9.87µm
_0157_,9.86µm
_0491_,9.86µm
_1107_,9.84µm
_0659_,9.82µm
_0922_,9.82µm
_0945_,9.82µm
_1378_,9.82µm
_1583_,9.82µm
_1258_,9.805µm
_0110_,9.78µm
_0963_,9.78µm
ALU_Done_all,9.76µm
_1549_,9.735µm
_0167_,9.72µm
_1581_,9.7µm
_0652_,9.68µm
_0917_,9.66µm
_1055_,9.66µm
A_in[0],9.64µm
A_in[10],9.64µm
A_in[11],9.64µm
A_in[12],9.64µm
A_in[13],9.64µm
A_in[14],9.64µm
A_in[7],9.64µm
A_in[8],9.64µm
A_in[9],9.64µm
_0358_,9.62µm
net5,9.6µm
_1198_,9.55µm
_1152_,9.54µm
_0789_,9.52µm
net157,9.505µm
_0484_,9.5µm
_1099_,9.5µm
_1340_,9.5µm
_1567_,9.5µm
_0197_,9.48µm
_0736_,9.48µm
_1435_,9.48µm
_0546_,9.46µm
_0682_,9.46µm
_0703_,9.46µm
_1080_,9.46µm
_0952_,9.44µm
_1543_,9.4µm
net56,9.4µm
net239,9.4µm
_0325_,9.38µm
_1513_,9.38µm
_0217_,9.36µm
_0470_,9.36µm
_0851_,9.36µm
_1444_,9.36µm
_0166_,9.34µm
_0771_,9.34µm
net83,9.32µm
_0323_,9.305µm
_1384_,9.28µm
_1396_,9.28µm
_1180_,9.24µm
_1361_,9.24µm
_0699_,9.2µm
_0984_,9.2µm
_1289_,9.2µm
_1541_,9.2µm
_0547_,9.18µm
_1151_,9.16µm
_1344_,9.14µm
_1068_,9.12µm
_1282_,9.12µm
_1587_,9.1µm
_0275_,9.08µm
_1464_,9.08µm
X_crt\[1\],9.06µm
_0327_,9.06µm
_1267_,9.06µm
A_reg\[15\],9.04µm
_0650_,9.04µm
X_crt\[14\],9.02µm
_0177_,9.02µm
_0666_,9.02µm
_0956_,9.02µm
_0590_,9µm
_0723_,8.98µm
_1192_,8.98µm
_0361_,8.96µm
net196,8.96µm
_0646_,8.94µm
_1154_,8.94µm
_0146_,8.9µm
_0999_,8.9µm
_1196_,8.9µm
_1403_,8.9µm
_1528_,8.9µm
net201,8.9µm
_0769_,8.86µm
_1355_,8.86µm
_1147_,8.82µm
_0691_,8.8µm
_1077_,8.8µm
_1509_,8.795µm
_0615_,8.78µm
_0641_,8.78µm
_1070_,8.78µm
_1281_,8.78µm
_1309_,8.78µm
_1542_,8.78µm
net7,8.74µm
A_in[15],8.72µm
Start,8.72µm
_0633_,8.7µm
_1438_,8.68µm
_1357_,8.66µm
_1524_,8.66µm
_0400_,8.62µm
_0791_,8.62µm
_0987_,8.62µm
_1142_,8.62µm
A_in[3],8.61µm
A_in[4],8.61µm
_0818_,8.595µm
_0302_,8.58µm
_0787_,8.58µm
_1233_,8.58µm
_0169_,8.56µm
_0382_,8.56µm
_1189_,8.56µm
_1248_,8.56µm
_1383_,8.56µm
net191,8.56µm
_1181_,8.52µm
_0100_,8.5µm
_0241_,8.48µm
_0335_,8.46µm
_1502_,8.46µm
_0201_,8.44µm
_0878_,8.44µm
_0920_,8.44µm
_1000_,8.44µm
_1529_,8.44µm
