net,length_um
_0150_,20.42µm
_1462_,20.36µm
_0353_,20.3µm
_0996_,20.26µm
X_crt\[10\],20.24µm
_0480_,20.24µm
_0399_,20.235µm
_0522_,20.2µm
_1367_,20.2µm
_1022_,20.18µm
_0330_,20.16µm
_1394_,20.16µm
_1420_,20.14µm
net97,20.07µm
_0932_,20.04µm
_1523_,20.04µm
_0476_,20.02µm
_0943_,19.96µm
_0415_,19.9µm
_0670_,19.9µm
_1054_,19.86µm
_1204_,19.86µm
_0254_,19.84µm
net32,19.82µm
_1220_,19.76µm
_1459_,19.76µm
_0945_,19.74µm
net215,19.74µm
_0391_,19.7µm
_0748_,19.68µm
_1223_,19.68µm
_0462_,19.66µm
_0661_,19.645µm
_1137_,19.645µm
_0290_,19.62µm
_0753_,19.58µm
_0514_,19.56µm
_0114_,19.5µm
_0981_,19.5µm
_0621_,19.48µm
_0402_,19.46µm
_0473_,19.4µm
_0115_,19.36µm
_1562_,19.36µm
_1372_,19.32µm
_1093_,19.3µm
_1008_,19.22µm
_1211_,19.22µm
net211,19.18µm
_0502_,19.16µm
_0936_,19.15µm
_0354_,19.14µm
net26,19.14µm
_0452_,19.04µm
_1552_,19.02µm
_0979_,19µm
_0685_,18.98µm
_1246_,18.98µm
_0837_,18.96µm
_1203_,18.95µm
_0569_,18.9µm
_0593_,18.86µm
_1256_,18.84µm
_0429_,18.78µm
_0147_,18.74µm
_1086_,18.74µm
net3,18.72µm
_1171_,18.6µm
_0351_,18.52µm
_0499_,18.52µm
_0941_,18.52µm
_1572_,18.52µm
_0997_,18.46µm
_0828_,18.44µm
_1006_,18.44µm
_1519_,18.44µm
_0136_,18.4µm
net217,18.4µm
_1414_,18.38µm
_0211_,18.36µm
_0725_,18.34µm
_0170_,18.32µm
_1075_,18.28µm
_0210_,18.22µm
_1326_,18.22µm
ALU_EN,18.2µm
_1442_,18.2µm
_1594_,18.18µm
_1491_,18.16µm
_0739_,18.14µm
_1556_,18.12µm
_0887_,18.08µm
_1269_,18.04µm
_1602_,18.02µm
net44,18.02µm
_0519_,18µm
_0795_,17.98µm
_1013_,17.98µm
_1016_,17.98µm
_0317_,17.94µm
_0675_,17.9µm
_0948_,17.86µm
_1369_,17.86µm
_1040_,17.8µm
net18,17.78µm
_0581_,17.72µm
_1133_,17.72µm
_1205_,17.72µm
_1127_,17.7µm
_1398_,17.7µm
_1065_,17.68µm
_1450_,17.6µm
net21,17.56µm
_1424_,17.54µm
_1177_,17.52µm
_1392_,17.52µm
_0955_,17.49µm
_0428_,17.46µm
_0898_,17.44µm
_0336_,17.42µm
_1068_,17.4µm
net69,17.4µm
_0656_,17.32µm
_1295_,17.32µm
_0540_,17.28µm
_1347_,17.18µm
_0305_,17.06µm
_0715_,17.06µm
_0596_,17.04µm
_0117_,17.02µm
_0137_,17.02µm
_0698_,17.02µm
_0953_,17µm
_1272_,16.94µm
_1007_,16.92µm
_0727_,16.86µm
_0541_,16.84µm
_0631_,16.84µm
_0956_,16.84µm
_1082_,16.82µm
_0106_,16.76µm
_0141_,16.76µm
_1058_,16.74µm
_0756_,16.72µm
_1478_,16.72µm
_0822_,16.62µm
_1286_,16.62µm
_1530_,16.62µm
_0213_,16.6µm
_0374_,16.6µm
u_crt.r0\[0\],16.6µm
_1366_,16.56µm
net22,16.54µm
_0801_,16.42µm
_1425_,16.4µm
_1031_,16.38µm
_1504_,16.36µm
_1113_,16.34µm
_1175_,16.34µm
_1571_,16.34µm
_0721_,16.3µm
_1270_,16.28µm
X_crt\[13\],16.26µm
_0284_,16.24µm
_0669_,16.24µm
_1477_,16.24µm
_0683_,16.22µm
_0921_,16.22µm
_1390_,16.2µm
_0498_,16.17µm
_0862_,16.16µm
Op_Sel[0],16.14µm
_1015_,16.14µm
net167,16.14µm
_0405_,16.1µm
_0879_,16.1µm
_1304_,16.1µm
_1590_,16.075µm
_1290_,16.06µm
_0293_,16.04µm
_0742_,16.02µm
_1124_,16µm
_0526_,15.98µm
_0629_,15.96µm
_0585_,15.95µm
X_crt\[6\],15.92µm
_1575_,15.88µm
net49,15.88µm
_0508_,15.86µm
_1076_,15.86µm
_1072_,15.84µm
_1123_,15.84µm
_1278_,15.84µm
_0713_,15.82µm
_1319_,15.82µm
_0643_,15.8µm
_0494_,15.78µm
_0931_,15.78µm
_0986_,15.78µm
net41,15.72µm
_1138_,15.68µm
_1454_,15.68µm
_0708_,15.64µm
_1096_,15.61µm
_1153_,15.6µm
_1297_,15.6µm
net43,15.6µm
_0619_,15.565µm
_0696_,15.565µm
_0151_,15.54µm
_0385_,15.52µm
_0442_,15.52µm
_0342_,15.48µm
_0684_,15.48µm
_0270_,15.46µm
net185,15.46µm
_0770_,15.45µm
_1581_,15.44µm
_1468_,15.43µm
_1202_,15.42µm
net46,15.42µm
_1273_,15.4µm
_0116_,15.38µm
_0495_,15.36µm
_1466_,15.36µm
_0194_,15.32µm
_1359_,15.32µm
_0301_,15.3µm
_0536_,15.3µm
_0687_,15.3µm
_1018_,15.3µm
_1045_,15.3µm
_1293_,15.28µm
_0389_,15.22µm
_0686_,15.22µm
_1087_,15.18µm
net6,15.18µm
net16,15.18µm
_0559_,15.16µm
_1370_,15.14µm
_0496_,15.1µm
_1038_,15.1µm
_0823_,15.08µm
_0431_,15.06µm
_0450_,15.06µm
_1225_,15.02µm
_0527_,15µm
_0505_,14.98µm
_0707_,14.98µm
_0432_,14.96µm
_1335_,14.94µm
_1603_,14.92µm
CRT_Done,14.9µm
_0277_,14.88µm
_1083_,14.88µm
_0831_,14.84µm
_1085_,14.78µm
CU_state_dbg\[0\],14.76µm
_0674_,14.76µm
_1580_,14.76µm
_1582_,14.76µm
_0158_,14.72µm
_0719_,14.68µm
_0740_,14.68µm
_1490_,14.68µm
_1259_,14.64µm
_0109_,14.62µm
_0969_,14.6µm
_1145_,14.6µm
_1214_,14.56µm
_1311_,14.54µm
_1318_,14.52µm
_0512_,14.48µm
_0829_,14.44µm
_0438_,14.42µm
_1559_,14.42µm
_0376_,14.4µm
_0608_,14.4µm
_1310_,14.4µm
_1276_,14.385µm
X_crt\[7\],14.34µm
_0663_,14.34µm
net40,14.34µm
_0690_,14.32µm
_0750_,14.3µm
_1098_,14.3µm
_1531_,14.28µm
_1334_,14.26µm
_0871_,14.24µm
_0678_,14.22µm
_0731_,14.22µm
_1553_,14.16µm
_1596_,14.16µm
_0765_,14.14µm
_0296_,14.135µm
_0236_,14.1µm
_0535_,14.02µm
_1131_,14.02µm
_0172_,13.96µm
_0550_,13.96µm
_0664_,13.96µm
_1451_,13.96µm
_0572_,13.955µm
_0164_,13.94µm
_0174_,13.92µm
_0638_,13.92µm
_1243_,13.92µm
_0627_,13.905µm
_0808_,13.88µm
_1101_,13.88µm
_1185_,13.88µm
_0228_,13.86µm
_0332_,13.78µm
_0235_,13.76µm
_0751_,13.76µm
_0160_,13.72µm
_0412_,13.72µm
_0437_,13.68µm
_1247_,13.68µm
_1349_,13.68µm
_1566_,13.66µm
_0738_,13.645µm
_1287_,13.62µm
_0159_,13.6µm
_0507_,13.6µm
_0749_,13.6µm
_0395_,13.58µm
_1025_,13.56µm
_1579_,13.56µm
_0200_,13.54µm
_0183_,13.5µm
_0539_,13.5µm
_1346_,13.5µm
_0652_,13.48µm
_0489_,13.46µm
_0362_,13.44µm
_1488_,13.44µm
_0786_,13.425µm
net42,13.42µm
_0788_,13.38µm
_1402_,13.38µm
net112,13.38µm
_0506_,13.34µm
_1121_,13.34µm
_1470_,13.34µm
_0567_,13.32µm
_1419_,13.3µm
_0695_,13.26µm
_0946_,13.26µm
_1026_,13.22µm
_1350_,13.205µm
_0810_,13.2µm
net38,13.2µm
_0534_,13.18µm
_0747_,13.18µm
_0702_,13.16µm
_1380_,13.16µm
_0163_,13.14µm
_0950_,13.14µm
_0676_,13.12µm
_1557_,13.12µm
_0488_,13.1µm
_1395_,13.1µm
_1447_,13.1µm
_0544_,13.06µm
_0215_,13.04µm
_0851_,13.04µm
_1001_,13.04µm
_0204_,12.96µm
_0460_,12.96µm
_0425_,12.92µm
_1103_,12.92µm
_0717_,12.88µm
_0723_,12.88µm
_0477_,12.86µm
_1094_,12.84µm
_1260_,12.84µm
_1174_,12.83µm
_1327_,12.78µm
_1385_,12.78µm
_0118_,12.76µm
_1146_,12.74µm
_0598_,12.72µm
_1209_,12.72µm
_1549_,12.715µm
net192,12.68µm
_0617_,12.64µm
_0697_,12.64µm
_1330_,12.64µm
_1376_,12.62µm
_0267_,12.6µm
_0465_,12.6µm
_1148_,12.58µm
_1167_,12.58µm
_1456_,12.58µm
net138,12.58µm
_0714_,12.56µm
_0616_,12.54µm
_1027_,12.54µm
_0365_,12.52µm
_0328_,12.5µm
_1289_,12.5µm
_1569_,12.5µm
_0325_,12.46µm
_1533_,12.46µm
_0796_,12.455µm
_1469_,12.44µm
_0530_,12.42µm
_0231_,12.4µm
Op_Sel[1],12.38µm
_0406_,12.38µm
_0976_,12.38µm
_1073_,12.38µm
_0265_,12.34µm
_0327_,12.34µm
_1333_,12.34µm
_1524_,12.34µm
_1479_,12.32µm
_1597_,12.3µm
_0736_,12.24µm
net213,12.24µm
_0439_,12.22µm
_0124_,12.2µm
_1277_,12.2µm
_1437_,12.2µm
_0166_,12.18µm
_0647_,12.135µm
_0962_,12.12µm
net20,12.12µm
net50,12.12µm
_1564_,12.1µm
_1172_,12.08µm
_0255_,12.04µm
_0426_,12.04µm
_1489_,12.03µm
_0568_,11.96µm
_0680_,11.92µm
_0589_,11.88µm
_0893_,11.8µm
net227,11.8µm
_1294_,11.78µm
_0709_,11.76µm
_0925_,11.76µm
X_crt\[14\],11.74µm
_1599_,11.74µm
_0162_,11.72µm
_0584_,11.72µm
_0868_,11.72µm
_1232_,11.72µm
_0486_,11.7µm
_1280_,11.68µm
_1436_,11.68µm
_0206_,11.66µm
_0532_,11.62µm
_0992_,11.62µm
net111,11.6µm
_0227_,11.56µm
_0281_,11.56µm
_1079_,11.56µm
_0120_,11.54µm
_0392_,11.54µm
_1475_,11.54µm
_0249_,11.5µm
_1227_,11.48µm
_0782_,11.46µm
_1197_,11.46µm
_0630_,11.42µm
_0853_,11.42µm
_1150_,11.42µm
_1418_,11.42µm
_1598_,11.42µm
_1535_,11.4µm
_0860_,11.38µm
_1216_,11.38µm
_1400_,11.38µm
_1412_,11.37µm
_0177_,11.36µm
_0434_,11.36µm
_0720_,11.36µm
_0388_,11.34µm
net219,11.32µm
X_crt\[12\],11.28µm
_1262_,11.28µm
_1540_,11.28µm
_1046_,11.24µm
_0139_,11.2µm
_0965_,11.2µm
_1532_,11.2µm
_0140_,11.18µm
_1157_,11.18µm
_0635_,11.16µm
_0737_,11.16µm
_1024_,11.16µm
_1055_,11.16µm
_1296_,11.16µm
net105,11.12µm
net19,11.1µm
_1591_,11.08µm
_1130_,11.04µm
_1314_,11.04µm
_1529_,11.04µm
_0935_,11.03µm
_0262_,11µm
_0482_,11µm
_1030_,11µm
net116,11µm
X_crt\[15\],10.96µm
_0875_,10.96µm
net89,10.96µm
_1043_,10.92µm
_0518_,10.9µm
_0730_,10.88µm
_1302_,10.88µm
_0167_,10.86µm
_0555_,10.86µm
_1574_,10.86µm
_1066_,10.82µm
_1510_,10.82µm
net84,10.82µm
_0449_,10.78µm
_1188_,10.78µm
_1236_,10.78µm
_0632_,10.75µm
_1267_,10.75µm
_0513_,10.74µm
_1049_,10.74µm
_1463_,10.74µm
_1457_,10.72µm
_0548_,10.68µm
_0448_,10.65µm
net7,10.64µm
_0472_,10.62µm
_1299_,10.62µm
net177,10.62µm
_0587_,10.58µm
_0711_,10.58µm
net183,10.58µm
net80,10.54µm
_0644_,10.5µm
_1051_,10.5µm
_1308_,10.5µm
_1583_,10.5µm
_0347_,10.46µm
_1034_,10.46µm
_0087_,10.44µm
_0792_,10.44µm
_0329_,10.42µm
_0557_,10.42µm
_1012_,10.42µm
_1399_,10.4µm
_1435_,10.4µm
_0927_,10.38µm
_1070_,10.38µm
_0288_,10.36µm
_1064_,10.36µm
_0126_,10.32µm
_0509_,10.32µm
_1014_,10.32µm
net25,10.32µm
_0504_,10.3µm
_0856_,10.3µm
_0791_,10.28µm
_0958_,10.28µm
_1283_,10.28µm
net93,10.28µm
_1471_,10.26µm
_0937_,10.24µm
_0940_,10.24µm
_0963_,10.24µm
_1162_,10.24µm
_0864_,10.21µm
net24,10.2µm
_0759_,10.18µm
_1361_,10.16µm
_0576_,10.08µm
_0633_,10.08µm
_0716_,10.08µm
_1189_,10.08µm
_0401_,10.06µm
_0659_,10.04µm
_0752_,10.04µm
_0926_,10.04µm
_1409_,10.04µm
_0161_,9.98µm
net48,9.98µm
net86,9.98µm
_0397_,9.96µm
_1413_,9.96µm
_0052_,9.92µm
_0602_,9.92µm
_0857_,9.92µm
_0176_,9.9µm
_0419_,9.9µm
_0928_,9.9µm
_0491_,9.86µm
_1128_,9.86µm
_0500_,9.84µm
_0470_,9.82µm
_0922_,9.82µm
_1258_,9.805µm
_0295_,9.78µm
_0653_,9.78µm
_1445_,9.78µm
_0128_,9.74µm
_1201_,9.74µm
net272,9.74µm
_0565_,9.72µm
_1513_,9.72µm
_0331_,9.7µm
_1383_,9.7µm
_0039_,9.665µm
_0645_,9.66µm
_0699_,9.66µm
_0917_,9.66µm
A_in[0],9.64µm
A_in[10],9.64µm
A_in[11],9.64µm
A_in[12],9.64µm
A_in[13],9.64µm
A_in[14],9.64µm
A_in[15],9.64µm
A_in[7],9.64µm
A_in[8],9.64µm
A_in[9],9.64µm
net197,9.63µm
_0358_,9.625µm
_0463_,9.62µm
_0199_,9.6µm
_0468_,9.6µm
net5,9.6µm
_0197_,9.58µm
_0373_,9.58µm
_0146_,9.575µm
_1198_,9.55µm
_0516_,9.54µm
_1152_,9.54µm
_0157_,9.52µm
_0245_,9.5µm
_0484_,9.5µm
_1340_,9.5µm
_1060_,9.48µm
net94,9.48µm
_0658_,9.46µm
_0703_,9.46µm
_0636_,9.44µm
_1109_,9.42µm
net125,9.42µm
_1363_,9.4µm
_1465_,9.4µm
_1543_,9.4µm
_0878_,9.36µm
_1143_,9.36µm
_1378_,9.36µm
_1403_,9.36µm
_1588_,9.36µm
ALU_Done_all,9.32µm
_0769_,9.32µm
_0323_,9.305µm
net96,9.3µm
_1512_,9.295µm
_0968_,9.28µm
_1396_,9.28µm
_0302_,9.26µm
_0662_,9.26µm
_1264_,9.24µm
net264,9.24µm
_0836_,9.2µm
_0984_,9.2µm
_1541_,9.2µm
_0400_,9.18µm
_0417_,9.18µm
_0547_,9.18µm
_0251_,9.14µm
_1344_,9.14µm
net186,9.14µm
_0916_,9.12µm
_0275_,9.08µm
_0475_,9.08µm
_1464_,9.08µm
X_crt\[1\],9.06µm
_1009_,9.06µm
_0202_,9.04µm
_1056_,9.04µm
_0303_,9.02µm
_0546_,9.02µm
_0615_,9.02µm
_0839_,9.02µm
_1042_,9.02µm
_1560_,8.985µm
_0952_,8.98µm
_1116_,8.98µm
_1192_,8.98µm
_1434_,8.97µm
_0007_,8.96µm
_1348_,8.94µm
net267,8.94µm
net270,8.94µm
_0646_,8.92µm
_0797_,8.92µm
_0256_,8.9µm
_1196_,8.9µm
net87,8.86µm
_0271_,8.82µm
_1151_,8.82µm
_1443_,8.8µm
_1502_,8.8µm
_0641_,8.78µm
_1104_,8.78µm
_1309_,8.78µm
_0337_,8.76µm
Start,8.72µm
_1091_,8.7µm
_1563_,8.7µm
_1357_,8.66µm
_1528_,8.66µm
net190,8.66µm
_0099_,8.64µm
_1105_,8.62µm
_1142_,8.62µm
A_in[3],8.61µm
A_in[4],8.61µm
X_crt\[8\],8.6µm
_0818_,8.595µm
_1233_,8.58µm
_0382_,8.56µm
_0666_,8.56µm
_0869_,8.56µm
_1526_,8.56µm
net220,8.56µm
_0983_,8.52µm
_0100_,8.5µm
_0241_,8.48µm
_0356_,8.48µm
_1476_,8.48µm
_0649_,8.46µm
_1181_,8.46µm
_0201_,8.44µm
_1000_,8.44µm
_1039_,8.44µm
_1534_,8.44µm
_1355_,8.4µm
_1193_,8.37µm
_0609_,8.36µm
net60,8.36µm
_0993_,8.35µm
_0191_,8.34µm
_0240_,8.34µm
_0259_,8.34µm
_0319_,8.34µm
_0691_,8.34µm
_1481_,8.34µm
