Reading timing models for corner nom_tt_025C_1v80…
Reading timing library for the 'nom_tt_025C_1v80' corner at '/pdk/volare/sky130/versions/0fe599b2afb6708d281543108caf8310912f54af/sky130A/libs.ref/sky130_fd_sc_hd/lib/sky130_fd_sc_hd__tt_025C_1v80.lib'…
Reading timing models for corner nom_ff_n40C_1v95…
Reading timing library for the 'nom_ff_n40C_1v95' corner at '/pdk/volare/sky130/versions/0fe599b2afb6708d281543108caf8310912f54af/sky130A/libs.ref/sky130_fd_sc_hd/lib/sky130_fd_sc_hd__ff_n40C_1v95.lib'…
Reading timing models for corner nom_ss_100C_1v60…
Reading timing library for the 'nom_ss_100C_1v60' corner at '/pdk/volare/sky130/versions/0fe599b2afb6708d281543108caf8310912f54af/sky130A/libs.ref/sky130_fd_sc_hd/lib/sky130_fd_sc_hd__ss_100C_1v60.lib'…
Reading OpenROAD database at '/work/runs/RUN_2026-03-17_14-13-35/30-openroad-cts/rns_top_crt.odb'…
Reading design constraints file at 'designs/_shared/ll_policy/constraints.sdc'…
[INFO] No information on clock propagation in input SDC file-- propagating all clocks.
[INFO] Setting RC values…
[INFO RSZ-0094] Found 39 endpoints with setup violations.
[INFO RSZ-0099] Repairing 39 out of 39 (100.00%) violating endpoints...
   Iter   | Removed | Resized | Inserted | Cloned |  Pin  |    WNS   |   TNS      |  Viol  | Worst
          | Buffers |  Gates  | Buffers  |  Gates | Swaps |          |            | Endpts | Endpt
---------------------------------------------------------------------------------------------------
     1420 |       0 |     425 |      386 |      0 |   148 |   -9.392 |     -206.8 |     39 | _3238_/D
     1423 |       0 |     399 |      380 |      0 |   144 |   -9.377 |     -209.7 |     39 | _3238_/D
     1430 |       0 |     401 |      391 |      0 |   144 |   -9.376 |     -209.1 |     39 | _3238_/D
     1440 |       0 |     407 |      392 |      0 |   147 |   -9.376 |     -207.4 |     39 | _3238_/D
     1450 |       0 |     411 |      394 |      0 |   152 |   -9.376 |     -207.2 |     39 | _3238_/D
     1460 |       0 |     418 |      396 |      0 |   154 |   -9.376 |     -206.2 |     39 | _3238_/D
     1470 |       0 |     426 |      396 |      0 |   156 |   -9.376 |     -205.7 |     39 | _3238_/D
     1478 |       0 |     428 |      396 |      0 |   157 |   -9.376 |     -205.4 |     39 | _3238_/D
     1480 |       0 |     429 |      396 |      0 |   157 |   -9.376 |     -205.3 |     39 | _3238_/D
     1484 |       0 |     430 |      396 |      0 |   158 |   -9.376 |     -205.4 |     39 | _3238_/D
     1488 |       0 |     430 |      396 |      0 |   158 |   -9.376 |     -205.4 |     39 | _3238_/D
     1490 |       0 |     431 |      396 |      0 |   158 |   -9.376 |     -205.4 |     39 | _3238_/D
     1491 |       0 |     431 |      396 |      0 |   159 |   -9.376 |     -205.4 |     39 | _3238_/D
     1500 |       0 |     439 |      396 |      0 |   159 |   -9.376 |     -204.4 |     39 | _3238_/D
     1510 |       0 |     449 |      396 |      0 |   159 |   -9.376 |     -203.6 |     39 | _3238_/D
     1520 |       0 |     456 |      400 |      0 |   160 |   -9.376 |     -203.3 |     39 | _3238_/D
     1530 |       0 |     459 |      404 |      0 |   165 |   -9.376 |     -202.9 |     39 | _3238_/D
     1540 |       0 |     464 |      406 |      0 |   169 |   -9.376 |     -202.9 |     39 | _3238_/D
     1550 |       0 |     469 |      408 |      0 |   173 |   -9.376 |     -202.8 |     39 | _3238_/D
     1558 |       0 |     476 |      408 |      0 |   174 |   -9.376 |     -202.3 |     39 | _3238_/D
     1560 |       0 |     476 |      408 |      0 |   175 |   -9.376 |     -202.3 |     39 | _3238_/D
     1562 |       0 |     478 |      408 |      0 |   175 |   -9.376 |     -202.2 |     39 | _3238_/D
     1570 |       0 |     485 |      408 |      0 |   175 |   -9.376 |     -200.9 |     39 | _3238_/D
     1580 |       0 |     495 |      408 |      0 |   175 |   -9.376 |     -200.3 |     39 | _3238_/D
     1590 |       0 |     504 |      408 |      0 |   176 |   -9.410 |     -199.6 |     39 | _3238_/D
     1600 |       0 |     510 |      410 |      0 |   179 |   -9.410 |     -199.1 |     39 | _3238_/D
     1610 |       0 |     515 |      410 |      0 |   184 |   -9.410 |     -199.0 |     39 | _3238_/D
     1618 |       0 |     503 |      410 |      0 |   176 |   -9.376 |     -199.8 |     39 | _3238_/D
     1620 |       0 |     504 |      410 |      0 |   176 |   -9.401 |     -199.6 |     39 | _3238_/D
     1630 |       0 |     513 |      412 |      0 |   176 |   -9.410 |     -199.2 |     39 | _3238_/D
     1640 |       0 |     522 |      412 |      0 |   177 |   -9.410 |     -198.8 |     39 | _3238_/D
     1645 |       0 |     507 |      412 |      0 |   176 |   -9.376 |     -199.8 |     39 | _3238_/D
    1648* |       0 |     509 |      412 |      0 |   176 |   -9.199 |     -199.6 |     39 | _3238_/D
    1649* |       0 |     509 |      412 |      0 |   176 |   -9.199 |     -199.6 |     39 | _3238_/D
    1650* |       0 |     509 |      412 |      0 |   176 |   -9.199 |     -199.6 |     39 | _3238_/D
    1650* |       0 |     509 |      412 |      0 |   176 |   -9.199 |     -199.6 |     39 | _3238_/D
    1651* |       0 |     509 |      412 |      0 |   176 |   -9.199 |     -199.6 |     39 | _3238_/D
    1654* |       0 |     511 |      412 |      0 |   176 |   -9.199 |     -199.5 |     39 | _3238_/D
    1655* |       0 |     511 |      412 |      0 |   176 |   -9.199 |     -199.5 |     39 | _3238_/D
    1656* |       0 |     511 |      412 |      0 |   176 |   -9.199 |     -199.5 |     39 | _3238_/D
    1657* |       0 |     511 |      412 |      0 |   176 |   -9.199 |     -199.5 |     39 | _3238_/D
    1658* |       0 |     511 |      412 |      0 |   176 |   -9.199 |     -199.5 |     39 | _3238_/D
    1659* |       0 |     511 |      412 |      0 |   176 |   -9.199 |     -199.5 |     39 | _3238_/D
    1660* |       0 |     511 |      412 |      0 |   176 |   -9.199 |     -199.5 |     39 | _3238_/D
    1660* |       0 |     511 |      412 |      0 |   176 |   -9.199 |     -199.5 |     39 | _3238_/D
    1661* |       0 |     511 |      412 |      0 |   176 |   -9.199 |     -199.5 |     39 | _3238_/D
    1662* |       0 |     511 |      412 |      0 |   176 |   -9.199 |     -199.5 |     39 | _3238_/D
    1663* |       0 |     511 |      412 |      0 |   176 |   -9.199 |     -199.5 |     39 | _3238_/D
    1664* |       0 |     511 |      412 |      0 |   176 |   -9.199 |     -199.5 |     39 | _3238_/D
    1665* |       0 |     511 |      412 |      0 |   176 |   -9.199 |     -199.5 |     39 | _3238_/D
    1666* |       0 |     511 |      412 |      0 |   176 |   -9.199 |     -199.5 |     39 | _3238_/D
    1667* |       0 |     511 |      412 |      0 |   176 |   -9.199 |     -199.5 |     39 | _3238_/D
    1668* |       0 |     511 |      412 |      0 |   176 |   -9.199 |     -199.5 |     39 | _3238_/D
    1670* |       0 |     512 |      412 |      0 |   176 |   -9.199 |     -199.3 |     39 | _3238_/D
    1670* |       0 |     512 |      412 |      0 |   176 |   -9.199 |     -199.3 |     39 | _3238_/D
    1671* |       0 |     512 |      412 |      0 |   176 |   -9.199 |     -199.3 |     39 | _3238_/D
    1672* |       0 |     512 |      412 |      0 |   176 |   -9.199 |     -199.3 |     39 | _3238_/D
    1673* |       0 |     512 |      412 |      0 |   176 |   -9.199 |     -199.3 |     39 | _3238_/D
    1674* |       0 |     512 |      412 |      0 |   176 |   -9.199 |     -199.3 |     39 | _3238_/D
    1675* |       0 |     512 |      412 |      0 |   176 |   -9.199 |     -199.3 |     39 | _3238_/D
    1676* |       0 |     512 |      412 |      0 |   176 |   -9.199 |     -199.3 |     39 | _3238_/D
    1677* |       0 |     512 |      412 |      0 |   176 |   -9.199 |     -199.3 |     39 | _3238_/D
    1678* |       0 |     512 |      412 |      0 |   176 |   -9.199 |     -199.3 |     39 | _3238_/D
    1679* |       0 |     512 |      412 |      0 |   176 |   -9.199 |     -199.3 |     39 | _3238_/D
    1680* |       0 |     512 |      412 |      0 |   176 |   -9.199 |     -199.3 |     39 | _3238_/D
    1680* |       0 |     512 |      412 |      0 |   176 |   -9.199 |     -199.3 |     39 | _3238_/D
    1681* |       0 |     512 |      412 |      0 |   176 |   -9.199 |     -199.3 |     39 | _3238_/D
    1682* |       0 |     512 |      412 |      0 |   176 |   -9.199 |     -199.3 |     39 | _3238_/D
    1683* |       0 |     512 |      412 |      0 |   176 |   -9.199 |     -199.3 |     39 | _3238_/D
    1684* |       0 |     512 |      412 |      0 |   176 |   -9.199 |     -199.3 |     39 | _3238_/D
    1685* |       0 |     512 |      412 |      0 |   176 |   -9.199 |     -199.3 |     39 | _3238_/D
    1686* |       0 |     512 |      412 |      0 |   176 |   -9.199 |     -199.3 |     39 | _3238_/D
    1687* |       0 |     512 |      412 |      0 |   176 |   -9.199 |     -199.3 |     39 | _3238_/D
    1688* |       0 |     512 |      412 |      0 |   176 |   -9.199 |     -199.3 |     39 | _3238_/D
    1689* |       0 |     512 |      412 |      0 |   176 |   -9.199 |     -199.3 |     39 | _3238_/D
    final |       0 |     512 |      412 |      0 |   176 |   -9.199 |     -199.3 |     39 | _3238_/D
---------------------------------------------------------------------------------------------------
[INFO RSZ-0045] Inserted 127 buffers, 1 to split loads.
[INFO RSZ-0041] Resized 512 instances.
[INFO RSZ-0043] Swapped pins on 176 instances.
[WARNING RSZ-0062] Unable to repair all setup violations.
[INFO RSZ-0033] No hold violations found.
Placement Analysis
---------------------------------
total displacement       1090.5 u
average displacement        0.2 u
max displacement            9.7 u
original HPWL           39019.5 u
legalized HPWL          41134.2 u
delta HPWL                    5 %

[INFO DPL-0020] Mirrored 699 instances
[INFO DPL-0021] HPWL before           41134.2 u
[INFO DPL-0022] HPWL after            39692.4 u
[INFO DPL-0023] HPWL delta               -3.5 %
[INFO] Setting RC values…
Setting global connections for newly added cells…
[INFO] Setting global connections...
Updating metrics…
Cell type report:                       Count       Area
  Fill cell                               308    1156.11
  Tap cell                               2496    3123.00
  Clock buffer                              9     225.22
  Timing Repair Buffer                    180    1336.28
  Inverter                                 59     226.47
  Clock inverter                            7      73.82
  Sequential cell                         110    2977.86
  Multi-Input combinational cell         1549   12899.87
  Total                                  4718   22018.62
Writing OpenROAD database to '/work/runs/RUN_2026-03-17_14-13-35/32-openroad-resizertimingpostcts/rns_top_crt.odb'…
Writing netlist to '/work/runs/RUN_2026-03-17_14-13-35/32-openroad-resizertimingpostcts/rns_top_crt.nl.v'…
Writing powered netlist to '/work/runs/RUN_2026-03-17_14-13-35/32-openroad-resizertimingpostcts/rns_top_crt.pnl.v'…
Writing layout to '/work/runs/RUN_2026-03-17_14-13-35/32-openroad-resizertimingpostcts/rns_top_crt.def'…
Writing timing constraints to '/work/runs/RUN_2026-03-17_14-13-35/32-openroad-resizertimingpostcts/rns_top_crt.sdc'…
