net,length_um
B_reg\[10\],73.36µm
_0673_,73.12µm
B_reg\[12\],70.33µm
X_crt\[4\],69.44µm
_0624_,69.26µm
B_reg\[15\],67.95µm
_0909_,67.24µm
_0803_,66.76µm
_0422_,66.1µm
_0579_,65.535µm
_1387_,64.58µm
_0858_,64.28µm
b_r1\[1\],64.015µm
net57,63.96µm
_1388_,63.28µm
_0234_,63.06µm
a_r2\[2\],62.84µm
net60,61.9µm
_0790_,61µm
_0387_,60.74µm
_0904_,60.66µm
B_reg\[13\],60.36µm
_0848_,60.24µm
_0571_,59.5µm
a_r0\[0\],59.18µm
_1159_,58.98µm
u_crt.r3\[0\],56.58µm
_0798_,55.94µm
CU_state_dbg\[1\],55.2µm
_1160_,54.92µm
_0722_,54.76µm
_1544_,54.58µm
CU_state_dbg\[2\],53.92µm
net28,53.9µm
net58,53.42µm
_0307_,53.32µm
_0888_,53.2µm
B_reg\[14\],53.04µm
_1324_,52.7µm
_0623_,52.18µm
_1343_,51.96µm
a_r0\[1\],51.86µm
_1315_,51.58µm
_0612_,51.14µm
_0232_,51.04µm
_0905_,50.95µm
_0767_,50.9µm
_0453_,50.24µm
_0777_,50.12µm
_0563_,50.08µm
_1155_,49.92µm
_0897_,49.9µm
_0607_,49.88µm
_0854_,48.12µm
_1011_,47.72µm
_0850_,47.12µm
_0841_,47.04µm
u_crt.r3\[2\],47.01µm
_1486_,46.46µm
_0799_,46.04µm
_0111_,45.74µm
_0411_,45.16µm
_0908_,44.84µm
_0724_,44.34µm
_1336_,44.28µm
_1356_,44.16µm
_1332_,43.26µm
_0570_,43.13µm
_0974_,43.1µm
_0688_,42.68µm
_0923_,42.54µm
X_crt\[9\],42.4µm
_0268_,42.2µm
_0706_,41.88µm
u_crt.r1\[1\],41.84µm
_1186_,41.4µm
_0586_,40.95µm
_0216_,40.84µm
_0847_,40.46µm
_1322_,40.16µm
_1176_,40.02µm
u_crt.r3\[3\],39.9µm
_1156_,39.86µm
_1474_,39.82µm
_0914_,39.6µm
_0611_,39.33µm
u_crt.r3\[1\],38.38µm
_0409_,38.36µm
_0175_,38.06µm
_0575_,37.98µm
u_crt.r2\[0\],37.94µm
_0423_,37.48µm
_1207_,37.12µm
_0436_,36.72µm
_0681_,36.48µm
_0949_,36.4µm
_0493_,36.14µm
_0384_,35.99µm
_1555_,35.84µm
_1452_,35.81µm
_0122_,35.76µm
_0773_,35.5µm
_0808_,35.48µm
_0834_,35.4µm
_1090_,35.3µm
_0451_,35.22µm
net29,35.12µm
_0827_,35µm
_0906_,34.94µm
_0408_,34.88µm
_0972_,34.72µm
u_crt.r2\[1\],34.64µm
_0558_,34.52µm
_0804_,34.46µm
_0341_,34.33µm
_1440_,34.3µm
_0346_,34.28µm
_0108_,34.26µm
_0826_,33.86µm
_0977_,33.8µm
_1071_,33.69µm
_1570_,33.68µm
_0393_,33.415µm
_0435_,33.28µm
_0872_,33.2µm
_0622_,33.18µm
_1194_,33.18µm
_1218_,33.14µm
_0895_,33.12µm
_1285_,33.12µm
u_crt.r2\[2\],33.04µm
_0258_,33.02µm
_0306_,32.98µm
_1199_,32.8µm
_0566_,32.42µm
_0461_,32.32µm
net4,32.26µm
_1134_,32.205µm
_0815_,32.2µm
_0835_,32.14µm
net53,32.08µm
_1307_,32.06µm
_1431_,31.88µm
X_crt\[5\],31.84µm
net23,31.78µm
net51,31.78µm
_0142_,31.46µm
_1410_,31.32µm
_0420_,31.26µm
_1168_,31.2µm
_1255_,31.14µm
u_crt.r1\[2\],31µm
_0143_,30.84µm
_0989_,30.78µm
_1521_,30.56µm
_0421_,30.54µm
_0297_,30.42µm
_0224_,30.34µm
_1021_,30.3µm
_0313_,30.215µm
_0832_,30.2µm
_1047_,29.9µm
_1430_,29.88µm
_1568_,29.81µm
_0718_,29.78µm
_1415_,29.78µm
_0552_,29.74µm
_0153_,29.66µm
_0471_,29.64µm
_0129_,29.58µm
_0321_,29.54µm
_0320_,29.52µm
_0746_,29.44µm
_0820_,29.42µm
_0144_,29.3µm
_1500_,29.26µm
_1592_,29.24µm
_1496_,29.14µm
net47,29.1µm
_1179_,28.94µm
_1595_,28.77µm
_1499_,28.66µm
_0135_,28.56µm
_0390_,28.535µm
_1190_,28.46µm
_0655_,28.36µm
_0613_,28.32µm
_1516_,28.24µm
_0479_,28.05µm
_0106_,28µm
_1485_,27.9µm
_0276_,27.86µm
_0852_,27.86µm
_0338_,27.8µm
_1170_,27.8µm
_0763_,27.7µm
_0960_,27.64µm
_1044_,27.565µm
_0455_,27.54µm
_1240_,27.5µm
_1345_,27.3µm
_0693_,27.26µm
_0105_,27.1µm
_0238_,27.025µm
_0168_,27.02µm
_0364_,26.88µm
_0443_,26.86µm
_0855_,26.72µm
_0761_,26.66µm
_0233_,26.54µm
_0326_,26.5µm
_1527_,26.4µm
_0542_,26.38µm
_1140_,26.3µm
_1163_,26.245µm
_0155_,26.16µm
net39,26.08µm
_1601_,26.02µm
_0610_,25.96µm
_1473_,25.96µm
_0805_,25.92µm
_1042_,25.92µm
_0125_,25.88µm
_1420_,25.875µm
_0223_,25.86µm
_0220_,25.8µm
_0318_,25.795µm
u_crt.r1\[0\],25.76µm
_0870_,25.725µm
_1292_,25.62µm
_0394_,25.49µm
_0137_,25.48µm
X_crt\[0\],25.34µm
_1531_,25.32µm
_1036_,25.27µm
_0237_,25.26µm
_0988_,25.18µm
_0352_,25.08µm
_1428_,25.06µm
_0173_,24.98µm
_1234_,24.98µm
_0525_,24.88µm
_1033_,24.72µm
_1461_,24.72µm
_0594_,24.71µm
_0478_,24.68µm
_0793_,24.6µm
_0519_,24.56µm
_1487_,24.54µm
_0483_,24.495µm
_0744_,24.48µm
_1586_,24.36µm
_0314_,24.3µm
_0410_,24.16µm
_0222_,24.06µm
_0414_,24.05µm
_0801_,24µm
_0813_,24µm
_0582_,23.98µm
_0817_,23.98µm
_0312_,23.96µm
_0873_,23.96µm
_1574_,23.92µm
_0363_,23.84µm
_1261_,23.84µm
_0136_,23.8µm
_0577_,23.8µm
_1587_,23.8µm
_0562_,23.76µm
_0867_,23.7µm
_0446_,23.56µm
_1583_,23.54µm
_0556_,23.52µm
_1212_,23.48µm
_0117_,23.46µm
_1251_,23.46µm
_1439_,23.46µm
_0433_,23.44µm
_1589_,23.41µm
_0113_,23.4µm
_0375_,23.4µm
_0775_,23.38µm
_0592_,23.36µm
_1600_,23.36µm
_1424_,23.34µm
_1523_,23.26µm
X_crt\[2\],23.2µm
_1427_,23.14µm
_1266_,23.1µm
_1083_,23.06µm
_1506_,23.04µm
_1275_,23.02µm
_1463_,22.98µm
_1550_,22.86µm
_0877_,22.82µm
_1478_,22.74µm
_1374_,22.66µm
_1454_,22.62µm
_1518_,22.6µm
_0780_,22.58µm
_0760_,22.56µm
_0476_,22.52µm
_1050_,22.5µm
_1252_,22.5µm
_0995_,22.48µm
_0138_,22.44µm
_1229_,22.44µm
_0606_,22.38µm
_0957_,22.38µm
_0583_,22.34µm
_1113_,22.34µm
_0754_,22.32µm
_0689_,22.3µm
_0898_,22.3µm
_0844_,22.26µm
_0280_,22.22µm
_0593_,22.2µm
_0504_,22.14µm
u_crt.r0\[1\],22.08µm
_0945_,22.04µm
_0456_,22µm
_0971_,22µm
_1223_,21.96µm
_0413_,21.92µm
_1597_,21.82µm
_0261_,21.78µm
_1063_,21.77µm
_1161_,21.74µm
_0522_,21.7µm
_0932_,21.68µm
_0966_,21.68µm
_1246_,21.6µm
_0368_,21.58µm
_0768_,21.58µm
_0943_,21.58µm
_0531_,21.54µm
_1173_,21.54µm
_1300_,21.46µm
_1367_,21.46µm
_0404_,21.38µm
_0416_,21.38µm
net45,21.38µm
_0934_,21.32µm
_0254_,21.3µm
_1507_,21.28µm
_0919_,21.24µm
_0978_,21.22µm
_0578_,21.2µm
_1272_,21.2µm
_0846_,21.1µm
_0334_,21.08µm
_0794_,21.04µm
X_crt\[6\],20.98µm
_1338_,20.94µm
_1058_,20.88µm
_1539_,20.86µm
_1584_,20.86µm
_0402_,20.8µm
_1495_,20.765µm
_0726_,20.7µm
_0729_,20.7µm
_1377_,20.7µm
_0371_,20.67µm
_0884_,20.66µm
_0330_,20.54µm
_0814_,20.54µm
_0600_,20.52µm
_0955_,20.52µm
_1537_,20.5µm
_0399_,20.48µm
_0887_,20.38µm
_1130_,20.32µm
_0499_,20.24µm
_0462_,20.22µm
_1394_,20.16µm
_1519_,20.12µm
_1540_,20.11µm
ALU_EN,20.04µm
_0953_,20.04µm
_1238_,20.04µm
net14,20.02µm
_1260_,20µm
_1493_,20µm
_0242_,19.98µm
_1256_,19.96µm
X_crt\[13\],19.94µm
_0979_,19.92µm
_1177_,19.9µm
_1202_,19.9µm
_1040_,19.84µm
_1279_,19.82µm
_0284_,19.8µm
_1215_,19.8µm
CU_state_dbg\[0\],19.78µm
X_crt\[10\],19.78µm
_0123_,19.75µm
_1006_,19.7µm
_1372_,19.68µm
_1127_,19.66µm
_0733_,19.62µm
_0753_,19.58µm
X_crt\[3\],19.56µm
_1559_,19.54µm
_0290_,19.52µm
_0764_,19.46µm
_0473_,19.4µm
_1530_,19.38µm
_1211_,19.34µm
_1361_,19.32µm
_1204_,19.28µm
_0725_,19.26µm
_0929_,19.24µm
_0669_,19.22µm
_0131_,19.2µm
_1174_,19.185µm
_0354_,19.14µm
_1119_,19.14µm
net26,19.14µm
_0353_,19.04µm
_0748_,19µm
_1447_,19µm
_1582_,19µm
_0685_,18.98µm
_0991_,18.98µm
_1061_,18.96µm
_1203_,18.95µm
_1364_,18.94µm
_1381_,18.94µm
_0114_,18.9µm
_0442_,18.84µm
_1030_,18.84µm
_1222_,18.8µm
_0712_,18.56µm
_1225_,18.56µm
_1326_,18.56µm
_0415_,18.54µm
_1093_,18.5µm
_1578_,18.5µm
_1015_,18.48µm
_0762_,18.44µm
_0170_,18.32µm
_0429_,18.32µm
_0750_,18.32µm
_1169_,18.3µm
_0127_,18.28µm
_0822_,18.24µm
_0210_,18.22µm
_1123_,18.19µm
_0950_,18.18µm
_0656_,18.14µm
_1171_,18.14µm
_1366_,18.14µm
_1552_,18.14µm
_0328_,18.12µm
_0351_,18.06µm
_0952_,18.02µm
_0823_,18µm
_1124_,17.94µm
_1137_,17.94µm
_1562_,17.94µm
_1599_,17.94µm
_0675_,17.9µm
net2,17.88µm
_0936_,17.86µm
_1016_,17.86µm
_1133_,17.84µm
_0512_,17.82µm
_0211_,17.8µm
_0996_,17.74µm
_1455_,17.7µm
_0535_,17.68µm
_0739_,17.68µm
_1603_,17.68µm
net3,17.68µm
_1508_,17.64µm
_0715_,17.62µm
_0837_,17.62µm
_1442_,17.62µm
_0670_,17.6µm
net21,17.56µm
net44,17.56µm
_0305_,17.52µm
_1106_,17.44µm
_0452_,17.34µm
_0938_,17.32µm
_0147_,17.3µm
_0559_,17.24µm
_1026_,17.24µm
_0648_,17.2µm
_1479_,17.2µm
_1450_,17.14µm
_1390_,17.12µm
_1101_,17.1µm
net18,17.1µm
_1459_,17.04µm
_0480_,17.02µm
_1483_,17.02µm
_1591_,17.02µm
_1028_,17µm
_0132_,16.995µm
_1293_,16.96µm
_0661_,16.945µm
_0514_,16.92µm
_0727_,16.86µm
_1556_,16.82µm
_1075_,16.8µm
_1370_,16.76µm
_1306_,16.7µm
_0428_,16.66µm
_1076_,16.66µm
_0336_,16.62µm
_0213_,16.6µm
_0374_,16.6µm
_0391_,16.6µm
_0795_,16.6µm
_0986_,16.6µm
_1413_,16.6µm
_1573_,16.6µm
u_crt.r0\[0\],16.6µm
_0596_,16.58µm
_0124_,16.54µm
_1085_,16.54µm
net22,16.54µm
net30,16.48µm
_1564_,16.46µm
_1247_,16.44µm
_0629_,16.42µm
net6,16.42µm
_0621_,16.38µm
_0109_,16.34µm
_1398_,16.34µm
_1349_,16.32µm
_0738_,16.285µm
_0585_,16.28µm
_1392_,16.26µm
_1571_,16.26µm
_1310_,16.24µm
_0818_,16.185µm
Op_Sel[0],16.14µm
_1082_,16.14µm
_1347_,16.14µm
_0913_,16.12µm
_1098_,16.12µm
_0405_,16.1µm
_1593_,16.1µm
_1088_,16.08µm
net32,16.08µm
_0731_,16.06µm
_1466_,16.06µm
_1094_,16.02µm
_1369_,16.02µm
_1590_,16µm
_0527_,15.94µm
_0581_,15.92µm
_0419_,15.88µm
net49,15.88µm
_0741_,15.84µm
_0765_,15.84µm
_1072_,15.84µm
_0569_,15.82µm
_0713_,15.82µm
net62,15.82µm
_0141_,15.8µm
_0151_,15.78µm
_0687_,15.76µm
_0831_,15.76µm
net48,15.76µm
_1402_,15.74µm
_1270_,15.72µm
_1462_,15.64µm
_1038_,15.59µm
_0619_,15.565µm
_0385_,15.52µm
_0342_,15.48µm
_0828_,15.48µm
_1220_,15.44µm
net46,15.42µm
_0118_,15.4µm
_0158_,15.4µm
_0431_,15.4µm
CRT_Done,15.36µm
_0937_,15.36µm
_0194_,15.32µm
_0714_,15.32µm
_0301_,15.3µm
_1121_,15.3µm
_1150_,15.3µm
_0270_,15.26µm
_1290_,15.26µm
_1297_,15.26µm
net41,15.26µm
_0686_,15.22µm
_1067_,15.22µm
_1579_,15.17µm
_0502_,15.16µm
_0567_,15.16µm
X_crt\[7\],15.14µm
_0680_,15.14µm
_1304_,15.13µm
_0786_,15.115µm
X_crt\[8\],15.1µm
_1065_,15.04µm
_1269_,15.04µm
net5,15.04µm
_1319_,15.02µm
_0255_,14.98µm
_0432_,14.96µm
_1022_,14.94µm
_1335_,14.94µm
_0172_,14.88µm
_0277_,14.88µm
_0643_,14.88µm
_0791_,14.88µm
_1549_,14.87µm
_1299_,14.865µm
_0228_,14.76µm
_0674_,14.76µm
_1243_,14.76µm
_0450_,14.72µm
net16,14.72µm
_0719_,14.68µm
_0740_,14.68µm
net42,14.68µm
net43,14.68µm
_0293_,14.66µm
_1007_,14.62µm
_0721_,14.6µm
_0317_,14.58µm
_0871_,14.58µm
_1318_,14.52µm
_1580_,14.52µm
_0539_,14.515µm
_1068_,14.5µm
_1504_,14.5µm
_0116_,14.46µm
_0664_,14.42µm
_1311_,14.42µm
_0572_,14.415µm
_1276_,14.385µm
_0690_,14.32µm
_1001_,14.3µm
_1287_,14.3µm
_0638_,14.26µm
_1295_,14.26µm
_1308_,14.26µm
_1575_,14.26µm
_1286_,14.24µm
_0678_,14.22µm
_0862_,14.22µm
_1214_,14.22µm
_0296_,14.135µm
_0235_,14.1µm
_0534_,14.1µm
_0544_,14.1µm
_0770_,14.06µm
_0796_,14.055µm
_0236_,13.98µm
_0550_,13.96µm
_0126_,13.94µm
_0176_,13.94µm
_1334_,13.92µm
_0627_,13.905µm
_0928_,13.9µm
_1594_,13.9µm
_0921_,13.88µm
_1138_,13.88µm
_1185_,13.88µm
_0587_,13.8µm
_0723_,13.8µm
_0810_,13.78µm
_1086_,13.76µm
_1436_,13.74µm
_0160_,13.72µm
_0412_,13.72µm
_0742_,13.72µm
_0879_,13.72µm
_1259_,13.72µm
_1273_,13.68µm
_1236_,13.66µm
net38,13.66µm
_0115_,13.64µm
_1302_,13.64µm
_0373_,13.58µm
_0395_,13.58µm
_1278_,13.575µm
_1025_,13.56µm
_1395_,13.56µm
_0200_,13.54µm
_0494_,13.52µm
_0683_,13.5µm
_1029_,13.5µm
_0489_,13.46µm
_0981_,13.46µm
net40,13.42µm
_0756_,13.4µm
_0425_,13.38µm
_1153_,13.36µm
_1512_,13.36µm
_0488_,13.34µm
_0150_,13.32µm
_0893_,13.3µm
_0536_,13.24µm
_0829_,13.22µm
_0362_,13.2µm
_0747_,13.18µm
_0183_,13.16µm
_0541_,13.16µm
_1572_,13.16µm
_0327_,13.14µm
_0676_,13.12µm
_1152_,13.12µm
_0684_,13.1µm
_0711_,13.1µm
_0997_,13.1µm
_0851_,13.04µm
_1014_,13.04µm
_1380_,13.04µm
_1488_,13.04µm
_0652_,13.02µm
_0120_,13µm
_1019_,13µm
_0332_,12.98µm
_0460_,12.96µm
_1289_,12.96µm
_1602_,12.96µm
_1491_,12.935µm
_1103_,12.92µm
_1533_,12.92µm
_0174_,12.9µm
_0734_,12.9µm
_0530_,12.88µm
_0568_,12.88µm
_0717_,12.88µm
_1051_,12.88µm
_0159_,12.8µm
_1049_,12.8µm
_1146_,12.78µm
_1327_,12.78µm
_0632_,12.69µm
_1087_,12.68µm
_0204_,12.67µm
_0617_,12.64µm
_0465_,12.6µm
_0758_,12.6µm
_1008_,12.56µm
_0616_,12.54µm
_0860_,12.54µm
_0940_,12.54µm
_1128_,12.54µm
_0365_,12.52µm
_0868_,12.52µm
_0696_,12.505µm
_0507_,12.48µm
_0437_,12.46µm
_0962_,12.46µm
_1351_,12.4µm
Op_Sel[1],12.38µm
_1073_,12.38µm
_1414_,12.35µm
_0498_,12.34µm
_1280_,12.34µm
_0961_,12.32µm
_1425_,12.32µm
_0164_,12.3µm
_0516_,12.3µm
_0406_,12.26µm
_0215_,12.24µm
_0702_,12.24µm
_0749_,12.22µm
_0166_,12.18µm
_1314_,12.18µm
_1376_,12.16µm
_0267_,12.14µm
_0482_,12.14µm
_0206_,12.12µm
_0948_,12.12µm
_1078_,12.12µm
_1451_,12.12µm
net20,12.12µm
_1054_,12.08µm
_1172_,12.08µm
_0697_,12.06µm
_0426_,12.04µm
_0325_,12.02µm
_1403_,12µm
_0376_,11.98µm
_1553_,11.98µm
_0608_,11.96µm
_0496_,11.9µm
_0265_,11.88µm
_0389_,11.88µm
_0853_,11.88µm
_1330_,11.84µm
_1167_,11.76µm
X_crt\[12\],11.74µm
_0288_,11.74µm
_1526_,11.74µm
_1566_,11.74µm
_0231_,11.72µm
_0584_,11.72µm
_0154_,11.7µm
_0933_,11.7µm
_1532_,11.66µm
_0140_,11.64µm
_1191_,11.64µm
_1209_,11.64µm
_0737_,11.62µm
_1018_,11.62µm
_1267_,11.62µm
_0495_,11.6µm
_0856_,11.6µm
_1468_,11.6µm
_0598_,11.58µm
_0730_,11.58µm
_0281_,11.56µm
_0392_,11.54µm
_1227_,11.48µm
_0782_,11.46µm
_1197_,11.46µm
_1418_,11.4µm
_1598_,11.38µm
_1412_,11.375µm
_0434_,11.36µm
_0555_,11.32µm
_0864_,11.3µm
_1262_,11.28µm
_1079_,11.26µm
_0139_,11.2µm
_1399_,11.2µm
_0508_,11.18µm
_1489_,11.18µm
_0218_,11.175µm
_1027_,11.16µm
_1470_,11.16µm
net19,11.1µm
_0162_,11.04µm
_1131_,11.04µm
_0262_,11µm
_0633_,11µm
_0468_,10.98µm
_1551_,10.98µm
_0644_,10.96µm
_0295_,10.92µm
_0963_,10.92µm
_0984_,10.92µm
_1400_,10.92µm
_0087_,10.9µm
_0227_,10.88µm
_0695_,10.88µm
_0167_,10.86µm
_1283_,10.86µm
_1339_,10.86µm
_1557_,10.86µm
_0331_,10.84µm
_0526_,10.82µm
_1066_,10.82µm
net72,10.82µm
_0439_,10.78µm
_0663_,10.78µm
_1188_,10.78µm
_1205_,10.74µm
_0197_,10.72µm
_1517_,10.72µm
_0163_,10.7µm
_0635_,10.7µm
_0709_,10.7µm
_0917_,10.7µm
_1024_,10.7µm
_1175_,10.7µm
_1232_,10.68µm
_1498_,10.68µm
_0486_,10.66µm
_0517_,10.66µm
_0698_,10.66µm
_1012_,10.64µm
_1457_,10.64µm
_0472_,10.62µm
_1045_,10.62µm
_1070_,10.62µm
_1264_,10.62µm
_1435_,10.62µm
_1471_,10.6µm
_0636_,10.58µm
_0272_,10.56µm
_1359_,10.56µm
_1561_,10.54µm
_1596_,10.52µm
_0540_,10.5µm
_0659_,10.5µm
_1309_,10.5µm
_1469_,10.5µm
_0347_,10.46µm
_0969_,10.46µm
_0792_,10.44µm
_0557_,10.42µm
_0602_,10.38µm
_0857_,10.38µm
_0448_,10.33µm
_0157_,10.32µm
_0449_,10.32µm
_0788_,10.32µm
_0843_,10.32µm
_1408_,10.32µm
_0401_,10.28µm
_1441_,10.28µm
_1490_,10.26µm
_0935_,10.245µm
_0708_,10.24µm
X_crt\[1\],10.22µm
net24,10.2µm
_0992_,10.12µm
_0751_,10.1µm
_0576_,10.08µm
_0716_,10.08µm
_1189_,10.08µm
_0092_,10.06µm
_0752_,10.04µm
_0875_,10.04µm
_1535_,10.02µm
_0699_,10µm
_0161_,9.98µm
_0397_,9.96µm
_0484_,9.96µm
_1216_,9.96µm
_1357_,9.96µm
_0920_,9.94µm
_0590_,9.92µm
_0491_,9.86µm
_1097_,9.86µm
net25,9.86µm
_1378_,9.82µm
_1258_,9.805µm
_0532_,9.78µm
_0653_,9.78µm
_0700_,9.78µm
_1301_,9.78µm
_0329_,9.74µm
_1201_,9.74µm
_1013_,9.72µm
X_crt\[15\],9.7µm
_0863_,9.7µm
_1143_,9.68µm
_0645_,9.66µm
_0701_,9.66µm
_0358_,9.65µm
A_in[0],9.64µm
A_in[10],9.64µm
A_in[11],9.64µm
A_in[12],9.64µm
A_in[13],9.64µm
A_in[14],9.64µm
A_in[15],9.64µm
A_in[7],9.64µm
A_in[8],9.64µm
A_in[9],9.64µm
_0400_,9.64µm
_0438_,9.62µm
_0677_,9.62µm
_0927_,9.62µm
_1419_,9.62µm
_1294_,9.6µm
_0784_,9.58µm
_0771_,9.56µm
_1198_,9.55µm
_1116_,9.54µm
_1104_,9.5µm
_1340_,9.5µm
_1567_,9.5µm
X_crt\[14\],9.48µm
_0546_,9.48µm
_1056_,9.48µm
_1321_,9.48µm
_0658_,9.46µm
_1298_,9.42µm
_0217_,9.36µm
_0470_,9.36µm
_0631_,9.36µm
_0878_,9.36µm
_0922_,9.36µm
ALU_Done_all,9.32µm
_0769_,9.32µm
_1055_,9.32µm
_1162_,9.32µm
_0323_,9.305µm
_1396_,9.28µm
_1443_,9.26µm
_0703_,9.24µm
_1344_,9.14µm
_0956_,9.12µm
_0275_,9.08µm
_0475_,9.08µm
_1543_,9.06µm
_0915_,9.04µm
_0177_,9.02µm
_0615_,9.02µm
_0666_,9.02µm
_1060_,9.02µm
_1333_,9.02µm
_0931_,8.98µm
_1145_,8.98µm
_1192_,8.98µm
_1277_,8.98µm
_0361_,8.96µm
_1109_,8.96µm
_1363_,8.94µm
_0199_,8.92µm
_0649_,8.92µm
_1502_,8.92µm
_0146_,8.9µm
_0506_,8.9µm
_0947_,8.9µm
_1148_,8.9µm
_1196_,8.9µm
_0941_,8.86µm
_1142_,8.86µm
_1355_,8.86µm
_0477_,8.84µm
net61,8.82µm
_1511_,8.8µm
_0641_,8.78µm
_1475_,8.78µm
Start,8.72µm
_0926_,8.7µm
_1039_,8.7µm
_1064_,8.685µm
_1438_,8.68µm
_0191_,8.66µm
_0647_,8.655µm
_0010_,8.62µm
A_in[3],8.61µm
A_in[4],8.61µm
_1105_,8.6µm
_0202_,8.58µm
_0505_,8.58µm
_0052_,8.56µm
_0382_,8.56µm
_0513_,8.56µm
_0533_,8.56µm
_0839_,8.56µm
_1296_,8.56µm
_1524_,8.56µm
_0983_,8.52µm
_1041_,8.52µm
_0100_,8.5µm
_0241_,8.48µm
_0356_,8.48µm
_1147_,8.48µm
_0520_,8.46µm
_1181_,8.46µm
_1560_,8.46µm
_0682_,8.44µm
_1000_,8.44µm
_1312_,8.44µm
_1528_,8.44µm
_1534_,8.44µm
_1542_,8.44µm
_1525_,8.42µm
_0518_,8.385µm
_1193_,8.37µm
_0271_,8.36µm
_1154_,8.36µm
_1417_,8.36µm
_0259_,8.34µm
_0294_,8.34µm
_0691_,8.34µm
_1513_,8.34µm
_1350_,8.325µm
_1095_,8.32µm
_1385_,8.32µm
A_in[5],8.27µm
_0264_,8.26µm
_1233_,8.24µm
_0099_,8.18µm
_0388_,8.16µm
_0625_,8.155µm
_0302_,8.12µm
_0916_,8.1µm
_1477_,8.1µm
_1484_,8.1µm
_1581_,8.1µm
_0007_,8.06µm
_0044_,8.06µm
Done,8.04µm
X_out[11],8.04µm
X_out[12],8.04µm
X_out[13],8.04µm
X_out[14],8.04µm
X_out[15],8.04µm
_1023_,8.02µm
_1434_,8µm
_0589_,7.98µm
_0639_,7.98µm
_0668_,7.98µm
_1114_,7.98µm
_1529_,7.98µm
_0195_,7.96µm
_0407_,7.94µm
A_in[2],7.93µm
_0528_,7.92µm
_1404_,7.92µm
_1460_,7.92µm
_0640_,7.9µm
_0797_,7.9µm
_0999_,7.9µm
_1329_,7.9µm
_0308_,7.86µm
_0924_,7.86µm
_1281_,7.86µm
_0603_,7.82µm
_1569_,7.82µm
_0467_,7.8µm
_1409_,7.79µm
_0335_,7.78µm
_1052_,7.78µm
_1554_,7.78µm
_0279_,7.76µm
_0075_,7.72µm
_0548_,7.7µm
net31,7.7µm
B_in[9],7.69µm
_0208_,7.68µm
_0816_,7.68µm
_1268_,7.68µm
_0736_,7.64µm
