clock_ns,clock_ns_reported,setup_wns_ns,setup_tns_ns,hold_wns_ns,hold_tns_ns,core_area_um2,die_area_um2,instance_count,utilization_pct,wire_length_um,vias_count,power_total_W,power_internal_W,power_switching_W,power_leakage_W,power_source,drc_errors,drc_errors_klayout,drc_errors_magic,lvs_errors,antenna_violations,antenna_violating_nets,antenna_violating_pins,ir_drop_worst_V,power_fair_sta_rpt,status
13.0,,0,0,0,0,191774,206442,5703,0.135967,50032,15105,0.2770288288593292,,,,metrics.json,0,0,0,0,1,1,1,0.0747,,INCOMPLETE
